<NUMBER OF ZONES>49
<NUMBER OF NODES>50
<FIRST THRU NODE> 1
<NUMBER OF LINKS>158
<END OF METADATA>


~ 	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B	Power	Speed limit 	Toll 	Type	;
	2001	2002	25900.20064	20	6.0	0.15	4.0	0	0	1	;
	1022	1015	9599.180565	20	3.0	0.15	4.0	0	0	1	;
	2004	2003	17110.52372	20	4.0	0.15	4.0	0	0	1	;
	2012	2013	25900.20064	20	3.0	0.15	4.0	0	0	1	;
	2004	2005	17782.7941	20	2.0	0.15	4.0	0	0	1	;
	2012	2011	4908.82673	20	6.0	0.15	4.0	0	0	1	;
	2014	2023	4924.790605	20	4.0	0.15	4.0	0	0	1	;
	2022	2021	5229.910063	20	2.0	0.15	4.0	0	0	1	;
	1022	1023	5000.0	20	4.0	0.15	4.0	0	0	1	;
	2022	2020	5075.697193	20	5.0	0.15	4.0	0	0	1	;
	2004	2011	4908.82673	20	6.0	0.15	4.0	0	0	1	;
	1022	1021	5229.910063	20	2.0	0.15	4.0	0	0	1	;
	2022	2023	5000.0	20	4.0	0.15	4.0	0	0	1	;
	1022	1020	5075.697193	20	5.0	0.15	4.0	0	0	1	;
	2012	2003	23403.47319	20	4.0	0.15	4.0	0	0	1	;
	1014	1023	4924.790605	20	4.0	0.15	4.0	0	0	1	;
	2007	2018	23403.47319	20	2.0	0.15	4.0	0	0	1	;
	2019	2015	14564.75315	20	3.0	0.15	4.0	0	0	1	;
	1014	1011	4876.508287	20	4.0	0.15	4.0	0	0	1	;
	1014	1015	5127.526119	20	5.0	0.15	4.0	0	0	1	;
	1019	1015	14564.75315	20	3.0	0.15	4.0	0	0	1	;
	2019	2017	4823.950831	20	2.0	0.15	4.0	0	0	1	;
	1011	1004	4908.82673	20	6.0	0.15	4.0	0	0	1	;
	1019	1017	4823.950831	20	2.0	0.15	4.0	0	0	1	;
	2019	2020	5002.607563	20	4.0	0.15	4.0	0	0	1	;
	2024	2013	5091.256152	20	4.0	0.15	4.0	0	0	1	;
	2007	2008	7841.81131	20	3.0	0.15	4.0	0	0	1	;
	1019	1020	5002.607563	20	4.0	0.15	4.0	0	0	1	;
	1011	1014	4876.508287	20	4.0	0.15	4.0	0	0	1	;
	1002	1001	25900.20064	20	6.0	0.15	4.0	0	0	1	;
	1011	1012	4908.82673	20	6.0	0.15	4.0	0	0	1	;
	1011	1010	10000.0	20	5.0	0.15	4.0	0	0	1	;
	1002	1006	4958.180928	20	5.0	0.15	4.0	0	0	1	;
	2010	2017	4993.510694	20	8.0	0.15	4.0	0	0	1	;
	2010	2016	4854.917717	20	4.0	0.15	4.0	0	0	1	;
	2016	2008	5045.822583	20	5.0	0.15	4.0	0	0	1	;
	2013	2	5000.0	20	5.0	0.15	4.0	0	0	1	;
	2016	2010	4854.917717	20	4.0	0.15	4.0	0	0	1	;
	2010	2011	10000.0	20	5.0	0.15	4.0	0	0	1	;
	2010	2009	13915.78842	20	3.0	0.15	4.0	0	0	1	;
	2013	1020	6000.0	20	5.0	0.15	4.0	0	0	1	;
	2010	2015	13512.00155	20	6.0	0.15	4.0	0	0	1	;
	2016	2017	5229.910063	20	2.0	0.15	4.0	0	0	1	;
	1024	1023	5078.508436	20	2.0	0.15	4.0	0	0	1	;
	2016	2018	19679.89671	20	3.0	0.15	4.0	0	0	1	;
	1024	1021	4885.357564	20	3.0	0.15	4.0	0	0	1	;
	1008	1006	4898.587646	20	2.0	0.15	4.0	0	0	1	;
	1005	1009	10000.0	20	5.0	0.15	4.0	0	0	1	;
	1008	1007	7841.81131	20	3.0	0.15	4.0	0	0	1	;
	1024	1013	5091.256152	20	4.0	0.15	4.0	0	0	1	;
	1005	1004	17782.7941	20	2.0	0.15	4.0	0	0	1	;
	1008	1009	5050.193156	20	10.0	0.15	4.0	0	0	1	;
	1005	1006	4947.995469	20	4.0	0.15	4.0	0	0	1	;
	1016	1018	19679.89671	20	3.0	0.15	4.0	0	0	1	;
	2024	2021	4885.357564	20	3.0	0.15	4.0	0	0	1	;
	1016	1017	5229.910063	20	2.0	0.15	4.0	0	0	1	;
	2013	2024	5091.256152	20	4.0	0.15	4.0	0	0	1	;
	2024	2023	5078.508436	20	2.0	0.15	4.0	0	0	1	;
	2002	2006	4958.180928	20	5.0	0.15	4.0	0	0	1	;
	1008	1016	5045.822583	20	5.0	0.15	4.0	0	0	1	;
	1016	1010	4854.917717	20	4.0	0.15	4.0	0	0	1	;
	1016	1008	5045.822583	20	5.0	0.15	4.0	0	0	1	;
	2002	2001	25900.20064	20	6.0	0.15	4.0	0	0	1	;

