NodeID	ClusterNumber
279	0
280	2
281	2
282	2
283	2
284	2
285	2
286	2
287	2
288	2
289	2
290	0
291	2
292	2
293	2
294	2
295	2
296	2
297	2
298	2
299	2
300	2
301	0
302	2
303	2
304	2
305	2
306	2
307	2
308	2
309	2
310	2
311	2
312	0
313	2
314	2
315	2
316	2
317	2
318	2
319	2
320	2
321	2
322	2
323	0
324	2
325	2
326	2
327	2
328	2
329	2
330	2
331	2
332	2
333	2
334	0
335	0
336	2
337	2
338	2
339	2
340	2
341	2
342	2
343	2
344	2
345	2
346	0
347	2
348	2
349	2
350	2
351	2
352	2
353	2
354	2
355	2
356	2
357	0
358	2
359	2
360	2
361	2
362	2
363	2
364	2
365	2
366	2
367	2
368	0
369	2
370	2
371	2
372	2
373	2
374	2
375	2
376	2
377	2
378	2
379	0
380	2
381	2
382	2
383	2
384	2
385	2
386	2
387	2
388	2
389	2
390	0
391	2
392	2
393	2
394	2
395	2
396	2
397	2
398	2
399	2
400	2
401	0
402	2
403	2
404	2
405	2
406	2
407	2
408	2
409	2
410	2
411	2
412	0
413	2
414	2
415	2
416	2
417	2
418	2
419	2
420	2
421	2
422	2
423	0
424	2
425	2
426	2
427	2
428	2
429	2
430	2
431	2
432	2
433	2
434	0
435	2
436	2
437	2
438	2
439	2
440	2
441	2
442	2
443	2
444	2
445	0
446	0
447	2
448	2
449	2
450	2
451	2
452	2
453	2
454	2
455	2
456	2
457	0
458	2
459	2
460	2
461	2
462	2
463	2
464	2
465	2
466	2
467	2
468	0
469	2
470	2
471	2
472	2
473	2
474	2
475	2
476	2
477	2
478	2
479	0
480	2
481	2
482	2
483	2
484	2
485	2
486	2
487	2
488	2
489	2
490	0
491	2
492	2
493	2
494	2
495	2
496	2
497	2
498	2
499	2
500	2
501	0
502	2
503	2
504	2
505	2
506	2
507	2
508	2
509	2
510	2
511	2
512	0
513	2
514	2
515	2
516	2
517	2
518	2
519	2
520	2
521	2
522	2
523	0
524	2
525	2
526	2
527	2
528	2
529	2
530	2
531	2
532	2
533	2
534	0
535	2
536	2
537	2
538	2
539	2
540	2
541	2
542	2
543	2
544	2
545	0
546	2
547	2
548	2
549	2
550	2
551	2
552	2
553	2
554	2
555	2
556	0
557	0
558	2
559	2
560	2
561	2
562	2
563	2
564	2
565	2
566	2
567	2
568	0
569	2
570	2
571	2
572	2
573	2
574	2
575	2
576	2
577	2
578	2
579	0
580	2
581	2
582	2
583	2
584	2
585	2
586	2
587	2
588	2
589	2
590	0
591	2
592	2
593	2
594	2
595	2
596	2
597	2
598	2
599	2
600	2
601	0
602	2
603	2
604	2
605	2
606	2
607	2
608	2
609	2
610	2
611	2
612	0
613	2
614	2
615	2
616	2
617	2
618	2
619	2
620	2
621	2
622	2
623	0
624	2
625	2
626	2
627	2
628	2
629	2
630	2
631	2
632	2
633	2
634	0
635	2
636	2
637	2
638	2
639	2
640	2
641	2
642	2
643	2
644	2
645	0
646	2
647	2
648	2
649	2
650	2
651	2
652	2
653	2
654	0
655	2
656	2
657	2
658	2
659	2
660	2
661	2
662	2
663	2
664	2
665	0
666	0
667	2
668	2
669	2
670	2
671	2
672	2
673	2
674	2
675	2
676	2
677	0
678	2
679	2
680	2
681	2
682	2
683	2
684	2
685	2
686	2
687	2
688	0
689	2
690	2
691	2
692	2
693	2
694	2
695	2
696	2
697	2
698	2
699	0
700	2
701	2
702	2
703	2
704	2
705	2
706	2
707	2
708	2
709	2
710	0
711	2
712	2
713	2
714	2
715	2
716	2
717	2
718	2
719	2
720	2
721	0
722	2
723	2
724	2
725	2
726	2
727	2
728	2
729	2
730	2
731	2
732	0
733	2
734	2
735	2
736	2
737	2
738	2
739	2
740	2
741	2
742	2
743	0
744	2
745	2
746	2
747	2
748	2
749	2
750	2
751	2
752	2
753	2
754	0
755	2
756	2
757	2
758	2
759	2
760	2
761	2
762	2
763	1
764	1
765	0
766	2
767	2
768	2
769	2
770	2
771	2
772	2
773	2
774	2
775	2
776	0
777	0
778	2
779	2
780	2
781	2
782	2
783	2
784	2
785	2
786	2
787	2
788	0
789	2
790	2
791	2
792	2
793	2
794	2
795	2
796	2
797	2
798	2
799	0
800	2
801	2
802	2
803	2
804	2
805	2
806	2
807	2
808	2
809	2
810	0
811	2
812	2
813	2
814	2
815	2
816	2
817	2
818	2
819	2
820	2
821	0
822	2
823	2
824	2
825	2
826	2
827	2
828	2
829	2
830	2
831	2
832	0
833	2
834	2
835	2
836	2
837	2
838	2
839	2
840	2
841	2
842	2
843	0
844	2
845	2
846	2
847	2
848	2
849	2
850	2
851	2
852	2
853	2
854	0
855	2
856	2
857	2
858	2
859	2
860	2
861	2
862	2
863	2
864	2
865	0
866	2
867	2
868	2
869	2
870	2
871	2
872	2
873	2
874	2
875	2
876	0
877	2
878	2
879	2
880	2
881	2
882	2
883	2
884	2
885	2
886	2
887	0
888	0
889	2
890	2
891	2
892	2
893	2
894	2
895	2
896	2
897	2
898	2
899	0
900	2
901	2
902	2
903	2
904	2
905	2
906	2
907	2
908	2
909	2
910	0
911	2
912	2
913	2
914	2
915	2
916	2
917	2
918	2
919	2
920	2
921	0
922	2
923	2
924	2
925	2
926	2
927	2
928	2
929	2
930	2
931	2
932	0
933	2
934	2
935	2
936	2
937	2
938	2
939	2
940	2
941	2
942	2
943	0
944	2
945	2
946	2
947	2
948	0
949	2
950	2
951	2
952	2
953	2
954	0
955	2
956	2
957	2
958	2
959	2
960	2
961	2
962	2
963	2
964	2
965	0
966	2
967	2
968	2
969	2
970	2
971	2
972	2
973	2
974	2
975	2
976	0
977	2
978	2
979	2
980	2
981	2
982	2
983	2
984	2
985	2
986	2
987	0
988	2
989	2
990	1
991	2
992	2
993	2
994	2
995	2
996	2
997	2
998	0
999	0
1000	2
1001	2
1002	2
1003	2
1004	2
1005	2
1006	2
1007	2
1008	2
1009	2
1010	0
1011	2
1012	2
1013	2
1014	2
1015	1
1016	2
1017	2
1018	2
1019	2
1020	2
1021	0
1022	2
1023	1
1024	1
1025	1
1026	1
1027	1
1028	1
1029	2
1030	2
1031	2
1032	0
1033	2
1034	2
1035	2
1036	2
1037	2
1038	2
1039	2
1040	2
1041	2
1042	2
1043	0
1044	1
1045	2
1046	1
1047	1
1048	1
1049	1
1050	1
1051	2
1052	2
1053	2
1054	0
1055	2
1056	2
1057	2
1058	2
1059	2
1060	2
1061	2
1062	2
1063	2
1064	2
1065	0
1066	2
1067	2
1068	2
1069	2
1070	2
1071	2
1072	2
1073	2
1074	2
1075	1
1076	0
1077	1
1078	1
1079	1
1080	1
1081	1
1082	1
1083	1
1084	1
1085	1
1086	1
1087	0
1088	1
1089	1
1090	1
1091	1
1092	1
1093	1
1094	1
1095	1
1096	1
1097	1
1098	0
1099	1
1100	1
1101	1
1102	1
1103	1
1104	1
1105	1
1106	1
1107	1
1108	1
1109	0
1110	0
1111	0
1112	1
1113	1
1114	0
1115	0
1116	0
1117	0
1118	0
1119	0
1120	0
1121	0
1122	0
1123	0
1124	0
1125	0
1126	0
1127	0
1128	0
1129	0
1130	0
1131	0
1132	0
1133	0
1134	0
1135	0
1136	0
1137	0
1138	0
1139	0
1140	0
1141	0
1142	0
1143	0
1144	0
1145	0
1146	0
1147	0
1148	0
1149	0
1150	1
1151	1
1152	1
1153	1
1154	1
1155	0
1156	1
1157	1
1158	1
1159	1
1160	1
1161	1
1162	1
1163	1
1164	0
1165	0
1166	0
1167	0
1168	0
1169	0
1170	0
1171	0
1172	0
1173	0
1174	0
1175	0
1176	0
1177	0
1178	0
1179	0
1180	0
1181	0
1182	0
1183	0
1184	0
1185	0
1186	0
1187	0
1188	0
1189	0
1190	0
1191	0
1192	0
1193	0
1194	0
1195	0
1196	0
1197	0
1198	0
1199	0
1200	0
1201	0
1202	0
1203	0
1204	0
1205	0
1206	0
1207	0
1208	0
1209	0
1210	0
1211	0
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	0
1219	0
1220	0
1221	0
1222	0
1223	0
1224	0
1225	0
1226	0
1227	0
1228	0
1229	0
1230	0
1231	0
1232	0
1233	0
1234	0
1235	0
1236	0
1237	0
1238	0
1239	0
1240	0
1241	0
1242	0
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0
1250	0
1251	0
1252	0
1253	0
1254	0
1255	0
1256	0
1257	0
1258	0
1259	0
1260	0
1261	0
1262	0
1263	0
1264	0
1265	0
1266	0
1267	0
1268	0
1269	0
1270	0
1271	0
1272	0
1273	0
1274	0
1275	0
1276	0
1277	0
1278	0
1279	0
1280	0
1281	0
1282	0
1283	0
1284	0
1285	0
1286	0
1287	0
1288	0
1289	0
1290	0
1291	0
1292	0
1293	0
1294	0
1295	0
1296	0
1297	0
1298	0
1299	0
1300	0
1301	0
1302	0
1303	0
1304	0
1305	0
1306	0
1307	0
1308	0
1309	0
1310	0
1311	0
1312	0
1313	0
1314	0
1315	0
1316	0
1317	0
1318	0
1319	0
1320	0
1321	0
1322	0
1323	0
1324	0
1325	0
1326	0
1327	0
1328	0
1329	0
1330	0
1331	0
1332	0
1333	0
1334	0
1335	0
1336	0
1337	0
1338	0
1339	0
1340	0
1341	0
1342	0
1343	0
1344	0
1345	0
1346	0
1347	0
1348	0
1349	0
1350	0
1351	0
1352	0
1353	0
1354	0
1355	0
1356	0
1357	0
1358	0
1359	0
1360	0
1361	0
1362	0
1363	0
1364	0
1365	0
1366	0
1367	0
1368	0
1369	0
1370	0
1371	0
1372	0
1373	0
1374	0
1375	0
1376	0
1377	0
1378	0
1379	0
1380	0
1381	0
1382	0
1383	0
1384	0
1385	0
1386	0
1387	0
1388	0
1389	0
1390	0
1391	0
1392	0
1393	0
1394	0
1395	0
1396	0
1397	0
1398	0
1399	0
1400	0
1401	0
1402	0
1403	0
1404	0
1405	0
1406	0
1407	0
1408	0
1409	0
1410	0
1411	0
1412	0
1413	0
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	0
1432	0
1433	0
1434	0
1435	0
1436	0
1437	0
1438	0
1439	0
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	0
1449	0
1450	0
1451	0
1452	0
1453	0
1454	0
1455	0
1456	0
1457	0
1458	0
1459	0
1460	0
1461	0
1462	0
1463	0
1464	0
1465	0
1466	0
1467	0
1468	0
1469	0
1470	0
1471	0
1472	0
1473	0
1474	0
1475	0
1476	0
1477	0
1478	0
1479	0
1480	0
1481	0
1482	0
1483	0
1484	0
1485	0
1486	0
1487	0
1488	0
1489	0
1490	0
1491	0
1492	0
1493	0
1494	0
1495	0
1496	0
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	0
1505	0
1506	0
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	0
1516	0
1517	0
1518	0
1519	0
1520	0
1521	0
1522	0
1523	0
1524	0
1525	0
1526	0
1527	0
1528	0
1529	0
1530	0
1531	0
1532	0
1533	0
1534	0
1535	0
1536	0
1537	0
1538	0
1539	0
1540	0
1541	0
1542	0
1543	0
1544	0
1545	0
1546	0
1547	0
1548	0
1549	0
1550	0
1551	0
1552	0
1553	0
1554	0
1555	0
1556	0
1557	0
1558	0
1559	0
1560	1
1561	0
1562	0
1563	0
1564	0
1565	1
1566	0
1567	1
1568	0
1569	1
1570	1
1571	1
1572	1
1573	1
1574	1
1575	1
1576	1
1577	0
1578	1
1579	1
1580	1
1581	1
1582	1
1583	1
1584	1
1585	1
1586	1
1587	1
1588	0
1589	1
1590	1
1591	1
1592	1
1593	1
1594	1
1595	1
1596	1
1597	1
1598	1
1599	0
1600	1
1601	1
1602	1
1603	1
1604	1
1605	1
1606	1
1607	1
1608	1
1609	1
1610	0
1611	1
1612	1
1613	1
1614	1
1615	1
1616	1
1617	1
1618	1
1619	1
1620	1
1621	0
1622	1
1623	1
1624	1
1625	1
1626	1
1627	1
1628	1
1629	1
1630	1
1631	1
1632	0
1633	1
1634	1
1635	1
1636	1
1637	1
1638	1
1639	1
1640	1
1641	1
1642	1
1643	0
1644	1
1645	1
1646	1
1647	1
1648	1
1649	1
1650	1
1651	1
1652	1
1653	1
1654	0
1655	1
1656	1
1657	1
1658	1
1659	1
1660	1
1661	1
1662	1
1663	1
1664	1
1665	0
1666	0
1667	1
1668	1
1669	1
1670	1
1671	1
1672	1
1673	1
1674	1
1675	1
1676	1
1677	0
1678	1
1679	1
1680	1
1681	1
1682	1
1683	1
1684	1
1685	1
1686	1
1687	1
1688	0
1689	1
1690	1
1691	1
1692	1
1693	1
1694	1
1695	1
1696	1
1697	1
1698	1
1699	0
1700	1
1701	1
1702	1
1703	1
1704	1
1705	1
1706	1
1707	1
1708	1
1709	1
1710	0
1711	1
1712	1
1713	1
1714	1
1715	1
1716	1
1717	1
1718	1
1719	1
1720	1
1721	0
1722	1
1723	1
1724	1
1725	1
1726	1
1727	1
1728	1
1729	1
1730	1
1731	1
1732	0
1733	1
1734	1
1735	1
1736	1
1737	1
1738	1
1739	1
1740	1
1741	1
1742	1
1743	0
1744	1
1745	1
1746	1
1747	1
1748	1
1749	1
1750	1
1751	1
1752	1
1753	1
1754	0
1755	1
1756	1
1757	1
1758	1
1759	1
1760	1
1761	1
1762	1
1763	1
1764	1
1765	0
1766	1
1767	1
1768	1
1769	1
1770	1
1771	1
1772	1
1773	1
1774	1
1775	1
1776	0
1777	0
1778	1
1779	1
1780	1
1781	1
1782	1
1783	1
1784	1
1785	1
1786	1
1787	1
1788	0
1789	1
1790	1
1791	1
1792	1
1793	1
1794	1
1795	1
1796	1
1797	1
1798	1
1799	0
1800	1
1801	1
1802	1
1803	1
1804	1
1805	1
1806	1
1807	1
1808	1
1809	1
1810	0
1811	1
1812	1
1813	1
1814	1
1815	1
1816	1
1817	1
1818	1
1819	1
1820	1
1821	0
1822	1
1823	1
1824	1
1825	1
1826	1
1827	1
1828	1
1829	1
1830	1
1831	1
1832	0
1833	1
1834	1
1835	1
1836	1
1837	1
1838	1
1839	1
1840	1
1841	1
1842	1
1843	0
1844	1
1845	1
1846	1
1847	1
1848	1
1849	1
1850	1
1851	1
1852	1
1853	1
1854	0
1855	1
1856	1
1857	1
1858	1
1859	1
1860	1
1861	1
1862	1
1863	1
1864	1
1865	0
1866	1
1867	1
1868	1
1869	1
1870	1
1871	1
1872	1
1873	1
1874	1
1875	1
1876	0
1877	1
1878	1
1879	1
1880	1
1881	1
1882	1
1883	1
1884	1
1885	1
1886	1
1887	0
1888	0
1889	2
1890	1
1891	2
1892	2
1893	2
1894	2
1895	2
1896	2
1897	2
1898	2
1899	0
1900	1
1901	1
1902	1
1903	1
1904	1
1905	1
1906	1
1907	1
1908	1
1909	1
1910	0
1911	1
1912	1
1913	1
1914	1
1915	1
1916	1
1917	1
1918	1
1919	1
1920	1
1921	0
1922	1
1923	1
1924	1
1925	1
1926	1
1927	1
1928	1
1929	1
1930	1
1931	1
1932	0
1933	1
1934	1
1935	1
1936	1
1937	1
1938	1
1939	1
1940	1
1941	1
1942	1
1943	0
1944	1
1945	1
1946	1
1947	1
1948	1
1949	1
1950	1
1951	1
1952	1
1953	1
1954	0
1955	1
1956	1
1957	1
1958	1
1959	1
1960	1
1961	1
1962	1
1963	1
1964	1
1965	0
1966	1
1967	1
1968	1
1969	1
1970	1
1971	1
1972	1
1973	1
1974	1
1975	1
1976	0
1977	1
1978	1
1979	1
1980	1
1981	1
1982	1
1983	1
1984	1
1985	1
1986	1
1987	0
1988	1
1989	1
1990	1
1991	1
1992	1
1993	1
1994	1
1995	1
1996	1
1997	1
1998	0
1999	0
2000	1
2001	1
2002	1
2003	1
2004	1
2005	1
2006	1
2007	1
2008	1
2009	1
2010	0
2011	1
2012	1
2013	1
2014	1
2015	1
2016	1
2017	1
2018	1
2019	1
2020	1
2021	0
2022	1
2023	1
2024	1
2025	1
2026	1
2027	1
2028	1
2029	1
2030	1
2031	1
2032	0
2033	1
2034	1
2035	1
2036	1
2037	1
2038	1
2039	1
2040	1
2041	1
2042	1
2043	0
2044	1
2045	1
2046	1
2047	1
2048	1
2049	1
2050	1
2051	1
2052	1
2053	1
2054	0
2055	1
2056	1
2057	1
2058	1
2059	1
2060	1
2061	1
2062	1
2063	1
2064	1
2065	0
2066	1
2067	1
2068	1
2069	1
2070	1
2071	1
2072	1
2073	1
2074	1
2075	1
2076	0
2077	1
2078	1
2079	1
2080	1
2081	1
2082	1
2083	1
2084	1
2085	1
2086	1
2087	0
2088	1
2089	1
2090	1
2091	1
2092	1
2093	1
2094	1
2095	1
2096	1
2097	1
2098	0
2099	1
2100	1
2101	1
2102	1
2103	1
2104	1
2105	1
2106	1
2107	1
2108	1
2109	0
2110	0
2111	1
2112	1
2113	1
2114	1
2115	1
2116	1
2117	1
2118	1
2119	1
2120	1
2121	0
2122	1
2123	1
2124	1
2125	1
2126	1
2127	1
2128	1
2129	1
2130	1
2131	1
2132	0
2133	1
2134	1
2135	1
2136	1
2137	1
2138	1
2139	1
2140	1
2141	1
2142	1
2143	0
2144	1
2145	1
2146	1
2147	1
2148	1
2149	1
2150	1
2151	1
2152	1
2153	1
2154	0
2155	1
2156	1
2157	1
2158	1
2159	1
2160	1
2161	1
2162	1
2163	1
2164	1
2165	0
2166	1
2167	1
2168	1
2169	1
2170	1
2171	1
2172	1
2173	1
2174	1
2175	1
2176	0
2177	1
2178	1
2179	1
2180	1
2181	1
2182	1
2183	1
2184	1
2185	1
2186	1
2187	0
2188	1
2189	1
2190	1
2191	1
2192	1
2193	1
2194	1
2195	1
2196	1
2197	1
2198	0
2199	1
2200	1
2201	1
2202	1
2203	1
2204	1
2205	1
2206	1
2207	1
2208	1
2209	0
2210	1
2211	1
2212	1
2213	1
2214	1
2215	1
2216	1
2217	1
2218	1
2219	1
2220	0
2221	0
2222	0
2223	1
2224	1
2225	1
2226	1
2227	1
2228	1
2229	1
2230	1
2231	1
2232	0
2233	1
2234	1
2235	1
2236	1
2237	1
2238	1
2239	1
2240	1
2241	1
2242	1
2243	0
2244	1
2245	1
2246	1
2247	1
2248	1
2249	1
2250	1
2251	1
2252	1
2253	1
2254	0
2255	1
2256	1
2257	1
2258	1
2259	1
2260	1
2261	1
2262	1
2263	1
2264	0
2265	1
2266	1
2267	1
2268	1
2269	1
2270	1
2271	1
2272	1
2273	1
2274	1
2275	0
2276	1
2277	1
2278	1
2279	1
2280	1
2281	1
2282	1
2283	1
2284	1
2285	1
2286	1
2287	0
2288	1
2289	1
2290	1
2291	1
2292	1
2293	1
2294	1
2295	1
2296	1
2297	0
2298	1
2299	1
2300	1
2301	1
2302	1
2303	1
2304	1
2305	1
2306	1
2307	0
2308	1
2309	1
2310	1
2311	1
2312	1
2313	1
2314	1
2315	1
2316	1
2317	1
2318	0
2319	1
2320	1
2321	1
2322	1
2323	1
2324	1
2325	1
2326	1
2327	1
2328	1
2329	1
2330	1
2331	0
2332	0
2333	1
2334	1
2335	1
2336	1
2337	1
2338	1
2339	1
2340	1
2341	1
2342	1
2343	1
2344	0
2345	1
2346	1
2347	1
2348	1
2349	1
2350	1
2351	1
2352	1
2353	1
2354	1
2355	1
2356	1
2357	0
2358	1
2359	1
2360	1
2361	1
2362	1
2363	1
2364	1
2365	1
2366	1
2367	1
2368	1
2369	0
2370	1
2371	1
2372	1
2373	1
2374	1
2375	1
2376	1
2377	1
2378	1
2379	1
2380	1
2381	1
2382	0
2383	1
2384	1
2385	1
2386	1
2387	1
2388	1
2389	1
2390	1
2391	1
2392	1
2393	1
2394	1
2395	0
2396	1
2397	1
2398	1
2399	1
2400	1
2401	1
2402	1
2403	1
2404	1
2405	1
2406	0
2407	1
2408	1
2409	1
2410	1
2411	1
2412	1
2413	1
2414	1
2415	1
2416	1
2417	0
2418	1
2419	1
2420	1
2421	1
2422	1
2423	1
2424	1
2425	1
2426	1
2427	1
2428	0
2429	1
2430	1
2431	1
2432	1
2433	1
2434	1
2435	1
2436	1
2437	1
2438	1
2439	0
2440	1
2441	1
2442	1
2443	1
2444	1
2445	1
2446	1
2447	1
2448	1
2449	1
2450	0
2451	0
2452	1
2453	1
2454	1
2455	1
2456	1
2457	1
2458	1
2459	1
2460	1
2461	1
2462	0
2463	1
2464	1
2465	1
2466	1
2467	1
2468	1
2469	1
2470	1
2471	1
2472	1
2473	0
2474	1
2475	1
2476	1
2477	1
2478	1
2479	1
2480	1
2481	1
2482	1
2483	1
2484	0
2485	1
2486	1
2487	1
2488	1
2489	1
2490	1
2491	1
2492	1
2493	1
2494	1
2495	0
2496	1
2497	1
2498	1
2499	1
2500	1
2501	1
2502	1
2503	1
2504	1
2505	1
2506	0
2507	1
2508	1
2509	1
2510	1
2511	1
2512	1
2513	1
2514	1
2515	1
2516	1
2517	0
2518	1
2519	1
2520	1
2521	1
2522	1
2523	1
2524	1
2525	1
2526	1
2527	1
2528	0
2529	1
2530	1
2531	1
2532	1
2533	1
2534	1
2535	1
2536	1
2537	1
2538	1
2539	0
2540	1
2541	1
2542	1
2543	1
2544	1
2545	1
2546	1
2547	1
2548	1
2549	1
2550	0
2551	1
2552	1
2553	1
2554	1
2555	1
2556	1
2557	1
2558	1
2559	1
2560	1
2561	0
2562	0
2563	1
2564	1
2565	1
2566	1
2567	1
2568	1
2569	1
2570	1
2571	1
2572	1
2573	0
2574	1
2575	1
2576	1
2577	1
2578	1
2579	1
2580	1
2581	1
2582	1
2583	1
2584	0
2585	1
2586	1
2587	1
2588	1
2589	1
2590	1
2591	1
2592	1
2593	1
2594	1
2595	0
2596	1
2597	1
2598	1
2599	1
2600	1
2601	1
2602	1
2603	1
2604	1
2605	1
2606	0
2607	1
2608	1
2609	1
2610	1
2611	1
2612	1
2613	1
2614	1
2615	1
2616	1
2617	0
2618	1
2619	1
2620	1
2621	1
2622	1
2623	1
2624	1
2625	1
2626	1
2627	1
2628	0
2629	1
2630	1
2631	1
2632	1
2633	1
2634	1
2635	1
2636	1
2637	1
2638	1
2639	0
2640	1
2641	1
2642	1
2643	1
2644	1
2645	1
2646	1
2647	1
2648	1
2649	1
2650	0
2651	1
2652	1
2653	1
2654	1
2655	1
2656	1
2657	1
2658	1
2659	1
2660	1
2661	0
2662	1
2663	1
2664	1
2665	1
2666	1
2667	1
2668	1
2669	1
2670	1
2671	1
2672	0
2673	0
2674	1
2675	1
2676	1
2677	1
2678	1
2679	1
2680	1
2681	1
2682	1
2683	1
2684	0
2685	1
2686	1
2687	1
2688	1
2689	1
2690	1
2691	1
2692	1
2693	1
2694	1
2695	0
2696	1
2697	1
2698	1
2699	1
2700	1
2701	1
2702	2
2703	2
2704	2
2705	1
2706	0
2707	1
2708	1
2709	2
2710	1
2711	1
2712	1
2713	1
2714	1
2715	1
2716	2
2717	0
2718	1
2719	1
2720	1
2721	1
2722	1
2723	2
2724	2
2725	2
2726	2
2727	1
2728	0
2729	1
2730	1
2731	1
2732	1
2733	1
2734	1
2735	1
2736	1
2737	1
2738	1
2739	0
2740	1
2741	1
2742	1
2743	1
2744	1
2745	1
2746	1
2747	1
2748	1
2749	1
2750	0
2751	1
2752	1
2753	2
2754	1
2755	1
2756	2
2757	2
2758	2
2759	1
2760	1
2761	0
2762	1
2763	1
2764	1
2765	1
2766	1
2767	1
2768	1
2769	1
2770	1
2771	1
2772	0
2773	1
2774	1
2775	1
2776	1
2777	1
2778	1
2779	1
2780	1
2781	1
2782	1
2783	0
2784	0
2785	1
2786	1
2787	1
2788	1
2789	1
2790	1
2791	1
2792	1
2793	1
2794	1
2795	0
2796	1
2797	1
2798	1
2799	1
2800	1
2801	1
2802	1
2803	1
2804	1
2805	1
2806	0
2807	1
2808	1
2809	2
2810	2
2811	2
2812	2
2813	2
2814	2
2815	2
2816	2
2817	0
2818	2
2819	2
2820	2
2821	2
2822	2
2823	2
2824	2
2825	2
2826	2
2827	2
2828	0
2829	2
2830	2
2831	2
2832	2
2833	2
2834	2
2835	2
2836	2
2837	2
2838	2
2839	0
2840	2
2841	2
2842	2
2843	2
2844	2
2845	2
2846	2
2847	1
2848	1
2849	2
2850	0
2851	2
2852	1
2853	1
2854	2
2855	2
2856	2
2857	2
2858	2
2859	2
2860	2
2861	0
2862	2
2863	2
2864	2
2865	2
2866	2
2867	2
2868	2
2869	2
2870	2
2871	2
2872	0
2873	2
2874	1
2875	1
2876	1
2877	1
2878	1
2879	1
2880	1
2881	1
2882	1
2883	0
2884	1
2885	1
2886	2
2887	2
2888	2
2889	2
2890	2
2891	2
2892	2
2893	2
2894	0
2895	0
2896	2
2897	2
2898	2
2899	2
2900	2
2901	2
2902	2
2903	2
2904	2
2905	2
2906	0
2907	2
2908	2
2909	2
2910	2
2911	2
2912	2
2913	2
2914	2
2915	2
2916	2
2917	0
2918	2
2919	2
2920	2
2921	2
2922	2
2923	2
2924	2
2925	2
2926	2
2927	2
2928	0
2929	2
2930	2
2931	2
2932	2
2933	2
2934	2
2935	2
2936	2
2937	2
2938	2
2939	0
2940	2
2941	2
2942	2
2943	2
2944	2
2945	2
2946	2
2947	2
2948	2
2949	2
2950	0
2951	2
2952	2
2953	2
2954	2
2955	2
2956	2
2957	2
2958	2
2959	2
2960	2
2961	0
2962	2
2963	2
2964	2
2965	2
2966	2
2967	2
2968	2
2969	2
2970	2
2971	2
2972	0
2973	2
2974	2
2975	2
2976	2
2977	2
2978	2
2979	2
2980	2
2981	2
2982	2
2983	0
2984	2
2985	2
2986	2
2987	2
2988	2
2989	2
2990	2
2991	2
2992	2
2993	2
2994	0
