Origin	Destination	Demand	Cost
12	31	21.1	10.76214228345392
12	32	5.0	8.114303062390977
12	33	6.3	6.412659022873636
12	34	8.1	18.061468290858524
12	35	5.1	12.385383334100313
12	36	1.5	8.849964013593967
12	37	1.3	19.981197588414556
12	38	11.3	13.449834744861668
13	1	1.0	8.33193756643555
13	2	1.0	11.828386677002632
13	3	1.0	12.776570949733706
13	4	1.0	13.761333449159373
13	5	1.0	21.710974068627745
13	6	1.0	14.04932355718857
13	7	1.0	13.043825849145676
13	8	1.0	14.878349898401602
13	9	1.0	11.998708269797026
13	10	1.0	9.560256090734278
13	11	1.0	9.253650277478814
13	12	1.0	6.298173853742685
13	14	1.0	12.384056822373207
13	15	1.0	12.795076055248423
13	16	1.0	11.773209443095201
13	17	1.0	15.441056341338609
13	18	1.0	17.864495616689055
13	19	1.0	20.423938343932043
13	20	1.0	25.68618286760889
13	21	1.0	21.086249552828193
13	22	1.0	16.89905887934178
13	23	1.0	16.597706027900767
13	24	1.0	7.113991707932494
13	25	1.0	5.652897827842605
13	26	1.0	3.149068411800275
13	27	1.0	8.227795799053588
13	28	1.0	7.929554527189082
13	29	1.0	6.407289539615967
13	30	1.0	14.360062695426619
13	31	1.0	11.060252572698518
13	32	1.0	8.412413351635575
13	33	1.0	6.7107693121182335
13	34	1.0	18.359578580103104
13	35	1.0	12.68349362334491
13	36	1.0	9.148074302838564
13	37	1.0	20.279307877659146
13	38	1.0	13.747945034106262
14	1	9.8	13.654241156755374
14	2	16.8	11.894255648348226
14	3	9.0	8.70102450280073
14	4	14.3	12.379084923119374
14	5	4.5	20.716530864813166
14	6	5.8	20.415170600789093
14	7	4.3	19.40967931489131
14	8	1.0	21.24420399769545
14	9	1.0	18.364562369090883
14	10	1.5	15.926110190028135
14	11	1.0	15.619504376772671
14	12	1.5	14.369111537766138
14	13	1.0	14.071003038726458
14	15	1.0	9.512600033375083
14	16	1.5	10.229304275026182
14	17	1.0	14.589315357682342
14	18	1.0	16.870052412874433
14	19	1.3	19.429495140117442
14	20	1.0	24.6917396637943
14	21	3.3	22.95631571720042
14	22	1.5	23.07091983611957
14	23	1.0	22.963556772492936
14	24	2.8	5.5700865398634765
14	25	11.3	6.61796065181701
14	26	2.5	11.220006095823726
14	27	1.5	9.929059550963247
14	28	2.0	10.227450817028009
14	29	1.0	12.773143638909824
14	30	4.5	14.170347577696532
14	31	3.5	12.869252490164488
14	32	2.0	14.087594218073777
14	33	1.0	13.076623411412092
14	34	1.8	18.17072360904182
14	35	1.3	17.917649532434286
14	36	1.8	15.513928402132422
14	37	1.3	19.80680971217061
14	38	2.8	20.113795778698446
15	1	33.8	14.767687098211805
15	2	61.8	13.613287433467793
15	3	33.3	7.0814360937780965
15	4	51.5	10.867074020199567
15	5	16.8	19.204519961893336
15	6	21.8	20.361109737438273
15	7	14.3	19.704689282459324
15	8	1.0	21.52764211283801
15	9	1.0	19.155769285866764
15	10	7.3	16.717317106804018
15	11	1.0	16.41071129354855
15	12	2.8	14.725473314856938
15	13	1.3	14.427364815817262
15	14	1.0	8.4400161423918
15	16	1.8	9.875807764041399
15	17	1.0	13.07730445476256
15	18	1.0	15.358041509954642
15	19	5.0	17.91748423719763
15	20	1.0	23.179728760874497
15	21	11.5	21.444304814280642
15	22	7.3	22.209586153654964
15	23	1.0	22.50697622804703
15	24	9.5	5.569448472694222
15	25	35.0	6.916674802447426
15	26	7.8	11.576367872914528
15	27	2.3	10.227773701593662
15	28	6.3	10.526164967658424
15	29	4.0	13.564350555685705
15	30	15.5	12.942997773481233
15	31	12.0	12.054667835080165
15	32	5.8	14.386308368704203
15	33	1.0	13.867830328187972
15	34	7.0	17.241764137643152
15	35	4.8	17.056315849969675
15	36	5.0	16.305135318908313
15	37	1.5	18.294798809250807
15	38	11.3	19.357776363660605
16	1	17.4	13.874655373411215
16	2	29.2	15.3716013230253
16	3	11.6	7.352305968541547
16	4	22.6	9.151359648153925
16	5	11.3	17.488805589847694
16	6	11.1	18.645395365392634
16	7	8.0	17.98897491041369
16	8	1.0	19.81192774079237
16	9	1.3	18.262719107256753
16	10	1.0	15.824266928193998
16	11	1.0	15.517661114938534
16	12	1.0	13.832423136246923
16	13	1.6	13.534314637207245
16	14	1.0	10.245815626324587
16	15	12.8	9.182318098903306
16	17	6.0	11.361590082716921
16	18	6.8	13.642327137909003
16	19	4.6	16.201769865151995
16	20	13.6	21.464014388828854
16	21	5.3	19.728590442235
16	22	4.7	20.493871781609318
16	23	1.0	20.791261856001388
16	24	1.0	4.676398294084205
16	25	24.2	6.023624623837409
16	26	1.3	10.683317694304511
16	27	1.0	9.33472352298364
16	28	5.2	9.633114789048408
16	29	5.2	12.671300377075694
16	30	5.3	11.227304455735887
16	31	11.3	10.338953463034526
16	32	3.0	12.679533763778442
16	33	3.1	12.974780149577965
16	34	4.7	15.526049765597515
16	35	3.1	15.340601477924034
16	36	1.3	15.41208514029829
16	37	1.0	16.579084437205164
16	38	4.4	17.642061991614963
17	1	55.3	14.13963978075156
17	2	88.3	19.2711425369439
17	3	58.0	10.833899153392444
17	4	86.0	7.558436102739008
17	5	31.1	14.656492121895365
17	6	33.8	17.188200563860622
17	7	21.5	16.531780108881676
17	8	1.0	18.35473293926036
17	9	1.0	16.137908181818236
17	10	7.3	13.69945600275549
17	11	1.0	13.392850189500024
17	12	3.6	15.771483298055646
17	13	1.8	15.47337479901597
17	14	1.0	14.097871245867902
17	15	1.0	12.6639112837542
17	16	1.6	10.232825625230545
17	18	5.8	10.66518985865682
17	19	9.1	13.369456397199665
17	20	24.8	18.631700920876526
17	21	15.3	16.541855985923696
17	22	11.3	19.036676980077306
17	23	1.0	19.334067054469376
17	24	8.8	8.909220084782815
17	25	56.5	10.256446414536018
17	26	8.0	12.622377856113236
17	27	3.0	7.20991259754513
17	28	9.0	7.508303863609892
17	29	7.1	10.546489451637177
17	30	21.0	7.089495650681543
17	31	16.8	8.881758661502513
17	32	9.8	11.222338962246429
17	33	3.5	10.849969224139445
17	34	11.1	11.388240960543172
17	35	8.0	13.88340667639202
17	36	12.0	13.287274214859773
17	37	1.5	13.691766219854829
17	38	11.6	16.18486719008295
18	1	181.1	16.011531189013695
18	2	311.6	21.14303394520603
18	3	201.8	12.705790561654577
18	4	334.7	9.43032751100114
18	5	136.8	10.275001332331039
18	6	135.4	16.916293400312867
18	7	109.2	16.259872945333946
18	8	1.0	18.082825775712596
18	9	11.8	16.869302312596403
18	10	39.6	15.392666079173882
18	11	1.0	15.696214249356702
18	12	15.3	18.07583568077588
18	13	11.1	18.059173871290216
18	14	1.0	15.969762654130035
18	15	49.3	14.535802692016333
18	16	9.6	12.10471703349268
18	17	11.5	9.339604500045722
18	19	54.4	8.98796560763534
18	20	204.1	14.250210131312198
18	21	68.7	12.514786184718345
18	22	41.4	16.51991675898568
18	23	1.3	18.822343539535098
18	24	29.3	10.781111493044946
18	25	214.4	12.12833782279815
18	26	33.3	15.208176928387491
18	27	13.3	9.795711669819376
18	28	41.8	10.09410293588414
18	29	41.6	12.544532607830783
18	30	152.3	4.602989753591883
18	31	131.4	7.902760843946111
18	32	41.2	10.542371299428696
18	33	19.1	12.543179300557856
18	34	71.4	8.63666224485892
18	35	33.8	13.611499512844276
18	36	41.8	14.018464158082828
18	37	4.8	9.36528017968851
18	38	67.6	15.673143675148674
19	1	58.1	18.33398541983587
19	2	96.8	23.465488176028206
19	3	44.8	15.028244792476752
19	4	97.2	11.752781741823318
19	5	39.7	7.767718800105487
19	6	47.3	17.55863385253538
19	7	36.9	19.265297712913597
19	8	1.0	17.934338710643296
19	9	16.1	19.224125168537945
19	10	11.1	18.473731494276265
19	11	1.0	18.30110349259645
19	12	3.8	20.398289911598056
19	13	7.1	20.381628102112394
19	14	1.0	18.29221688495221
19	15	34.8	16.85825692283851
19	16	2.6	14.427171264314858
19	17	21.3	11.6620587308679
19	18	36.4	7.875100318778547
19	20	97.6	11.742927599086645
19	21	26.4	9.798590106700216
19	22	14.7	13.80372068096754
19	23	12.0	16.10614746151698
19	24	3.8	13.103565723867122
19	25	101.2	14.450792053620324
19	26	3.5	17.53063115920966
19	27	4.5	12.118165900641555
19	28	11.3	12.416557166706315
19	29	21.2	15.454742754733603
19	30	31.8	7.684055168694276
19	31	42.7	10.983826259048508
19	32	13.2	13.623436714531088
19	33	12.5	15.624244715660257
19	34	27.7	6.649074716905355
19	35	15.4	12.649284224793357
19	36	8.8	16.37349120157948
19	37	5.6	6.649084101670386
19	38	27.1	12.956947597130556
20	1	25.5	21.53160359634261
20	2	57.8	26.663106352534943
20	3	1.0	18.225862968983492
20	4	31.1	14.950399918330056
20	5	25.3	6.841185587458445
20	6	18.1	15.278987631347972
20	7	25.3	17.821440604182747
20	8	1.0	15.654692489455888
20	9	7.1	18.135046698519847
20	10	2.5	20.655532424885475
20	11	1.0	21.261899140196686
20	12	1.5	23.595908088104792
20	13	4.6	23.57924627861913
20	14	1.0	21.489835061458948
20	15	32.8	20.05587509934525
20	16	2.3	17.624789440821594
20	17	7.0	14.85967690737464
20	18	13.5	11.072718495285287
20	19	15.3	8.787778318161603
20	21	14.3	7.518943885512811
20	22	6.1	11.524074459780145
20	23	1.0	13.826501240329566
20	24	1.8	16.30118390037386
20	25	24.3	17.648410230127062
20	26	1.0	20.72824933571639
20	27	1.3	15.315784077148294
20	28	5.3	15.614175343213056
20	29	12.8	18.110263377620356
20	30	39.6	10.881673345201015
20	31	53.8	13.971224719512886
20	32	4.8	16.61082564990194
20	33	12.8	17.806352963412838
20	34	9.6	6.667590379921982
20	35	6.1	12.66779988780999
20	36	1.0	15.284210508813082
20	37	1.0	4.369437880482977
20	38	33.3	10.67730137594314
21	1	141.9	20.225178586537208
21	2	261.1	26.462293876539952
21	3	71.5	18.852989422142656
21	4	173.8	15.57752637148922
21	5	103.4	6.240858674662414
21	6	136.0	11.761707870214636
21	7	137.5	14.304160843049413
21	8	1.0	12.137412728322552
21	9	42.3	14.617768902193344
21	10	32.3	17.13829872211509
21	11	1.0	17.74466543742635
21	12	11.3	21.056135526546203
21	13	21.9	21.354742933801727
21	14	1.0	22.11696151461811
21	15	109.6	20.683001552504415
21	16	7.4	18.251915893980758
21	17	44.3	15.486803360533804
21	18	93.9	11.69984494844445
21	19	51.7	9.414904771320769
21	20	311.2	8.654040919310635
21	22	46.6	8.006794698646809
21	23	1.3	10.30922147919623
21	24	12.9	16.928310353533025
21	25	211.6	18.275536683286226
21	26	11.8	18.205247972363697
21	27	7.4	15.095790416744704
21	28	33.3	15.394181682809464
21	29	61.9	14.592983795900427
21	30	81.8	9.455418429901714
21	31	136.5	12.152371580145594
21	32	29.9	14.174702121297393
21	33	32.9	14.289073202279488
21	34	69.8	5.150816169646526
21	35	36.7	9.150703707445532
21	36	18.8	11.766930747679746
21	37	3.1	3.152079909168499
21	38	91.4	7.160021614809804
22	1	86.0	16.215354101084444
22	2	151.8	22.452469391087195
22	3	53.6	19.772653973037993
22	4	112.8	16.217768853221365
22	5	64.1	10.39025220155526
22	6	89.4	7.751883384761878
22	7	74.9	10.294336357596656
22	8	1.0	8.127588242869795
22	9	21.5	10.607944416740581
22	10	18.6	13.128474236662337
22	11	1.0	13.73484095197361
22	12	6.4	17.046311041093443
22	13	11.1	17.344918448348967
22	14	1.0	22.68248119100941
22	15	52.3	21.602666103399752
22	16	4.3	19.171580444876092
22	17	21.3	17.724996650173278
22	18	32.9	15.849238475337295
22	19	27.3	13.564298298213615
22	20	124.5	12.803434446203479
22	21	45.6	8.108415111230393
22	23	11.1	6.299396993743474
22	24	7.5	17.11306385876903
22	25	136.4	16.997702514526527
22	26	8.0	14.195377428547959
22	27	5.1	13.09727096607315
22	28	18.7	13.395662232137909
22	29	31.9	10.583113252084702
22	30	39.0	13.453818364554369
22	31	89.6	10.604864827652433
22	32	19.6	10.175618629390378
22	33	17.8	10.279202658463786
22	34	36.1	9.149216104299187
22	35	25.2	5.151620215538516
22	36	17.6	7.757060203864037
22	37	5.6	7.301473436061344
22	38	53.8	3.150197129357047
23	1	119.2	15.918766618672008
23	2	197.1	22.155927967037734
23	3	56.9	20.074855474821614
23	4	116.0	16.51997035500499
23	5	53.2	12.773236184946306
23	6	109.6	7.455341960712418
23	7	66.7	9.997794933547194
23	8	1.0	7.831046818820335
23	9	11.8	10.311356934328149
23	10	11.6	12.831886754249906
23	11	1.0	13.43825346956118
23	12	4.1	16.74972355868102
23	13	7.4	17.048330965936547
23	14	1.0	22.984682692793033
23	15	41.9	21.904867605183373
23	16	3.1	19.47378194665972
23	17	9.8	18.027198151956902
23	18	47.8	18.23222245872834
23	19	17.4	15.94728228160466
23	20	82.1	15.186418429594527
23	21	51.7	10.49139909462144
23	22	37.6	6.304208421135029
23	24	6.3	17.415265360552667
23	25	157.2	16.701163439076144
23	26	6.0	13.898836004498499
23	27	4.4	13.39947246785677
23	28	12.9	13.228848407814212
23	29	22.5	10.286571828035243
23	30	47.8	14.206876452164162
23	31	59.7	10.907066329436057
23	32	21.9	10.477820131173996
23	33	18.1	9.982661234414326
23	34	23.4	11.454013578294607
23	35	21.9	5.453821717322141
23	36	11.3	7.460518779814575
23	37	5.8	9.684457419452391
23	38	55.3	3.153094575899508
24	1	29.8	9.198243178899949
24	2	51.3	10.695203028941096
24	3	29.8	5.662579241801213
24	4	44.3	6.808998383255897
24	5	13.6	15.146444324949666
24	6	18.5	15.6369361005641
24	7	12.3	14.631403444624109
24	8	1.0	16.46596244177712
24	9	1.0	13.586320813172543
24	10	9.8	11.147868634109809
24	11	1.0	10.841262820854332
24	12	4.1	9.156024842162715
24	13	1.8	8.857916343123037
24	14	1.0	5.569417332240382
24	15	1.0	5.681084347315927
24	16	1.0	4.659217735162707
24	17	1.0	9.019228817818881
24	18	1.5	11.299965873010974
24	19	4.3	13.859408600253966
24	20	4.0	19.121653123930827
