iteration 	 stepSize
305	0.1995
306	0.1995
307	0.1995
308	0.1995
309	0.1995
310	0.1995
311	0.1995
312	0.1995
313	0.1995
314	0.1995
315	0.1995
316	0.1995
317	0.1995
318	0.1995
319	0.1995
320	0.1995
321	0.1995
322	0.1995
323	0.1995
324	0.1995
325	0.1995
326	0.1995
327	0.1995
328	0.1995
329	0.1995
330	0.1995
331	0.1995
332	0.1995
333	0.1995
334	0.1995
335	0.1995
336	0.1995
337	0.1995
338	0.1995
339	0.1995
340	0.1995
341	0.1995
342	0.1995
343	0.1995
344	0.1995
345	0.1995
346	0.1995
347	0.1995
348	0.1995
349	0.1995
350	0.1995
351	0.1995
352	0.1995
353	0.1995
354	0.1995
355	0.1995
356	0.1995
357	0.1995
358	0.1995
359	0.1995
360	0.1995
361	0.1995
362	0.1995
363	0.1995
364	0.1995
365	0.1995
366	0.1995
367	0.1995
368	0.1995
369	0.1995
370	0.1995
371	0.1995
372	0.1995
373	0.1995
374	0.1995
375	0.1995
376	0.1995
377	0.1995
378	0.1995
379	0.1995
380	0.1995
381	0.1995
382	0.1995
383	0.1995
384	0.1995
385	0.1995
386	0.1995
387	0.1995
388	0.1995
389	0.1995
390	0.1995
391	0.1995
392	0.1995
393	0.1995
394	0.1995
395	0.1995
396	0.1995
397	0.1995
398	0.1995
399	0.1995
400	0.1995
