source 	 dest 	 demand_centralized 	 demand_DSTAP 	 pathFlows 	 tt_Centralized 	 tt_DSTAP 	 % diff 	 totalTime_Centralized 	 totalTime_DSTAP 	 gap
1	24	100.0	100.0	100.0	28.713122209244617	15.105901903121554	0.47390249680830654	2871.3122209244616	1510.5901903121553	1360.7220306123063
2	1	100.0	100.0	100.0	6.000834000605171	6.006831180666919	9.993910948282755E-4	600.0834000605171	600.6831180666919	-0.5997180061748395
2	3	100.0	100.0	100.0	10.009524041026733	10.084573713627933	0.007497826299591092	1000.9524041026733	1008.4573713627933	-7.504967260119997
2	4	200.0	200.0	2112.1815845175643	14.278904974761113	14.25122788361425	0.0019383202840682926	2855.7809949522225	2850.2455767228503	5.535418229372226
2	5	100.0	100.0	100.25566067149586	16.59428661969269	16.58719637603778	4.272701693903205E-4	1659.428661969269	1658.7196376037782	0.7090243654906772
2	6	400.0	400.0	400.0	6.573651850410886	5.910380846445466	0.10089840762162697	2629.4607401643543	2364.152338578186	265.3084015861682
2	7	200.0	200.0	200.00000000000009	26.765532136105083	26.263839610838748	0.018743977243388436	5353.106427221017	5252.76792216775	100.338505053267
2	8	400.0	400.0	403.35956269667815	21.26421665728919	23.673440412838573	0.11329943606098102	8505.686662915676	9469.376165135429	-963.6895022197532
2	9	200.0	200.0	200.0000000000001	26.245450186837328	24.182742417313957	0.07859296582223857	5249.090037367466	4836.548483462791	412.5415539046744
2	10	600.0	600.0	600.0000000000003	31.9280171291288	27.191972250995807	0.14833507696324089	19156.81027747728	16315.183350597485	2841.626926879797
2	11	200.0	200.0	199.99999999999991	21.412205454941006	23.109274459543816	0.07925708578567743	4282.441090988201	4621.854891908763	-339.4138009205626
2	12	100.0	100.0	784.2031921142493	14.029705580006153	14.098299048387608	0.0048891595044736735	1402.9705580006153	1409.8299048387607	-6.859346838145484
2	13	300.0	300.0	300.0	17.052506973071264	17.112733083788473	0.0035318039049810537	5115.752091921379	5133.819925136542	-18.067833215162864
2	14	100.0	100.0	100.00000000000001	35.10417618349681	27.112699616140652	0.22765030934163083	3510.417618349681	2711.2699616140653	799.1476567356158
2	15	100.0	100.0	100.00000000000006	45.65085771192582	33.151296750677986	0.2738078009426415	4565.085771192582	3315.1296750677984	1249.9560961247835
2	16	400.0	400.0	399.9999999999999	31.993219767369496	31.193336132475164	0.025001660999126724	12797.287906947799	12477.334452990066	319.95345395773256
2	17	200.0	200.0	200.00000000000017	41.4916724190335	47.5014248814169	0.14484237708448083	8298.3344838067	9500.284976283381	-1201.9504924766807
2	19	100.0	100.0	100.00000000000004	42.59975457105988	47.55054713948836	0.1162164575424994	4259.975457105988	4755.054713948836	-495.0792568428478
2	20	100.0	100.0	99.99999999999997	33.08737831380968	32.28245368696555	0.024327241016498885	3308.737831380968	3228.2453686965555	80.49246268441266
2	22	100.0	100.0	100.00000000000006	40.80050831411491	27.12296672010141	0.3352296860792237	4080.050831411491	2712.296672010141	1367.75415940135
3	1	100.0	100.0	100.0	4.008586155957328	4.074502706593935	0.016443840314781737	400.85861559573283	407.45027065939354	-6.59165506366071
3	2	100.0	100.0	100.0	10.009402308135687	10.080817927633394	0.007134853540621455	1000.9402308135687	1008.0817927633394	-7.141561949770676
3	4	200.0	200.0	1087.6188351863075	4.26938093373438	4.166654169986352	0.024061278518469904	853.8761867468761	833.3308339972705	20.545352749605627
3	5	100.0	100.0	111.98227025098868	6.584736009779139	6.502622662409847	0.012470256552023305	658.4736009779139	650.2622662409847	8.211334736929189
3	6	300.0	300.0	300.0	16.583036639907167	15.99119877407886	0.035689354047740915	4974.91099197215	4797.359632223658	177.55135974849236
3	7	100.0	100.0	100.00000000000006	36.774782714973945	16.17312517860266	0.5602115366947554	3677.4782714973944	1617.312517860266	2060.1657536371285
3	8	200.0	200.0	200.31911565016117	31.273583928146063	33.754258340471985	0.07932171822792998	6254.716785629213	6750.851668094397	-496.1348824651841
3	9	100.0	100.0	100.00000000000003	16.235899576923778	14.070058319996734	0.13339829103189157	1623.5899576923778	1407.0058319996735	216.58412569270422
3	10	300.0	300.0	299.9999999999999	21.91846651921525	17.07005831999673	0.22120198030131671	6575.539955764575	5121.017495999019	1454.522459765556
3	11	300.0	300.0	300.0	11.402681413914271	13.023947435894998	0.14218287463529025	3420.8044241742814	3907.184230768499	-486.3798065942178
3	12	200.0	200.0	902.9915039123428	4.02018153897942	4.013725334759675	0.00160594842724046	804.036307795884	802.745066951935	1.2912408439490264
3	13	100.0	100.0	100.0	7.0429829320445325	7.028159370160538	0.0021047277875045293	704.2982932044532	702.8159370160538	1.4823561883994216
3	14	100.0	100.0	99.99999999999999	25.09465214247007	17.027005974052244	0.3214886631069964	2509.465214247007	1702.7005974052245	806.7646168417828
3	15	100.0	100.0	100.00000000000006	35.64128053312546	23.061865681869147	0.35294508679520775	3564.128053312546	2306.186568186915	1257.941485125631
3	16	200.0	200.0	200.00000000000006	42.00204275152269	21.083791649022338	0.49802937505324085	8400.408550304537	4216.758329804467	4183.65022050007
3	17	100.0	100.0	100.00000000000009	38.22648366995568	37.33271296984437	0.023380928987035452	3822.648366995568	3733.2712969844374	89.3770700111304
3	22	100.0	100.0	100.0	40.670617277585464	17.028159370160537	0.581315443187405	4067.0617277585466	1702.8159370160538	2364.2457907424928
3	23	100.0	100.0	99.99999999999997	28.427245617065346	113.19751359891718	2.982007793641564	2842.7245617065346	11319.751359891718	-8477.026798185183
4	1	500.0	500.0	2512.3355987594327	8.279876620745316	8.237549565558163	0.005112039360719697	4139.938310372658	4118.774782779082	21.163527593575964
4	2	200.0	200.0	996.8691968442405	14.280692772923677	14.243864786597642	0.002578865529259266	2856.1385545847356	2848.7729573195284	7.3655972652072705
4	3	200.0	200.0	889.7675570948313	4.271290464787989	4.163046858964251	0.025342131778694314	854.2580929575978	832.6093717928503	21.648721164747485
4	5	500.0	500.0	10269.949609319274	2.3153550760447583	2.3359684924234783	0.008902917998190209	1157.6775380223792	1167.9842462117392	-10.306708189360052
4	6	400.0	400.0	604.4465940179048	12.313638187533376	15.813072240487969	0.28419172300332035	4925.455275013351	6325.228896195187	-1399.7736211818365
4	7	400.0	400.0	400.0	32.505518473227575	11.989248652765584	0.6311626697282109	13002.20738929103	4795.699461106234	8206.507928184797
4	8	700.0	700.0	5345.276902734205	27.00420299441168	33.57613180688109	0.2433668867705304	18902.942096088176	23503.292264816762	-4600.350168728586
4	9	700.0	700.0	700.0	11.966518643189396	9.89333998683029	0.17324827029279996	8376.563050232577	6925.337990781202	1451.2250594513744
4	10	1200.0	1200.0	1200.0	17.64908558548087	12.89333998683029	0.26946130300160837	21178.90270257704	15472.007984196347	5706.894718380694
4	11	1400.0	1400.0	1400.0	7.133300480179892	8.863675581657777	0.2425770660139425	9986.62067225185	12409.145814320887	-2422.5251420690383
4	12	600.0	600.0	1401.465149621949	8.291472003767408	8.176772193723927	0.013833467687204967	4974.883202260445	4906.0633162343565	68.81988602608817
4	13	600.0	600.0	600.0	11.31427339683252	11.014434035400864	0.02650098251254896	6788.564038099513	6608.660421240518	179.9036168589946
4	14	500.0	500.0	500.0	20.825271208735693	12.863675581657777	0.3823045350659453	10412.635604367846	6431.8377908288885	3980.7978135389576
4	15	500.0	500.0	500.00000000000006	31.371899599391078	18.89521660362488	0.39770250303900523	15685.94979969554	9447.608301812441	6238.341497883099
4	16	800.0	800.0	799.9999999999998	37.733206104491984	16.933515811652804	0.5512303999623044	30186.564883593586	13546.812649322243	16639.752234271342
4	17	500.0	500.0	499.9999999999996	33.957102736221294	31.672063152244128	0.06729194777679796	16978.551368110646	15836.031576122065	1142.5197919885813
4	18	100.0	100.0	100.0	34.567807724061	14.035300866651106	0.5939776980163598	3456.7807724061	1403.5300866651105	2053.2506857409894
4	19	200.0	200.0	200.0000000000001	35.698013368687924	25.630363601974917	0.2820226902470635	7139.602673737585	5126.072720394984	2013.5299533426014
4	20	300.0	300.0	300.0	38.827364650932175	17.989248652765582	0.5366863341230218	11648.209395279653	5396.774595829675	6251.4347994499785
4	21	200.0	200.0	199.99999999999997	40.72912760406624	22.889973984846662	0.43799498463695513	8145.825520813249	4577.994796969332	3567.8307238439165
4	22	400.0	400.0	400.0	40.458788736645936	20.863675581657777	0.48432278293194914	16183.515494658373	8345.47023266311	7838.045261995263
4	23	500.0	500.0	500.00000000000006	29.90313351269473	79.93714245936714	1.6732028743887843	14951.566756347365	39968.57122968357	-25017.004473336205
4	24	200.0	200.0	200.0	28.975722633611042	15.014434035400864	0.48182710660045686	5795.144526722208	3002.8868070801727	2792.257719642035
5	1	200.0	200.0	3253.6644554516542	10.596969503807031	10.572952570921181	0.0022663963388043816	2119.3939007614063	2114.5905141842363	4.803386577169931
5	2	100.0	100.0	1090.2818394043452	16.597803225597353	16.57926779196069	0.0011167401724632288	1659.7803225597354	1657.9267791960688	1.8535433636666312
5	3	100.0	100.0	608.7741761287208	6.588383347849704	6.4984498643272435	0.01365031127883789	658.8383347849704	649.8449864327243	8.993348352246016
5	4	500.0	500.0	5764.310348762754	2.3170928830617155	2.335403005362993	0.007902196081619017	1158.5464415308577	1167.7015026814965	-9.155061150638858
5	6	200.0	200.0	2354.4997354386246	9.99828311148862	13.477103748064488	0.3479418013857296	1999.656622297724	2695.4207496128975	-695.7641273151735
5	7	200.0	200.0	200.0	30.190163397182815	9.989248652765584	0.669122405157379	6038.032679436563	1997.8497305531168	4040.182948883446
5	8	500.0	500.0	1559.9431584300041	24.688847918366925	31.24016331445761	0.26535524937220445	12344.423959183463	15620.081657228806	-3275.657698045343
5	9	800.0	800.0	800.0	9.651163567144637	7.89333998683029	0.18213592258434927	7720.93085371571	6314.671989464232	1406.2588642514784
5	10	1000.0	1000.0	1000.0	15.333730509436112	10.89333998683029	0.28958318524466586	15333.730509436113	10893.33998683029	4440.390522605823
5	11	500.0	500.0	500.0	9.450393363241606	10.863675581657777	0.14954744888327032	4725.196681620803	5431.8377908288885	-706.6411092080853
5	12	200.0	200.0	1600.728306285722	10.608564886829125	10.512175199086919	0.009086025185355418	2121.712977365825	2102.4350398173838	19.27793754844106
5	13	200.0	200.0	200.0	13.631366279894236	13.014434035400864	0.045258283859874265	2726.273255978847	2602.8868070801727	123.38644889867419
5	14	100.0	100.0	100.0	23.142364091797404	14.863675581657777	0.3577287297572996	2314.2364091797403	1486.3675581657776	827.8688510139627
5	15	200.0	200.0	200.0	29.056544523346318	16.89333998683029	0.41860464608044323	5811.308904669264	3378.6679973660584	2432.6409073032055
5	16	500.0	500.0	499.9999999999999	35.41730674174355	14.932348206510117	0.5783883761858564	17708.653370871776	7466.174103255058	10242.479267616718
5	17	200.0	200.0	199.99999999999991	31.641747660176534	29.687660761420513	0.061756604589050024	6328.349532035307	5937.532152284102	390.8173797512045
5	19	100.0	100.0	100.00000000000006	33.38265829264317	23.630363601974917	0.29213655201381766	3338.2658292643173	2363.036360197492	975.2294690668255
5	20	100.0	100.0	100.0	36.512009574887415	15.989248652765584	0.5620824808349408	3651.2009574887416	1598.9248652765584	2052.2760922121834
5	21	100.0	100.0	100.0	42.34356254351584	21.989248652765582	0.48069441180893635	4234.356254351584	2198.924865276558	2035.4313890750254
5	22	200.0	200.0	199.99999999999994	38.14343366060118	22.31581585563944	0.4149500001965026	7628.686732120236	4463.163171127888	3165.5235609923484
5	23	100.0	100.0	100.0	32.22022639575644	81.83608612800795	1.539897923832905	3222.022639575644	8183.608612800795	-4961.58597322515
6	1	300.0	300.0	300.0	12.600354114713905	12.025752454388641	0.045602024760104186	3780.1062344141715	3607.7257363165922	172.38049809757922
6	2	400.0	400.0	400.0	6.599520114108734	6.018921273721722	0.08797591799830762	2639.8080456434936	2407.568509488689	232.23953615480468
6	3	300.0	300.0	300.0	16.609044420576897	16.103494987349656	0.030438201044300735	4982.713326173069	4831.048496204897	151.66482996817194
6	4	400.0	400.0	537.5509540650138	12.337754221230337	15.972846222897596	0.2946315785260279	4935.101688492135	6389.138489159039	-1454.0368006669041
6	5	200.0	200.0	2584.708852745639	10.020661338168622	13.637443217534596	0.36093245318945955	2004.1322676337245	2727.4886435069193	-723.3563758731948
6	7	400.0	400.0	399.9999999999997	20.191880285694197	21.7774100863928	0.07852313792796892	8076.752114277679	8710.964034557119	-634.2119202794402
6	8	800.0	800.0	2778.3412276755084	14.690564806878305	17.763059566393093	0.20914749023646848	11752.451845502645	14210.447653114474	-2457.995807611829
6	9	400.0	400.0	400.0	19.67182490531326	21.530783204364887	0.09449851795648762	7868.729962125305	8612.313281745955	-743.5833196206504
6	10	800.0	800.0	800.0000000000008	25.354391847604735	24.55635414177399	0.03147532429992541	20283.513478083787	19645.083313419193	638.4301646645945
6	11	400.0	400.0	400.0000000000002	19.47105470141023	24.630104492725263	0.26495995571012265	7788.421880564093	9852.041797090105	-2063.6199165260123
6	12	200.0	200.0	699.5585233389166	20.629226224997748	20.1172203221094	0.024819442925489727	4125.845244999549	4023.44406442188	102.40118057766949
6	13	200.0	200.0	200.0	23.65202761806286	23.131654357510264	0.02200121143758478	4730.405523612572	4626.330871502053	104.07465211051931
6	14	100.0	100.0	99.99999999999997	33.163025429966034	28.52479734230344	0.13986142782592753	3316.3025429966033	2852.479734230344	463.8228087662592
6	15	200.0	200.0	200.00000000000006	39.07720586151494	30.548123700730997	0.2182623340831997	7815.441172302988	6109.6247401462	1705.8164321567883
6	16	900.0	900.0	900.0000000000007	25.419567916958613	26.707843237650756	0.05068045707545931	22877.611125262752	24037.05891388568	-1159.4477886229288
6	17	500.0	500.0	499.9999999999998	34.918020568622616	43.1466022665098	0.23565430009745175	17459.01028431131	21573.3011332549	-4114.29084894359
6	18	100.0	100.0	99.99999999999999	22.254169536527616	23.823297492165242	0.07050939164735336	2225.4169536527615	2382.3297492165243	-156.91279556376276
6	19	200.0	200.0	200.00000000000014	36.026102720649	37.28387529440209	0.03491281262106024	7205.2205441298	7456.775058880417	-251.55451475061727
6	20	300.0	300.0	299.9999999999998	26.513726463398793	27.76883930353386	0.047338228440566524	7954.117939019638	8330.651791060158	-376.5338520405203
6	21	100.0	100.0	99.9999999999999	34.68063549174624	33.77494795138883	0.026115079136106174	3468.063549174624	3377.494795138883	90.56875403574077
6	22	200.0	200.0	200.00000000000023	34.226856463704024	33.14373475582683	0.0316453750003538	6845.371292740805	6628.746951165365	216.62434157543976
6	23	100.0	100.0	100.00000000000003	42.240887733925064	95.51689441984487	1.261242590863735	4224.0887733925065	9551.689441984487	-5327.60066859198
6	24	100.0	100.0	99.99999999999999	41.31347685484138	27.168390237704415	0.3423843184836997	4131.347685484138	2716.8390237704416	1414.5086617136967
7	1	500.0	500.0	500.00000000000006	32.97548540176615	20.20152893277992	0.3873773596764724	16487.742700883075	10100.76446638996	6386.978234493115
7	2	200.0	200.0	200.00000000000009	26.97465140116098	26.22363145129203	0.027841692509754816	5394.930280232196	5244.726290258406	150.20398997379016
7	3	100.0	100.0	100.00000000000006	36.98417570762913	16.13352999878575	0.5637720811644935	3698.417570762913	1613.352999878575	2085.0645708843376
7	4	400.0	400.0	400.0	32.712885508282575	11.95242746924342	0.6346263167088338	13085.15420331303	4780.9709876973675	8304.183215615663
7	5	200.0	200.0	200.0	30.39579262522086	9.95242746924342	0.6725722012925759	6079.158525044172	1990.485493848684	4088.673031195488
7	6	400.0	400.0	399.9999999999999	20.37513128705224	22.6504329009076	0.11167052529871262	8150.052514820896	9060.17316036304	-910.1206455421434
7	8	1000.0	1000.0	1000.0	5.551712405190707	3.9524274692434194	0.2880705662007992	5551.712405190707	3952.427469243419	1599.2849359472875
7	9	600.0	600.0	600.0	20.725074227157144	46.84929668269643	1.2605128536189927	12435.044536294286	28109.57800961786	-15674.533473323574
7	10	1900.0	1900.0	2402.0452853719667	25.462974053329468	41.06910478941313	0.6128950492349517	48379.65070132599	78031.29909988496	-29651.648398558966
7	11	500.0	500.0	500.0	37.86845219997992	19.472992139799274	0.48577269445912025	18934.22609998996	9736.496069899636	9197.730030090323
7	12	700.0	700.0	700.0	41.00435733508903	19.952427469243418	0.5134071409486682	28703.050134562323	13966.699228470392	14736.350906091931
7	13	400.0	400.0	400.0	44.02699217598471	20.250665119241805	0.540039777455252	17610.796870393882	8100.266047696722	9510.530822697161
7	14	200.0	200.0	200.00000000000006	32.54406804385984	20.294242129444672	0.37640733475317223	6508.813608771968	4058.8484258889343	2449.9651828830333
7	15	500.0	500.0	523.7611488933829	20.169749436936783	32.64910665923433	0.61871652205278	10084.87471846839	16324.553329617163	-6239.678611148773
7	16	1400.0	1400.0	2633.754737575113	5.228258155437047	5.275069557682402	0.00895353688621408	7319.561417611865	7385.097380755363	-65.53596314349761
7	17	1000.0	1000.0	1419.3384807498387	14.726710807101052	21.46971227644459	0.45787559473851686	14726.710807101052	21469.71227644459	-6743.001469343537
7	18	200.0	200.0	999.4262722681455	2.062289250833419	2.0460522138855217	0.007873307268287269	412.45785016668384	409.21044277710433	3.2474073895795073
7	19	400.0	400.0	400.5584523877817	15.834222434954805	25.88973548944592	0.6350493745934177	6333.688973981922	10355.894195778368	-4022.2052217964465
7	20	500.0	500.0	3874.165636964601	6.321846177704598	6.163775436964473	0.02500388910087634	3160.923088852299	3081.8877184822363	79.03537037006254
7	21	200.0	200.0	1796.1068066606372	14.488755206052042	27.411352575277945	0.8919052869240316	2897.7510412104084	5482.270515055589	-2584.519473845181
7	22	500.0	500.0	500.0	14.034976178009822	12.277539388911219	0.12521836637330228	7017.488089004911	6138.769694455609	878.7183945493016
7	23	200.0	200.0	199.99999999999997	26.400474442790415	78.2049547140143	1.962255655044523	5280.094888558083	15640.99094280286	-10360.896054244778
7	24	100.0	100.0	100.0	26.412840472993267	16.250665119241805	0.38474375234811015	2641.2840472993266	1625.0665119241805	1016.2175353751461
8	1	800.0	800.0	801.7551360758856	27.42377299657544	30.71743856191714	0.1201025681532953	21939.01839726035	24573.950849533714	-2634.9324522733623
8	2	400.0	400.0	504.772863221242	21.422938995970267	24.71060738125023	0.15346486240279109	8569.175598388107	9884.242952500092	-1315.067354111985
8	3	200.0	200.0	200.2393367376209	31.432463302438432	34.79518109487817	0.10698231825117142	6286.492660487686	6959.036218975633	-672.5435584879469
8	4	700.0	700.0	5430.382905751459	27.161173103091873	34.664532330426084	0.2762531352697749	19012.82117216431	24265.172631298257	-5252.351459133948
8	5	500.0	500.0	1352.9835643222507	24.844080220030158	32.32912932506311	0.301280990833311	12422.04011001508	16164.564662531553	-3742.5245525164737
8	6	800.0	800.0	2942.006625678673	14.823418881861533	18.69168610752849	0.26095648085613415	11858.735105489226	14953.348886022792	-3094.6137805335657
8	7	1000.0	1000.0	1000.0	5.501315478815892	3.9892486527655833	0.2748555017200663	5501.315478815892	3989.2486527655833	1512.0668260503085
8	9	800.0	800.0	800.0	15.173361821966438	10.00094453760016	0.34088802106321503	12138.68945757315	8000.755630080128	4137.933827493021
8	10	1600.0	1600.0	1600.000000000001	20.85592876425791	12.936069188154322	0.37974139946605207	33369.486022812656	20697.710701046915	12671.775321765741
8	11	800.0	800.0	800.0	33.261406910908356	16.863675581657777	0.49299572243508455	26609.125528726683	13490.94046532622	13118.185063400462
8	12	600.0	600.0	2146.6121265045776	35.452645106859286	38.80890642963784	0.09466885510692656	21271.58706411557	23285.343857782704	-2013.756793667133
8	13	600.0	600.0	600.0	38.475446499924395	19.014434035400864	0.5058034210093383	23085.267899954637	11408.660421240518	11676.607478714119
8	14	400.0	400.0	400.0000000000002	38.04538352267573	20.868247162428652	0.45149068743147763	15218.153409070292	8347.29886497146	6870.854544098831
8	15	600.0	600.0	599.9999999999999	25.671064915752673	15.936263870871338	0.37921298071696735	15402.638949451604	9561.758322522803	5840.880626928802
8	16	2200.0	2200.0	2200.0	10.729003110080306	8.965862209733787	0.1643340841881182	23603.806842176673	19724.89686141433	3878.9099807623425
8	17	1400.0	1400.0	1399.9999999999998	20.22745576174431	25.231113541619255	0.24736960687553403	28318.43806644203	35323.558958266956	-7005.120891824925
8	18	300.0	300.0	300.0	7.5636047296493105	6.035300866651105	0.20206025005606895	2269.081418894793	1810.5902599953315	458.4911588994614
8	19	700.0	700.0	699.9999999999999	21.335537913770697	22.664123873757376	0.06227103180413199	14934.876539639488	15864.886711630163	-930.0101719906743
8	20	900.0	900.0	900.0	11.823161656520488	9.989248652765584	0.15511189451964394	10640.84549086844	8990.323787489026	1650.5217033794142
8	21	400.0	400.0	400.0	19.990070684867934	15.989248652765584	0.2001404644922486	7996.028273947174	6395.699461106234	1600.3288128409404
8	22	500.0	500.0	500.0	19.53629165682571	16.266788041676804	0.16735538517652027	9768.145828412855	8133.394020838402	1634.7518075744529
8	23	300.0	300.0	299.9999999999999	31.901789921606305	87.85570743943612	1.753942887070847	9570.536976481892	26356.712231830836	-16786.175255348942
8	24	200.0	200.0	200.0	31.91415595180916	20.23991377200739	0.3658013765875571	6382.831190361832	4047.9827544014784	2334.848435960354
9	1	500.0	500.0	500.0000000000001	20.26768790187074	18.100551583010827	0.10692568039099731	10133.84395093537	9050.275791505414	1083.5681594299567
9	2	200.0	200.0	200.00000000000006	26.268521623661066	24.13702574003805	0.0811425901373564	5253.7043247322135	4827.4051480076105	426.29917672460306
9	3	100.0	100.0	100.00000000000003	16.259101745913416	14.026048876416912	0.13734171200803036	1625.9101745913415	1402.6048876416912	223.30528694965028
9	4	700.0	700.0	700.0	11.987811281125426	9.852954793819524	0.17808559354510287	8391.467896787799	6897.068355673667	1494.3995411141323
9	5	800.0	800.0	800.0	9.67071839806371	7.852954793819524	0.18796572595973246	7736.574718450968	6282.363835055619	1454.210883395349
9	6	400.0	400.0	400.0	19.66900150955233	21.33005854188401	0.08445050103458383	7867.6006038209325	8532.023416753604	-664.4228129326711
9	7	600.0	600.0	600.0	20.538614716795337	45.28518065858041	1.2048799922980544	12323.168830077202	27171.108395148243	-14847.939565071041
9	8	800.0	800.0	800.0	15.037299237979447	10.003047701733896	0.334784289158164	12029.839390383557	8002.438161387117	4027.4012289964394
9	10	2800.0	2800.0	11402.996822286244	5.682566942291474	5.62002637817294	0.011005688934887273	15911.187438416126	15736.073858884232	175.11357953189327
9	11	1400.0	1400.0	1400.0	18.088045088941918	13.472992139799276	0.2551438215931938	25323.263124518686	18862.188995718985	6461.074128799701
9	12	600.0	600.0	599.9999999999998	20.279283284892834	17.856680585477495	0.11946194869816089	12167.569970935701	10714.008351286497	1453.5616196492047
9	13	600.0	600.0	599.9999999999999	23.30208467795795	20.872105021192507	0.10428164219418636	13981.25080677477	12523.263012715504	1457.987794059265
9	14	600.0	600.0	599.9999999999998	31.779699563124737	17.462778331765286	0.4505052416534469	19067.81973787484	10477.66699905917	8590.15273881567
9	15	900.0	900.0	4707.977241359975	19.40538095620168	16.584768436622262	0.14535208177286463	17464.84286058151	14926.291592960037	2538.551267621473
9	16	1400.0	1400.0	2381.104412745099	25.76625803606245	40.02648802088317	0.5534459045183087	36072.76125048743	56037.08322923644	-19964.321978749016
9	17	900.0	900.0	918.5039224812675	21.9905840930319	24.384759741011433	0.10887276289937975	19791.52568372871	21946.28376691029	-2154.7580831815794
9	18	200.0	200.0	200.0	22.600903967628756	43.24026405179928	0.9132094943517414	4520.180793525751	8648.052810359855	-4127.872016834104
9	19	400.0	400.0	499.92022108745897	23.73149472549853	23.307130655969296	0.01788189384772594	9492.597890199411	9322.852262387718	169.74562781169334
9	20	600.0	600.0	600.2873103128819	26.860460894499933	42.54759887757403	0.5840234106439427	16116.27653669996	25528.55932654442	-9412.28278984446
9	21	300.0	300.0	305.4973993098142	32.692398976371194	63.795176015887456	0.9513764059344849	9807.719692911358	19138.552804766237	-9330.83311185488
9	22	700.0	700.0	700.0	28.492270093456543	15.262893708770854	0.46431457870125664	19944.58906541958	10684.025596139598	9260.563469279981
9	23	500.0	500.0	500.0	40.85776835823713	84.47912474329704	1.0676392308701712	20428.884179118566	42239.56237164852	-21810.678192529955
9	24	200.0	200.0	200.0	40.96353391473647	21.262893708770854	0.48093116787656814	8192.706782947294	4252.578741754171	3940.128041193124
10	1	1300.0	1300.0	1300.0	25.985391844072538	21.425907364740706	0.1754633721396772	33781.0093972943	27853.679574162918	5927.329823131382
10	2	600.0	600.0	599.9999999999999	31.986225565862863	27.505641561381196	0.14007854710008508	19191.73533951772	16503.38493682872	2688.3504026890005
10	3	300.0	300.0	300.0	21.976805688115213	17.35140465814677	0.21046739437978487	6593.041706434564	5205.421397444031	1387.620308990533
10	4	1200.0	1200.0	1200.0	17.70551522332722	12.852954793819524	0.2740705575805212	21246.618267992668	15423.54575258343	5823.072515409238
