iteration 	 pChnage
303	2.462414994155696E-9
304	1.9610151455123285E-9
305	1.862964273885129E-9
306	2.111212806399674E-9
307	1.6813251122398899E-9
308	1.9053694186495684E-9
309	1.517395836755611E-9
310	1.7195957774631925E-9
311	1.3694496506711567E-9
312	1.551935132006651E-9
313	1.235928234258641E-9
314	1.1741317873699882E-9
315	1.3305902868363902E-9
316	1.059653876046686E-9
317	1.200857680738743E-9
318	9.563375804615294E-10
319	9.085206952061697E-10
320	1.0295852750178784E-9
321	8.199398521242641E-10
322	9.292006803841691E-10
323	7.399956944971323E-10
324	8.386036293501274E-10
325	6.678461479238243E-10
326	6.344538299914624E-10
327	7.189977847451199E-10
328	5.72594517676982E-10
329	6.488954550755281E-10
330	5.167665598508776E-10
331	5.856281178144114E-10
332	4.663817945310679E-10
333	5.285293507742738E-10
334	4.2090957612989715E-10
335	3.998641059546924E-10
336	4.531478858738677E-10
337	3.608773129786124E-10
338	4.0896597381749154E-10
339	3.2569179274355445E-10
340	3.094071854127369E-10
341	3.5063713402999026E-10
342	2.7924003154674217E-10
343	3.1645000688072954E-10
344	2.5201408422603765E-10
345	2.855961372625708E-10
346	2.2744272693923466E-10
347	2.1607061277221606E-10
348	2.4486299074631833E-10
349	1.9500374509133036E-10
350	2.2098883279944277E-10
351	1.75990840322234E-10
352	1.9944240856976478E-10
353	1.5883170195278117E-10
354	1.5089017634127723E-10
355	1.7099694241129453E-10
356	1.3617835813933217E-10
357	1.5432473139675996E-10
358	1.2290095491461643E-10
359	1.3927807148798418E-10
360	1.1091809962788307E-10
361	1.0537220005342927E-10
362	1.1941355527240246E-10
363	9.509840410981684E-11
364	1.077707586582482E-10
365	8.582631113369163E-11
366	9.726312891971616E-11
367	7.745826423784704E-11
368	8.777988670506508E-11
369	6.990604795802873E-11
370	6.641073257213699E-11
371	7.526029901289761E-11
372	5.993573720047212E-11
373	7.149732543047332E-11
374	5.693891812825264E-11
375	5.409195670855492E-11
376	6.129997174679029E-11
377	4.88180206475391E-11
378	4.637713457557159E-11
379	5.532325525932821E-11
380	5.2557081759194475E-11
381	4.1855328985114985E-11
382	3.9762574142238676E-11
383	4.5061143218018254E-11
384	3.5885730350256514E-11
385	3.409143739838447E-11
386	4.0667667526737994E-11
387	3.863425415078719E-11
388	3.0767474446278006E-11
389	2.922912492135202E-11
390	3.31240389962585E-11
391	2.6379296928934363E-11
392	2.50603205548261E-11
393	2.3807324423592076E-11
394	2.8399748443362782E-11
395	2.6979731021812035E-11
396	2.14861186913372E-11
397	2.041179980902561E-11
398	2.313178270689035E-11
399	2.1975173045449578E-11
400	1.7500551800929563E-11
