<NUMBER OF ZONES> 4541											
<NUMBER OF NODES> 4541											
<FIRST THRU NODE> 4542											
<NUMBER OF LINKS> 61461											
<END OF METADATA>											
											
											
~	Init Node	Term Node	Capacity	Length	Free Flow Time	B	Power	Speed limit	Toll 	Type	;
	37	16933	2400000	1.352548	2.705096	0.8	2.3	30	0	2	;
	39	16929	2400000	0.516965	1.03393	0.8	2.3	30	0	2	;
	40	15879	2400000	1.934035	3.86807	0.8	2.3	30	0	2	;
	41	16930	2400000	0.396245	0.792491	0.8	2.3	30	0	2	;
	43	17275	2400000	0.461014	1.106433	0.8	2.3	25	0	2	;
	45	40719	2400000	2.345428	5.629028	0.8	2.3	25	0	2	;
	45	17374	2400000	1.392974	3.343137	0.8	2.3	25	0	2	;
	46	40723	2400000	0.191403	0.382805	0.8	2.3	30	0	2	;
	47	17265	2400000	0.376739	0.904174	0.8	2.3	25	0	2	;
	47	17264	2400000	0.187455	0.449892	0.8	2.3	25	0	2	;
	48	17267	2400000	0.164621	0.395091	0.8	2.3	25	0	2	;
	49	17013	2400000	1.739023	4.173654	0.8	2.3	25	0	2	;
	50	17226	2400000	0.947033	2.272879	0.8	2.3	25	0	2	;
	50	17018	2400000	1.689972	4.055933	0.8	2.3	25	0	2	;
	51	40715	2400000	0.998085	2.395403	0.8	2.3	25	0	2	;
	51	17254	2400000	0.983182	2.359636	0.8	2.3	25	0	2	;
	51	17253	2400000	0.436888	1.04853	0.8	2.3	25	0	2	;
	52	40713	2400000	1.402427	3.709233	0.8	2.3	25	0	2	;
	52	40712	2400000	0.459522	1.448273	0.8	2.3	25	0	2	;
	53	17268	2400000	0.371628	0.891908	0.8	2.3	25	0	2	;
	54	17269	2400000	0.549896	1.319751	0.8	2.3	25	0	2	;
	55	8884	2400000	14.311672	28.623344	0.8	2.3	30	0	2	;
	56	17419	2400000	1.024871	2.459691	0.8	2.3	25	0	2	;
	59	42271	2400000	8.91895	17.8379	0.8	2.3	30	0	2	;
	59	15862	2400000	8.076673	16.153345	0.8	2.3	30	0	2	;
	60	15875	2400000	4.584468	9.168936	0.8	2.3	30	0	2	;
	60	15873	2400000	3.396507	6.793015	0.8	2.3	30	0	2	;
	61	16955	2400000	0.295198	0.590395	0.8	2.3	30	0	2	;
	61	16954	2400000	0.574484	1.148969	0.8	2.3	30	0	2	;
	62	16959	2400000	0.742603	1.485205	0.8	2.3	30	0	2	;
	63	40744	2400000	1.189153	2.378306	0.8	2.3	30	0	2	;
	63	15939	2400000	1.414174	2.828348	0.8	2.3	30	0	2	;
	64	40745	2400000	4.811452	9.622904	0.8	2.3	30	0	2	;
	64	17322	2400000	2.377302	4.754604	0.8	2.3	30	0	2	;
	68	15950	2400000	1.35927	3.702515	0.8	2.3	30	0	2	;
	69	17324	2400000	0.823443	1.646885	0.8	2.3	30	0	2	;
	69	17322	2400000	1.461465	2.92293	0.8	2.3	30	0	2	;
	70	17323	2400000	4.321243	8.642486	0.8	2.3	30	0	2	;
	73	40757	2400000	5.23554	10.47108	0.8	2.3	30	0	2	;
	73	15955	2400000	1.209943	2.419887	0.8	2.3	30	0	2	;
	74	40755	2400000	5.591938	11.183877	0.8	2.3	30	0	2	;
	74	40754	2400000	2.892969	5.785939	0.8	2.3	30	0	2	;
	75	40751	2400000	2.514979	5.029958	0.8	2.3	30	0	2	;
	75	16318	2400000	2.711314	5.422629	0.8	2.3	30	0	2	;
	76	40756	2400000	7.533927	15.067855	0.8	2.3	30	0	2	;
	76	17060	2400000	3.029629	6.059259	0.8	2.3	30	0	2	;
	78	40776	2400000	0.871772	1.743544	0.8	2.3	30	0	2	;
	79	40733	2400000	0.897813	1.795626	0.8	2.3	30	0	2	;
	81	17466	2400000	1.809695	4.343268	0.8	2.3	25	0	2	;
	82	17282	2400000	0.58295	1.1659	0.8	2.3	30	0	2	;
	82	17281	2400000	0.256084	0.512168	0.8	2.3	30	0	2	;
	83	17466	2400000	1.457001	3.496802	0.8	2.3	25	0	2	;
	84	40742	2400000	0.829854	1.991649	0.8	2.3	25	0	2	;
	85	17108	2400000	0.496352	1.191246	0.8	2.3	25	0	2	;
	86	17240	2400000	0.734087	1.761808	0.8	2.3	25	0	2	;
	88	40743	2400000	0.564876	1.355702	0.8	2.3	25	0	2	;
	88	17463	2400000	0.589211	1.414106	0.8	2.3	25	0	2	;
	90	17469	2400000	0.37676	0.904224	0.8	2.3	25	0	2	;
	91	17285	2400000	1.174613	2.819072	0.8	2.3	25	0	2	;
	92	17464	2400000	0.507937	1.219049	0.8	2.3	25	0	2	;
	93	17284	2400000	0.843898	2.025356	0.8	2.3	25	0	2	;
	95	17240	2400000	0.610862	1.466069	0.8	2.3	25	0	2	;
	96	17109	2400000	0.879077	2.109786	0.8	2.3	25	0	2	;
	98	41190	2400000	1.056931	2.113863	0.8	2.3	30	0	2	;
	98	8978	2400000	0.452637	0.905274	0.8	2.3	30	0	2	;
	99	17302	2400000	1.638191	3.276381	0.8	2.3	30	0	2	;
	100	40741	2400000	0.668787	1.605089	0.8	2.3	25	0	2	;
	100	17298	2400000	1.530253	3.672608	0.8	2.3	25	0	2	;
	105	17299	2400000	0.815558	1.631116	0.8	2.3	30	0	2	;
	105	17298	2400000	1.313333	2.626667	0.8	2.3	30	0	2	;
	106	40748	2400000	1.241634	2.483267	0.8	2.3	30	0	2	;
	106	17186	2400000	1.209535	2.41907	0.8	2.3	30	0	2	;
	108	40740	2400000	1.496977	2.993954	0.8	2.3	30	0	2	;
	109	10219	2400000	0.838466	1.676933	0.8	2.3	30	0	2	;
	110	17191	2400000	0.409945	0.819891	0.8	2.3	30	0	2	;
	111	40738	2400000	0.697077	1.394154	0.8	2.3	30	0	2	;
	112	17312	2400000	2.190897	4.381795	0.8	2.3	30	0	2	;
	113	40746	2400000	2.414101	4.828202	0.8	2.3	30	0	2	;
	114	17127	2400000	1.188186	2.376373	0.8	2.3	30	0	2	;
	115	40736	2400000	1.042183	2.084366	0.8	2.3	30	0	2	;
	117	17113	2400000	1.185203	2.370405	0.8	2.3	30	0	2	;
	118	40729	2400000	0.764215	1.52843	0.8	2.3	30	0	2	;
	120	41214	2400000	0.632925	1.898775	0.8	2.3	20	0	2	;
	120	9308	2400000	0.487757	1.46327	0.8	2.3	20	0	2	;
	121	10218	2400000	0.147801	0.295603	0.8	2.3	30	0	2	;
	122	40735	2400000	1.457796	3.498709	0.8	2.3	25	0	2	;
	123	17135	2400000	1.629417	3.9106	0.8	2.3	25	0	2	;
	123	17133	2400000	2.506098	6.014635	0.8	2.3	25	0	2	;
	125	17030	2400000	0.798332	1.596663	0.8	2.3	30	0	2	;
	126	40769	2400000	1.643063	3.286126	0.8	2.3	30	0	2	;
	127	17057	2400000	1.835451	3.670903	0.8	2.3	30	0	2	;
	128	17077	2400000	1.251049	2.502098	0.8	2.3	30	0	2	;
	128	16307	2400000	1.174029	2.348059	0.8	2.3	30	0	2	;
	129	40760	2400000	0.344743	0.689487	0.8	2.3	30	0	2	;
	131	16301	2400000	0.748026	1.496052	0.8	2.3	30	0	2	;
	132	9590	2400000	8.324209	16.648418	0.8	2.3	30	0	2	;
	132	4843	4800000	9.164006	12.218676	0.8	2.3	45	0	2	;
	133	17202	2400000	1.156421	2.77541	0.8	2.3	25	0	2	;
	134	16298	2400000	0.56083	1.345991	0.8	2.3	25	0	2	;
	135	40762	2400000	0.340247	0.816594	0.8	2.3	25	0	2	;
	136	17167	2400000	0.633851	1.521243	0.8	2.3	25	0	2	;
	138	40767	2400000	0.383801	0.921124	0.8	2.3	25	0	2	;
	139	40763	2400000	0.490459	1.177102	0.8	2.3	25	0	2	;
	141	17390	2400000	0.925764	1.851527	0.8	2.3	30	0	2	;
	142	9027	2400000	16.513485	33.02697	0.8	2.3	30	0	2	;
	143	17378	2400000	2.008269	4.016538	0.8	2.3	30	0	2	;
	144	17076	2400000	5.364087	10.728173	0.8	2.3	30	0	2	;
	144	17075	2400000	1.098275	2.19655	0.8	2.3	30	0	2	;
	145	40758	2400000	6.332195	12.66439	0.8	2.3	30	0	2	;
	145	17061	2400000	1.809161	3.618322	0.8	2.3	30	0	2	;
	145	17055	2400000	1.206566	2.413132	0.8	2.3	30	0	2	;
	146	17445	2400000	1.696897	3.393793	0.8	2.3	30	0	2	;
	147	16003	2400000	1.516468	3.032937	0.8	2.3	30	0	2	;
	148	15995	2400000	1.561561	3.123122	0.8	2.3	30	0	2	;
	149	17072	2400000	0.479142	0.958283	0.8	2.3	30	0	2	;
	150	17397	2400000	2.326636	4.653272	0.8	2.3	30	0	2	;
	151	17386	2400000	0.569836	1.139672	0.8	2.3	30	0	2	;
	152	40697	2400000	6.188409	12.376819	0.8	2.3	30	0	2	;
	152	40696	2400000	5.099237	10.198475	0.8	2.3	30	0	2	;
	153	9617	2400000	13.404036	26.808071	0.8	2.3	30	0	2	;
	154	18145	2400000	0.31472	0.629441	0.8	2.3	30	0	2	;
	155	40682	2400000	0.234174	0.468349	0.8	2.3	30	0	2	;
	155	18137	2400000	1.334765	2.669531	0.8	2.3	30	0	2	;
	156	18062	2400000	0.255549	0.511098	0.8	2.3	30	0	2	;
	157	18154	2400000	0.286326	0.572652	0.8	2.3	30	0	2	;
	158	12807	2400000	1.449798	2.899595	0.8	2.3	30	0	2	;
	159	42274	2400000	3.89049	7.78098	0.8	2.3	30	0	2	;
	159	12809	2400000	3.281557	6.563115	0.8	2.3	30	0	2	;
	160	17486	2400000	6.144757	16.073605	0.8	2.3	30	0	2	;
	161	40678	2400000	2.175148	4.350296	0.8	2.3	30	0	2	;
	162	16351	2400000	0.520779	1.041559	0.8	2.3	30	0	2	;
	163	40653	2400000	0.755478	1.510956	0.8	2.3	30	0	2	;
	164	9753	2400000	0.395232	0.790465	0.8	2.3	30	0	2	;
	165	40650	2400000	0.724936	1.449872	0.8	2.3	30	0	2	;
	165	16355	2400000	0.619166	1.238333	0.8	2.3	30	0	2	;
	165	16352	2400000	1.388077	2.776154	0.8	2.3	30	0	2	;
	166	40651	2400000	0.093534	0.187068	0.8	2.3	30	0	2	;
	166	18054	2400000	0.747422	1.494845	0.8	2.3	30	0	2	;
	167	40654	2400000	0.263681	0.527361	0.8	2.3	30	0	2	;
	168	18071	2400000	2.436932	4.873864	0.8	2.3	30	0	2	;
	169	18112	2400000	3.957926	7.915852	0.8	2.3	30	0	2	;
	170	40655	2400000	2.954381	5.908762	0.8	2.3	30	0	2	;
	171	18115	2400000	2.241316	4.482631	0.8	2.3	30	0	2	;
	171	18113	2400000	2.781564	5.563127	0.8	2.3	30	0	2	;
	172	18072	2400000	4.973034	9.946067	0.8	2.3	30	0	2	;
	172	16366	2400000	0.964227	1.928454	0.8	2.3	30	0	2	;
	173	40656	2400000	1.378411	2.756823	0.8	2.3	30	0	2	;
	174	12784	2400000	6.370169	12.740338	0.8	2.3	30	0	2	;
	175	10234	2400000	0.223511	0.447023	0.8	2.3	30	0	2	;
	175	10233	2400000	0.180219	0.360438	0.8	2.3	30	0	2	;
	176	17776	2400000	1.664597	3.329193	0.8	2.3	30	0	2	;
	176	17740	2400000	3.777215	7.55443	0.8	2.3	30	0	2	;
	176	17738	2400000	3.338014	6.676028	0.8	2.3	30	0	2	;
	179	12805	2400000	4.915902	9.831804	0.8	2.3	30	0	2	;
	180	16374	2400000	0.956256	1.912512	0.8	2.3	30	0	2	;
	181	40685	2400000	2.83828	5.67656	0.8	2.3	30	0	2	;
	181	40683	2400000	2.052969	4.105938	0.8	2.3	30	0	2	;
	181	18027	2400000	11.115209	22.230417	0.8	2.3	30	0	2	;
	182	40659	2400000	2.241767	4.483535	0.8	2.3	30	0	2	;
	182	18029	2400000	4.812486	9.624971	0.8	2.3	30	0	2	;
	182	17816	2400000	2.949661	5.899322	0.8	2.3	30	0	2	;
	183	17811	2400000	0.70973	1.419459	0.8	2.3	30	0	2	;
	184	17791	2400000	2.739856	5.479712	0.8	2.3	30	0	2	;
	185	17489	2400000	2.033954	4.067909	0.8	2.3	30	0	2	;
	186	9668	2400000	1.266071	2.532142	0.8	2.3	30	0	2	;
	187	17492	2400000	6.765419	13.530837	0.8	2.3	30	0	2	;
	188	17762	2400000	1.018582	2.037164	0.8	2.3	30	0	2	;
	188	17671	2400000	5.355848	10.711697	0.8	2.3	30	0	2	;
	189	40663	2400000	2.327263	4.654525	0.8	2.3	30	0	2	;
	189	40662	2400000	1.502285	3.00457	0.8	2.3	30	0	2	;
	189	40661	2400000	0.85785	1.715699	0.8	2.3	30	0	2	;
	190	18080	2400000	3.434809	6.869619	0.8	2.3	30	0	2	;
	190	17685	2400000	2.151366	4.302733	0.8	2.3	30	0	2	;
	192	17699	2400000	1.154005	2.308009	0.8	2.3	30	0	2	;
	194	17667	2400000	0.27365	0.5473	0.8	2.3	30	0	2	;
	195	18160	2400000	1.410121	2.820241	0.8	2.3	30	0	2	;
	195	18158	2400000	0.337379	0.674759	0.8	2.3	30	0	2	;
	196	17780	2400000	0.088625	0.177251	0.8	2.3	30	0	2	;
	197	9738	2400000	6.054952	12.109904	0.8	2.3	30	0	2	;
	199	40668	2400000	6.07849	7.470038	0.8	2.3	30	0	2	;
	199	17835	2400000	2.032241	5.847438	0.8	2.3	30	0	2	;
	200	17675	2400000	1.362554	3.270129	0.8	2.3	25	0	2	;
	200	17672	2400000	1.057903	2.538968	0.8	2.3	25	0	2	;
	201	40666	2400000	1.691534	3.383067	0.8	2.3	30	0	2	;
	201	17676	2400000	1.015213	2.030427	0.8	2.3	30	0	2	;
	202	17673	2400000	0.799861	1.599721	0.8	2.3	30	0	2	;
	203	40667	2400000	0.808807	1.617614	0.8	2.3	30	0	2	;
	203	17680	2400000	1.287282	2.574564	0.8	2.3	30	0	2	;
	205	18466	2400000	1.006066	2.012131	0.8	2.3	30	0	2	;
	206	18387	2400000	2.006365	4.815275	0.8	2.3	25	0	2	;
	207	9001	2400000	3.008606	6.017212	0.8	2.3	30	0	2	;
	208	41222	2400000	24.989454	49.978909	0.8	2.3	30	0	2	;
	208	9737	2400000	7.213469	14.426938	0.8	2.3	30	0	2	;
	209	40673	2400000	0.898959	2.157502	0.8	2.3	25	0	2	;
	209	40672	2400000	0.66647	1.599528	0.8	2.3	25	0	2	;
	209	18393	2400000	0.177994	0.427186	0.8	2.3	25	0	2	;
	209	18392	2400000	0.452903	1.086968	0.8	2.3	25	0	2	;
	210	17847	2400000	1.15837	2.780087	0.8	2.3	25	0	2	;
	211	40674	2400000	1.499509	3.598822	0.8	2.3	25	0	2	;
	211	18384	2400000	0.976847	2.344433	0.8	2.3	25	0	2	;
	212	17849	2400000	1.065554	2.55733	0.8	2.3	25	0	2	;
	213	40668	2400000	0.20839	0.416779	0.8	2.3	30	0	2	;
	214	40675	2400000	1.489046	3.573711	0.8	2.3	25	0	2	;
	214	18441	2400000	0.836218	2.006923	0.8	2.3	25	0	2	;
	215	18435	2400000	1.413358	3.392059	0.8	2.3	25	0	2	;
	215	18404	2400000	1.384101	3.321842	0.8	2.3	25	0	2	;
	216	18409	2400000	1.486221	3.56693	0.8	2.3	25	0	2	;
	218	18401	2400000	1.833329	4.39999	0.8	2.3	25	0	2	;
	218	18399	2400000	0.709264	1.702234	0.8	2.3	25	0	2	;
	219	41173	2400000	10.879991	21.759981	0.8	2.3	30	0	2	;
	219	9671	2400000	7.669053	15.338106	0.8	2.3	30	0	2	;
	222	17861	2400000	0.708811	2.120477	0.8	2.3	30	0	2	;
	223	17862	2400000	0.888627	1.777254	0.8	2.3	30	0	2	;
	225	40644	2400000	0.339285	1.572877	0.8	2.3	30	0	2	;
	226	17866	2400000	0.743534	2.63405	0.8	2.3	30	0	2	;
	227	40621	2400000	3.370715	6.74143	0.8	2.3	30	0	2	;
	228	18579	2400000	17.77927	35.55854	0.8	2.3	30	0	2	;
	228	17624	2400000	11.425318	22.850636	0.8	2.3	30	0	2	;
	229	12814	2400000	3.135387	6.270774	0.8	2.3	30	0	2	;
	230	9313	2400000	1.258182	3.774545	0.8	2.3	20	0	2	;
	231	9652	2400000	3.439205	6.878409	0.8	2.3	30	0	2	;
	232	40628	2400000	3.793143	7.586285	0.8	2.3	30	0	2	;
	232	40627	2400000	5.673161	11.346322	0.8	2.3	30	0	2	;
	233	40631	2400000	4.792838	9.585675	0.8	2.3	30	0	2	;
	233	40630	2400000	2.71822	5.43644	0.8	2.3	30	0	2	;
	233	18511	2400000	1.136126	2.272251	0.8	2.3	30	0	2	;
	234	40624	2400000	2.059154	4.118308	0.8	2.3	30	0	2	;
	234	40623	2400000	3.796335	7.59267	0.8	2.3	30	0	2	;
	235	17704	2400000	3.121778	6.243556	0.8	2.3	30	0	2	;
	238	18482	2400000	0.618945	1.485468	0.8	2.3	25	0	2	;
	239	18483	2400000	0.6792	1.63008	0.8	2.3	25	0	2	;
	240	18485	2400000	0.900801	1.693736	0.8	2.3	25	0	2	;
	241	40645	2400000	0.598583	1.197167	0.8	2.3	30	0	2	;
	241	17623	2400000	1.396396	2.792791	0.8	2.3	30	0	2	;
	242	4972	4800000	0.115923	0.154564	0.8	2.3	45	0	2	;
	242	4581	2400000	13.236974	26.473948	0.8	2.3	30	0	2	;
	244	18564	2400000	0.499935	0.99987	0.8	2.3	30	0	2	;
	246	40632	2400000	0.577565	1.155129	0.8	2.3	30	0	2	;
	246	17658	2400000	1.185373	2.370747	0.8	2.3	30	0	2	;
	247	18514	2400000	1.15779	2.315579	0.8	2.3	30	0	2	;
	249	40626	2400000	0.494038	0.988075	0.8	2.3	30	0	2	;
	250	18169	2400000	0.343708	0.687416	0.8	2.3	30	0	2	;
	251	18168	2400000	0.253262	0.506523	0.8	2.3	30	0	2	;
	251	18163	2400000	0.568905	1.13781	0.8	2.3	30	0	2	;
	254	17563	2400000	3.761006	7.522013	0.8	2.3	30	0	2	;
	255	40642	2400000	7.756997	15.513994	0.8	2.3	30	0	2	;
	255	40641	2400000	2.200552	4.401105	0.8	2.3	30	0	2	;
	256	18581	2400000	0.996377	4.333412	0.8	2.3	30	0	2	;
	257	18608	2400000	1.960267	3.920534	0.8	2.3	30	0	2	;
	258	17560	2400000	1.549794	6.89706	0.8	2.3	30	0	2	;
	258	17556	2400000	0.737721	4.840213	0.8	2.3	30	0	2	;
	259	17558	2400000	1.645322	3.948773	0.8	2.3	25	0	2	;
	260	18548	2400000	0.741031	1.778474	0.8	2.3	25	0	2	;
	261	40635	2400000	7.996615	15.993231	0.8	2.3	30	0	2	;
	261	40634	2400000	2.446262	4.892525	0.8	2.3	30	0	2	;
	262	40636	2400000	2.599798	5.199595	0.8	2.3	30	0	2	;
	263	17595	2400000	0.514304	1.028607	0.8	2.3	30	0	2	;
	264	9774	2400000	0.429667	0.859334	0.8	2.3	30	0	2	;
	264	9720	2400000	0.205532	0.411065	0.8	2.3	30	0	2	;
	265	13116	2400000	0.613615	1.22723	0.8	2.3	30	0	2	;
	266	13256	2400000	3.381885	6.763771	0.8	2.3	30	0	2	;
	268	17748	2400000	4.062053	8.124105	0.8	2.3	30	0	2	;
	268	12970	2400000	5.080715	10.161429	0.8	2.3	30	0	2	;
	269	17724	2400000	1.389237	2.778474	0.8	2.3	30	0	2	;
	271	17748	2400000	2.62297	5.24594	0.8	2.3	30	0	2	;
	272	17955	2400000	2.467794	4.935588	0.8	2.3	30	0	2	;
	274	17981	2400000	3.773801	7.547601	0.8	2.3	30	0	2	;
	274	17958	2400000	4.81654	9.63308	0.8	2.3	30	0	2	;
	275	10266	2400000	0.932585	1.86517	0.8	2.3	30	0	2	;
	276	40491	2400000	2.689412	5.378824	0.8	2.3	30	0	2	;
	277	17956	2400000	0.517234	1.034467	0.8	2.3	30	0	2	;
	279	13105	2400000	8.989569	17.979137	0.8	2.3	30	0	2	;
	280	12821	2400000	1.58069	3.16138	0.8	2.3	30	0	2	;
	281	40619	2400000	3.078792	6.157584	0.8	2.3	30	0	2	;
	282	13106	2400000	9.58039	19.16078	0.8	2.3	30	0	2	;
	283	12993	2400000	4.087109	8.174218	0.8	2.3	30	0	2	;
	283	12992	2400000	4.536344	9.072688	0.8	2.3	30	0	2	;
	284	13013	2400000	3.941951	7.883903	0.8	2.3	30	0	2	;
	286	10257	2400000	0.809267	1.618534	0.8	2.3	30	0	2	;
	286	10256	2400000	0.811212	1.622424	0.8	2.3	30	0	2	;
	287	13002	2400000	1.712007	3.424013	0.8	2.3	30	0	2	;
	289	17935	2400000	0.545381	1.090762	0.8	2.3	30	0	2	;
	289	4834	4800000	0.621053	0.828071	0.8	2.3	45	0	2	;
	290	40614	2400000	0.937868	1.875736	0.8	2.3	30	0	2	;
	293	41224	2400000	3.538712	7.077423	0.8	2.3	30	0	2	;
	293	39673	2400000	0.812524	1.625047	0.8	2.3	30	0	2	;
	293	4850	4800000	4.91917	6.558894	0.8	2.3	45	0	2	;
	294	18670	2400000	2.915526	5.831052	0.8	2.3	30	0	2	;
	296	18844	2400000	1.48987	2.97974	0.8	2.3	30	0	2	;
	296	18840	2400000	1.52639	3.05278	0.8	2.3	30	0	2	;
	298	18862	2400000	0.687952	1.375905	0.8	2.3	30	0	2	;
	300	6695	2400000	6.87846	13.756919	0.8	2.3	30	0	2	;
	300	6689	2400000	5.131872	10.263744	0.8	2.3	30	0	2	;
	301	40608	2400000	4.865122	9.730245	0.8	2.3	30	0	2	;
	301	13143	2400000	8.023069	16.046139	0.8	2.3	30	0	2	;
	303	17871	2400000	5.045791	10.091582	0.8	2.3	30	0	2	;
	304	13151	2400000	3.13752	6.27504	0.8	2.3	30	0	2	;
	304	13138	2400000	6.580358	13.160716	0.8	2.3	30	0	2	;
	305	13135	2400000	1.162496	2.324993	0.8	2.3	30	0	2	;
	305	13130	2400000	0.780564	1.561128	0.8	2.3	30	0	2	;
	306	18651	2400000	2.331632	4.663264	0.8	2.3	30	0	2	;
	306	18650	2400000	0.874996	1.749992	0.8	2.3	30	0	2	;
	307	18655	2400000	3.024053	6.048106	0.8	2.3	30	0	2	;
	309	18632	2400000	6.373038	12.746077	0.8	2.3	30	0	2	;
	310	18621	2400000	1.852152	3.704304	0.8	2.3	30	0	2	;
	310	18619	2400000	2.778816	5.557632	0.8	2.3	30	0	2	;
	311	13278	2400000	1.355219	2.710437	0.8	2.3	30	0	2	;
	312	13280	2400000	2.297869	4.595738	0.8	2.3	30	0	2	;
	314	18673	2400000	4.277315	8.55463	0.8	2.3	30	0	2	;
	315	17589	2400000	0.822208	1.644415	0.8	2.3	30	0	2	;
	315	17588	2400000	1.454815	2.90963	0.8	2.3	30	0	2	;
	318	39737	2400000	0.673465	1.346929	0.8	2.3	30	0	2	;
	319	9790	2400000	1.515943	3.031885	0.8	2.3	30	0	2	;
	320	18699	2400000	1.090804	2.181608	0.8	2.3	30	0	2	;
	321	18760	2400000	2.955879	5.911759	0.8	2.3	30	0	2	;
	321	17585	2400000	1.18563	2.37126	0.8	2.3	30	0	2	;
	322	39736	2400000	2.490109	4.980217	0.8	2.3	30	0	2	;
	322	18769	2400000	1.598848	3.197695	0.8	2.3	30	0	2	;
	325	39751	2400000	0.189904	0.379807	0.8	2.3	30	0	2	;
	327	39740	2400000	0.540651	1.297563	0.8	2.3	25	0	2	;
	327	18638	2400000	0.491028	1.178468	0.8	2.3	25	0	2	;
	327	5056	4800000	0.257563	0.386345	0.8	2.3	45	0	2	;
	328	39741	2400000	0.47409	1.137817	0.8	2.3	25	0	2	;
	329	39750	2400000	0.453686	1.088846	0.8	2.3	25	0	2	;
	329	13275	2400000	0.6733	1.61592	0.8	2.3	25	0	2	;
	331	13275	2400000	0.832499	1.997997	0.8	2.3	25	0	2	;
	332	13272	2400000	0.75205	1.80492	0.8	2.3	25	0	2	;
	333	13271	2400000	0.46813	1.123512	0.8	2.3	25	0	2	;
	334	39747	2400000	0.283957	0.681496	0.8	2.3	25	0	2	;
	334	18644	2400000	0.45421	1.090103	0.8	2.3	25	0	2	;
	334	17514	2400000	0.38663	0.927911	0.8	2.3	25	0	2	;
	335	18645	2400000	0.452212	1.085309	0.8	2.3	25	0	2	;
	336	41235	2400000	0.481082	1.154596	0.8	2.3	25	0	2	;
	336	18641	2400000	0.49771	1.194504	0.8	2.3	25	0	2	;
	337	18642	2400000	0.176641	0.423939	0.8	2.3	25	0	2	;
	338	18763	2400000	0.32357	0.776569	0.8	2.3	25	0	2	;
	338	17504	2400000	0.326576	0.783784	0.8	2.3	25	0	2	;
	339	39742	2400000	0.326315	0.783157	0.8	2.3	25	0	2	;
	339	17509	2400000	0.476023	1.142456	0.8	2.3	25	0	2	;
	339	17508	2400000	0.654716	1.571318	0.8	2.3	25	0	2	;
	340	17512	2400000	0.451221	1.08293	0.8	2.3	25	0	2	;
	340	17511	2400000	0.286341	0.687218	0.8	2.3	25	0	2	;
	341	9279	2400000	0.758307	1.819937	0.8	2.3	25	0	2	;
	342	9778	2400000	0.540392	1.080784	0.8	2.3	30	0	2	;
	343	13268	2400000	0.480933	1.154239	0.8	2.3	25	0	2	;
	344	13274	2400000	0.950137	2.280328	0.8	2.3	25	0	2	;
	345	18631	2400000	1.435939	2.871878	0.8	2.3	30	0	2	;
	345	13276	2400000	1.61847	3.236941	0.8	2.3	30	0	2	;
