<NUMBER OF ZONES> 98											
<NUMBER OF NODES> 975											
<FIRST THRU NODE> 99											
<NUMBER OF LINKS> 2184											
<END OF METADATA> 											
											
											
~ 	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B 	Power 	Speed limit 	Toll 	Type 	; 
 	13	686	999999	0	0.0001	0	4	0	0	0	; 
 	13	974	999999	0	0.0001	0	4	0	0	0	; 
 	14	462	999999	0	0.0001	0	4	0	0	0	; 
 	14	463	999999	0	0.0001	0	4	0	0	0	; 
 	14	464	999999	0	0.0001	0	4	0	0	0	; 
 	14	467	999999	0	0.0001	0	4	0	0	0	; 
 	15	648	999999	0	0.0001	0	4	0	0	0	; 
 	15	658	999999	0	0.0001	0	4	0	0	0	; 
 	15	660	999999	0	0.0001	0	4	0	0	0	; 
 	15	674	999999	0	0.0001	0	4	0	0	0	; 
 	16	366	999999	0	0.0001	0	4	0	0	0	; 
 	16	767	999999	0	0.0001	0	4	0	0	0	; 
 	16	769	999999	0	0.0001	0	4	0	0	0	; 
 	16	770	999999	0	0.0001	0	4	0	0	0	; 
 	17	370	999999	0	0.0001	0	4	0	0	0	; 
 	17	471	999999	0	0.0001	0	4	0	0	0	; 
 	17	472	999999	0	0.0001	0	4	0	0	0	; 
 	17	474	999999	0	0.0001	0	4	0	0	0	; 
 	18	395	999999	0	0.0001	0	4	0	0	0	; 
 	18	454	999999	0	0.0001	0	4	0	0	0	; 
 	18	868	999999	0	0.0001	0	4	0	0	0	; 
 	18	870	999999	0	0.0001	0	4	0	0	0	; 
 	19	143	999999	0	0.0001	0	4	0	0	0	; 
 	19	286	999999	0	0.0001	0	4	0	0	0	; 
 	19	290	999999	0	0.0001	0	4	0	0	0	; 
 	19	804	999999	0	0.0001	0	4	0	0	0	; 
 	20	334	999999	0	0.0001	0	4	0	0	0	; 
 	20	335	999999	0	0.0001	0	4	0	0	0	; 
 	20	364	999999	0	0.0001	0	4	0	0	0	; 
 	20	367	999999	0	0.0001	0	4	0	0	0	; 
 	21	353	999999	0	0.0001	0	4	0	0	0	; 
 	21	360	999999	0	0.0001	0	4	0	0	0	; 
 	21	920	999999	0	0.0001	0	4	0	0	0	; 
 	21	922	999999	0	0.0001	0	4	0	0	0	; 
 	22	639	999999	0	0.0001	0	4	0	0	0	; 
 	22	641	999999	0	0.0001	0	4	0	0	0	; 
 	22	642	999999	0	0.0001	0	4	0	0	0	; 
 	22	938	999999	0	0.0001	0	4	0	0	0	; 
 	23	278	999999	0	0.0001	0	4	0	0	0	; 
 	23	875	999999	0	0.0001	0	4	0	0	0	; 
 	23	877	999999	0	0.0001	0	4	0	0	0	; 
 	23	878	999999	0	0.0001	0	4	0	0	0	; 
 	24	456	999999	0	0.0001	0	4	0	0	0	; 
 	24	733	999999	0	0.0001	0	4	0	0	0	; 
 	24	734	999999	0	0.0001	0	4	0	0	0	; 
 	24	735	999999	0	0.0001	0	4	0	0	0	; 
 	25	768	999999	0	0.0001	0	4	0	0	0	; 
 	25	772	999999	0	0.0001	0	4	0	0	0	; 
 	25	773	999999	0	0.0001	0	4	0	0	0	; 
 	25	775	999999	0	0.0001	0	4	0	0	0	; 
 	26	455	999999	0	0.0001	0	4	0	0	0	; 
 	26	768	999999	0	0.0001	0	4	0	0	0	; 
 	26	774	999999	0	0.0001	0	4	0	0	0	; 
 	26	826	999999	0	0.0001	0	4	0	0	0	; 
 	27	132	999999	0	0.0001	0	4	0	0	0	; 
 	27	200	999999	0	0.0001	0	4	0	0	0	; 
 	27	203	999999	0	0.0001	0	4	0	0	0	; 
 	27	268	999999	0	0.0001	0	4	0	0	0	; 
 	28	153	999999	0	0.0001	0	4	0	0	0	; 
 	28	158	999999	0	0.0001	0	4	0	0	0	; 
 	28	164	999999	0	0.0001	0	4	0	0	0	; 
 	28	167	999999	0	0.0001	0	4	0	0	0	; 
 	29	151	999999	0	0.0001	0	4	0	0	0	; 
 	29	152	999999	0	0.0001	0	4	0	0	0	; 
 	29	546	999999	0	0.0001	0	4	0	0	0	; 
 	29	549	999999	0	0.0001	0	4	0	0	0	; 
 	30	151	999999	0	0.0001	0	4	0	0	0	; 
 	30	152	999999	0	0.0001	0	4	0	0	0	; 
 	30	160	999999	0	0.0001	0	4	0	0	0	; 
 	30	953	999999	0	0.0001	0	4	0	0	0	; 
 	31	169	999999	0	0.0001	0	4	0	0	0	; 
 	31	171	999999	0	0.0001	0	4	0	0	0	; 
 	31	216	999999	0	0.0001	0	4	0	0	0	; 
 	31	217	999999	0	0.0001	0	4	0	0	0	; 
 	32	340	999999	0	0.0001	0	4	0	0	0	; 
 	32	341	999999	0	0.0001	0	4	0	0	0	; 
 	32	345	999999	0	0.0001	0	4	0	0	0	; 
 	32	352	999999	0	0.0001	0	4	0	0	0	; 
 	33	343	999999	0	0.0001	0	4	0	0	0	; 
 	33	347	999999	0	0.0001	0	4	0	0	0	; 
 	33	348	999999	0	0.0001	0	4	0	0	0	; 
 	33	476	999999	0	0.0001	0	4	0	0	0	; 
 	34	632	999999	0	0.0001	0	4	0	0	0	; 
 	34	633	999999	0	0.0001	0	4	0	0	0	; 
 	34	634	999999	0	0.0001	0	4	0	0	0	; 
 	34	637	999999	0	0.0001	0	4	0	0	0	; 
 	35	597	999999	0	0.0001	0	4	0	0	0	; 
 	35	710	999999	0	0.0001	0	4	0	0	0	; 
 	35	711	999999	0	0.0001	0	4	0	0	0	; 
 	35	712	999999	0	0.0001	0	4	0	0	0	; 
 	36	479	999999	0	0.0001	0	4	0	0	0	; 
 	36	493	999999	0	0.0001	0	4	0	0	0	; 
 	36	494	999999	0	0.0001	0	4	0	0	0	; 
 	36	497	999999	0	0.0001	0	4	0	0	0	; 
 	37	299	999999	0	0.0001	0	4	0	0	0	; 
 	37	739	999999	0	0.0001	0	4	0	0	0	; 
 	37	744	999999	0	0.0001	0	4	0	0	0	; 
 	37	846	999999	0	0.0001	0	4	0	0	0	; 
 	38	294	999999	0	0.0001	0	4	0	0	0	; 
 	38	749	999999	0	0.0001	0	4	0	0	0	; 
 	38	779	999999	0	0.0001	0	4	0	0	0	; 
 	38	782	999999	0	0.0001	0	4	0	0	0	; 
 	39	294	999999	0	0.0001	0	4	0	0	0	; 
 	39	297	999999	0	0.0001	0	4	0	0	0	; 
 	39	299	999999	0	0.0001	0	4	0	0	0	; 
 	39	739	999999	0	0.0001	0	4	0	0	0	; 
 	40	796	999999	0	0.0001	0	4	0	0	0	; 
 	40	800	999999	0	0.0001	0	4	0	0	0	; 
 	40	801	999999	0	0.0001	0	4	0	0	0	; 
 	40	897	999999	0	0.0001	0	4	0	0	0	; 
 	41	701	999999	0	0.0001	0	4	0	0	0	; 
 	41	704	999999	0	0.0001	0	4	0	0	0	; 
 	41	705	999999	0	0.0001	0	4	0	0	0	; 
 	41	736	999999	0	0.0001	0	4	0	0	0	; 
 	42	830	999999	0	0.0001	0	4	0	0	0	; 
 	42	912	999999	0	0.0001	0	4	0	0	0	; 
 	42	913	999999	0	0.0001	0	4	0	0	0	; 
 	42	915	999999	0	0.0001	0	4	0	0	0	; 
 	43	721	999999	0	0.0001	0	4	0	0	0	; 
 	43	794	999999	0	0.0001	0	4	0	0	0	; 
 	43	795	999999	0	0.0001	0	4	0	0	0	; 
 	43	796	999999	0	0.0001	0	4	0	0	0	; 
 	44	706	999999	0	0.0001	0	4	0	0	0	; 
 	44	708	999999	0	0.0001	0	4	0	0	0	; 
 	44	719	999999	0	0.0001	0	4	0	0	0	; 
 	44	724	999999	0	0.0001	0	4	0	0	0	; 
 	45	846	999999	0	0.0001	0	4	0	0	0	; 
 	45	930	999999	0	0.0001	0	4	0	0	0	; 
 	45	934	999999	0	0.0001	0	4	0	0	0	; 
 	45	936	999999	0	0.0001	0	4	0	0	0	; 
 	46	844	999999	0	0.0001	0	4	0	0	0	; 
 	46	860	999999	0	0.0001	0	4	0	0	0	; 
 	46	861	999999	0	0.0001	0	4	0	0	0	; 
 	46	863	999999	0	0.0001	0	4	0	0	0	; 
 	47	856	999999	0	0.0001	0	4	0	0	0	; 
 	47	857	999999	0	0.0001	0	4	0	0	0	; 
 	47	861	999999	0	0.0001	0	4	0	0	0	; 
 	47	864	999999	0	0.0001	0	4	0	0	0	; 
 	48	292	999999	0	0.0001	0	4	0	0	0	; 
 	48	302	999999	0	0.0001	0	4	0	0	0	; 
 	48	785	999999	0	0.0001	0	4	0	0	0	; 
 	48	789	999999	0	0.0001	0	4	0	0	0	; 
 	49	693	999999	0	0.0001	0	4	0	0	0	; 
 	49	696	999999	0	0.0001	0	4	0	0	0	; 
 	49	697	999999	0	0.0001	0	4	0	0	0	; 
 	49	698	999999	0	0.0001	0	4	0	0	0	; 
 	50	139	999999	0	0.0001	0	4	0	0	0	; 
 	50	584	999999	0	0.0001	0	4	0	0	0	; 
 	50	586	999999	0	0.0001	0	4	0	0	0	; 
 	50	587	999999	0	0.0001	0	4	0	0	0	; 
 	51	529	999999	0	0.0001	0	4	0	0	0	; 
 	51	530	999999	0	0.0001	0	4	0	0	0	; 
 	51	531	999999	0	0.0001	0	4	0	0	0	; 
 	51	951	999999	0	0.0001	0	4	0	0	0	; 
 	52	247	999999	0	0.0001	0	4	0	0	0	; 
 	52	248	999999	0	0.0001	0	4	0	0	0	; 
 	52	369	999999	0	0.0001	0	4	0	0	0	; 
 	52	370	999999	0	0.0001	0	4	0	0	0	; 
 	53	247	999999	0	0.0001	0	4	0	0	0	; 
 	53	248	999999	0	0.0001	0	4	0	0	0	; 
 	53	249	999999	0	0.0001	0	4	0	0	0	; 
 	53	250	999999	0	0.0001	0	4	0	0	0	; 
 	54	209	999999	0	0.0001	0	4	0	0	0	; 
 	54	211	999999	0	0.0001	0	4	0	0	0	; 
 	54	213	999999	0	0.0001	0	4	0	0	0	; 
 	54	218	999999	0	0.0001	0	4	0	0	0	; 
 	55	420	999999	0	0.0001	0	4	0	0	0	; 
 	55	421	999999	0	0.0001	0	4	0	0	0	; 
 	55	425	999999	0	0.0001	0	4	0	0	0	; 
 	55	426	999999	0	0.0001	0	4	0	0	0	; 
 	56	121	999999	0	0.0001	0	4	0	0	0	; 
 	56	122	999999	0	0.0001	0	4	0	0	0	; 
 	56	129	999999	0	0.0001	0	4	0	0	0	; 
 	56	449	999999	0	0.0001	0	4	0	0	0	; 
 	57	276	999999	0	0.0001	0	4	0	0	0	; 
 	57	354	999999	0	0.0001	0	4	0	0	0	; 
 	57	356	999999	0	0.0001	0	4	0	0	0	; 
 	57	358	999999	0	0.0001	0	4	0	0	0	; 
 	58	124	999999	0	0.0001	0	4	0	0	0	; 
 	58	125	999999	0	0.0001	0	4	0	0	0	; 
 	58	277	999999	0	0.0001	0	4	0	0	0	; 
 	58	285	999999	0	0.0001	0	4	0	0	0	; 
 	59	264	999999	0	0.0001	0	4	0	0	0	; 
 	59	269	999999	0	0.0001	0	4	0	0	0	; 
 	59	457	999999	0	0.0001	0	4	0	0	0	; 
 	59	700	999999	0	0.0001	0	4	0	0	0	; 
 	60	263	999999	0	0.0001	0	4	0	0	0	; 
 	60	265	999999	0	0.0001	0	4	0	0	0	; 
 	60	267	999999	0	0.0001	0	4	0	0	0	; 
 	60	272	999999	0	0.0001	0	4	0	0	0	; 
 	61	264	999999	0	0.0001	0	4	0	0	0	; 
 	61	269	999999	0	0.0001	0	4	0	0	0	; 
 	61	270	999999	0	0.0001	0	4	0	0	0	; 
 	61	700	999999	0	0.0001	0	4	0	0	0	; 
 	62	204	999999	0	0.0001	0	4	0	0	0	; 
 	62	206	999999	0	0.0001	0	4	0	0	0	; 
 	62	264	999999	0	0.0001	0	4	0	0	0	; 
 	62	266	999999	0	0.0001	0	4	0	0	0	; 
 	63	268	999999	0	0.0001	0	4	0	0	0	; 
 	63	272	999999	0	0.0001	0	4	0	0	0	; 
 	63	273	999999	0	0.0001	0	4	0	0	0	; 
 	63	323	999999	0	0.0001	0	4	0	0	0	; 
 	64	545	999999	0	0.0001	0	4	0	0	0	; 
 	64	551	999999	0	0.0001	0	4	0	0	0	; 
 	64	554	999999	0	0.0001	0	4	0	0	0	; 
 	64	644	999999	0	0.0001	0	4	0	0	0	; 
 	65	144	999999	0	0.0001	0	4	0	0	0	; 
 	65	184	999999	0	0.0001	0	4	0	0	0	; 
 	65	551	999999	0	0.0001	0	4	0	0	0	; 
 	65	555	999999	0	0.0001	0	4	0	0	0	; 
 	66	144	999999	0	0.0001	0	4	0	0	0	; 
 	66	145	999999	0	0.0001	0	4	0	0	0	; 
 	66	146	999999	0	0.0001	0	4	0	0	0	; 
 	66	219	999999	0	0.0001	0	4	0	0	0	; 
 	67	552	999999	0	0.0001	0	4	0	0	0	; 
 	67	583	999999	0	0.0001	0	4	0	0	0	; 
 	67	584	999999	0	0.0001	0	4	0	0	0	; 
 	67	617	999999	0	0.0001	0	4	0	0	0	; 
 	68	602	999999	0	0.0001	0	4	0	0	0	; 
 	68	609	999999	0	0.0001	0	4	0	0	0	; 
 	68	612	999999	0	0.0001	0	4	0	0	0	; 
 	68	941	999999	0	0.0001	0	4	0	0	0	; 
 	69	602	999999	0	0.0001	0	4	0	0	0	; 
 	69	604	999999	0	0.0001	0	4	0	0	0	; 
 	69	612	999999	0	0.0001	0	4	0	0	0	; 
 	69	939	999999	0	0.0001	0	4	0	0	0	; 
 	70	147	999999	0	0.0001	0	4	0	0	0	; 
 	70	163	999999	0	0.0001	0	4	0	0	0	; 
 	70	175	999999	0	0.0001	0	4	0	0	0	; 
 	70	522	999999	0	0.0001	0	4	0	0	0	; 
 	71	344	999999	0	0.0001	0	4	0	0	0	; 
 	71	346	999999	0	0.0001	0	4	0	0	0	; 
 	71	349	999999	0	0.0001	0	4	0	0	0	; 
 	71	350	999999	0	0.0001	0	4	0	0	0	; 
 	72	515	999999	0	0.0001	0	4	0	0	0	; 
 	72	524	999999	0	0.0001	0	4	0	0	0	; 
 	72	526	999999	0	0.0001	0	4	0	0	0	; 
 	72	527	999999	0	0.0001	0	4	0	0	0	; 
 	73	435	999999	0	0.0001	0	4	0	0	0	; 
 	73	445	999999	0	0.0001	0	4	0	0	0	; 
 	73	507	999999	0	0.0001	0	4	0	0	0	; 
 	73	508	999999	0	0.0001	0	4	0	0	0	; 
 	74	338	999999	0	0.0001	0	4	0	0	0	; 
 	74	342	999999	0	0.0001	0	4	0	0	0	; 
 	74	509	999999	0	0.0001	0	4	0	0	0	; 
 	74	957	999999	0	0.0001	0	4	0	0	0	; 
 	75	558	999999	0	0.0001	0	4	0	0	0	; 
 	75	559	999999	0	0.0001	0	4	0	0	0	; 
 	75	585	999999	0	0.0001	0	4	0	0	0	; 
 	75	608	999999	0	0.0001	0	4	0	0	0	; 
 	76	534	999999	0	0.0001	0	4	0	0	0	; 
 	76	543	999999	0	0.0001	0	4	0	0	0	; 
 	76	601	999999	0	0.0001	0	4	0	0	0	; 
 	76	603	999999	0	0.0001	0	4	0	0	0	; 
 	77	479	999999	0	0.0001	0	4	0	0	0	; 
 	77	480	999999	0	0.0001	0	4	0	0	0	; 
 	77	483	999999	0	0.0001	0	4	0	0	0	; 
 	77	484	999999	0	0.0001	0	4	0	0	0	; 
 	78	771	999999	0	0.0001	0	4	0	0	0	; 
 	78	776	999999	0	0.0001	0	4	0	0	0	; 
 	78	777	999999	0	0.0001	0	4	0	0	0	; 
 	78	778	999999	0	0.0001	0	4	0	0	0	; 
 	79	303	999999	0	0.0001	0	4	0	0	0	; 
 	79	738	999999	0	0.0001	0	4	0	0	0	; 
 	79	742	999999	0	0.0001	0	4	0	0	0	; 
 	79	779	999999	0	0.0001	0	4	0	0	0	; 
 	80	102	999999	0	0.0001	0	4	0	0	0	; 
 	80	776	999999	0	0.0001	0	4	0	0	0	; 
 	80	777	999999	0	0.0001	0	4	0	0	0	; 
 	80	959	999999	0	0.0001	0	4	0	0	0	; 
 	81	322	999999	0	0.0001	0	4	0	0	0	; 
 	81	324	999999	0	0.0001	0	4	0	0	0	; 
 	81	374	999999	0	0.0001	0	4	0	0	0	; 
 	81	378	999999	0	0.0001	0	4	0	0	0	; 
 	82	571	999999	0	0.0001	0	4	0	0	0	; 
 	82	574	999999	0	0.0001	0	4	0	0	0	; 
 	82	575	999999	0	0.0001	0	4	0	0	0	; 
 	82	579	999999	0	0.0001	0	4	0	0	0	; 
 	83	224	999999	0	0.0001	0	4	0	0	0	; 
 	83	225	999999	0	0.0001	0	4	0	0	0	; 
 	83	238	999999	0	0.0001	0	4	0	0	0	; 
 	83	274	999999	0	0.0001	0	4	0	0	0	; 
 	84	209	999999	0	0.0001	0	4	0	0	0	; 
 	84	307	999999	0	0.0001	0	4	0	0	0	; 
 	84	308	999999	0	0.0001	0	4	0	0	0	; 
 	84	309	999999	0	0.0001	0	4	0	0	0	; 
 	85	110	999999	0	0.0001	0	4	0	0	0	; 
 	85	355	999999	0	0.0001	0	4	0	0	0	; 
 	85	361	999999	0	0.0001	0	4	0	0	0	; 
 	85	625	999999	0	0.0001	0	4	0	0	0	; 
 	86	272	999999	0	0.0001	0	4	0	0	0	; 
 	86	273	999999	0	0.0001	0	4	0	0	0	; 
 	86	310	999999	0	0.0001	0	4	0	0	0	; 
 	86	323	999999	0	0.0001	0	4	0	0	0	; 
 	87	620	999999	0	0.0001	0	4	0	0	0	; 
 	87	643	999999	0	0.0001	0	4	0	0	0	; 
 	87	924	999999	0	0.0001	0	4	0	0	0	; 
 	87	925	999999	0	0.0001	0	4	0	0	0	; 
 	88	401	999999	0	0.0001	0	4	0	0	0	; 
 	88	402	999999	0	0.0001	0	4	0	0	0	; 
 	88	546	999999	0	0.0001	0	4	0	0	0	; 
 	88	548	999999	0	0.0001	0	4	0	0	0	; 
 	89	147	999999	0	0.0001	0	4	0	0	0	; 
 	89	148	999999	0	0.0001	0	4	0	0	0	; 
 	89	163	999999	0	0.0001	0	4	0	0	0	; 
 	89	175	999999	0	0.0001	0	4	0	0	0	; 
 	90	108	999999	0	0.0001	0	4	0	0	0	; 
 	90	518	999999	0	0.0001	0	4	0	0	0	; 
 	90	520	999999	0	0.0001	0	4	0	0	0	; 
 	90	521	999999	0	0.0001	0	4	0	0	0	; 
 	91	187	999999	0	0.0001	0	4	0	0	0	; 
 	91	188	999999	0	0.0001	0	4	0	0	0	; 
 	91	215	999999	0	0.0001	0	4	0	0	0	; 
 	91	611	999999	0	0.0001	0	4	0	0	0	; 
 	92	257	999999	0	0.0001	0	4	0	0	0	; 
 	92	611	999999	0	0.0001	0	4	0	0	0	; 
 	92	711	999999	0	0.0001	0	4	0	0	0	; 
 	92	839	999999	0	0.0001	0	4	0	0	0	; 
 	93	597	999999	0	0.0001	0	4	0	0	0	; 
 	93	611	999999	0	0.0001	0	4	0	0	0	; 
 	93	710	999999	0	0.0001	0	4	0	0	0	; 
 	93	716	999999	0	0.0001	0	4	0	0	0	; 
 	94	311	999999	0	0.0001	0	4	0	0	0	; 
 	94	312	999999	0	0.0001	0	4	0	0	0	; 
 	94	764	999999	0	0.0001	0	4	0	0	0	; 
 	94	765	999999	0	0.0001	0	4	0	0	0	; 
 	95	190	999999	0	0.0001	0	4	0	0	0	; 
 	95	199	999999	0	0.0001	0	4	0	0	0	; 
 	95	517	999999	0	0.0001	0	4	0	0	0	; 
 	95	967	999999	0	0.0001	0	4	0	0	0	; 
 	96	738	999999	0	0.0001	0	4	0	0	0	; 
 	96	745	999999	0	0.0001	0	4	0	0	0	; 
 	96	777	999999	0	0.0001	0	4	0	0	0	; 
 	96	894	999999	0	0.0001	0	4	0	0	0	; 
 	97	835	999999	0	0.0001	0	4	0	0	0	; 
 	98	518	999999	0	0.0001	0	4	0	0	0	; 
 	98	519	999999	0	0.0001	0	4	0	0	0	; 
 	102	80	999999	0	0.0001	0	4	0	0	0	; 
 	108	90	999999	0	0.0001	0	4	0	0	0	; 
 	110	85	999999	0	0.0001	0	4	0	0	0	; 
 	121	56	999999	0	0.0001	0	4	0	0	0	; 
 	122	56	999999	0	0.0001	0	4	0	0	0	; 
 	124	58	999999	0	0.0001	0	4	0	0	0	; 
 	125	58	999999	0	0.0001	0	4	0	0	0	; 
 	129	56	999999	0	0.0001	0	4	0	0	0	; 
 	132	27	999999	0	0.0001	0	4	0	0	0	; 
 	139	50	999999	0	0.0001	0	4	0	0	0	; 
 	143	19	999999	0	0.0001	0	4	0	0	0	; 
 	144	65	999999	0	0.0001	0	4	0	0	0	; 
 	144	66	999999	0	0.0001	0	4	0	0	0	; 
 	145	66	999999	0	0.0001	0	4	0	0	0	; 
 	146	66	999999	0	0.0001	0	4	0	0	0	; 
 	147	70	999999	0	0.0001	0	4	0	0	0	; 
 	147	89	999999	0	0.0001	0	4	0	0	0	; 
 	148	89	999999	0	0.0001	0	4	0	0	0	; 
 	151	29	999999	0	0.0001	0	4	0	0	0	; 
 	151	30	999999	0	0.0001	0	4	0	0	0	; 
 	152	29	999999	0	0.0001	0	4	0	0	0	; 
 	152	30	999999	0	0.0001	0	4	0	0	0	; 
 	153	28	999999	0	0.0001	0	4	0	0	0	; 
 	158	28	999999	0	0.0001	0	4	0	0	0	; 
 	160	30	999999	0	0.0001	0	4	0	0	0	; 
 	163	70	999999	0	0.0001	0	4	0	0	0	; 
 	163	89	999999	0	0.0001	0	4	0	0	0	; 
 	164	28	999999	0	0.0001	0	4	0	0	0	; 
 	167	28	999999	0	0.0001	0	4	0	0	0	; 
 	169	31	999999	0	0.0001	0	4	0	0	0	; 
 	171	31	999999	0	0.0001	0	4	0	0	0	; 
 	175	70	999999	0	0.0001	0	4	0	0	0	; 
 	175	89	999999	0	0.0001	0	4	0	0	0	; 
 	184	65	999999	0	0.0001	0	4	0	0	0	; 
 	187	91	999999	0	0.0001	0	4	0	0	0	; 
 	188	91	999999	0	0.0001	0	4	0	0	0	; 
 	190	95	999999	0	0.0001	0	4	0	0	0	; 
 	199	95	999999	0	0.0001	0	4	0	0	0	; 
 	200	27	999999	0	0.0001	0	4	0	0	0	; 
 	203	27	999999	0	0.0001	0	4	0	0	0	; 
 	204	62	999999	0	0.0001	0	4	0	0	0	; 
 	206	62	999999	0	0.0001	0	4	0	0	0	; 
 	209	54	999999	0	0.0001	0	4	0	0	0	; 
 	209	84	999999	0	0.0001	0	4	0	0	0	; 
 	211	54	999999	0	0.0001	0	4	0	0	0	; 
 	213	54	999999	0	0.0001	0	4	0	0	0	; 
 	215	91	999999	0	0.0001	0	4	0	0	0	; 
 	216	31	999999	0	0.0001	0	4	0	0	0	; 
 	217	31	999999	0	0.0001	0	4	0	0	0	; 
 	218	54	999999	0	0.0001	0	4	0	0	0	; 
 	219	66	999999	0	0.0001	0	4	0	0	0	; 
 	222	7	999999	0	0.0001	0	4	0	0	0	; 
 	223	7	999999	0	0.0001	0	4	0	0	0	; 
 	224	83	999999	0	0.0001	0	4	0	0	0	; 
 	225	83	999999	0	0.0001	0	4	0	0	0	; 
 	232	7	999999	0	0.0001	0	4	0	0	0	; 
 	238	83	999999	0	0.0001	0	4	0	0	0	; 
 	241	7	999999	0	0.0001	0	4	0	0	0	; 
 	247	52	999999	0	0.0001	0	4	0	0	0	; 
 	247	53	999999	0	0.0001	0	4	0	0	0	; 
 	248	52	999999	0	0.0001	0	4	0	0	0	; 
 	248	53	999999	0	0.0001	0	4	0	0	0	; 
 	249	53	999999	0	0.0001	0	4	0	0	0	; 
 	250	53	999999	0	0.0001	0	4	0	0	0	; 
 	257	92	999999	0	0.0001	0	4	0	0	0	; 
 	258	11	999999	0	0.0001	0	4	0	0	0	; 
 	263	60	999999	0	0.0001	0	4	0	0	0	; 
 	264	59	999999	0	0.0001	0	4	0	0	0	; 
 	264	61	999999	0	0.0001	0	4	0	0	0	; 
 	264	62	999999	0	0.0001	0	4	0	0	0	; 
 	265	60	999999	0	0.0001	0	4	0	0	0	; 
 	266	62	999999	0	0.0001	0	4	0	0	0	; 
 	267	60	999999	0	0.0001	0	4	0	0	0	; 
 	268	27	999999	0	0.0001	0	4	0	0	0	; 
 	268	63	999999	0	0.0001	0	4	0	0	0	; 
 	269	59	999999	0	0.0001	0	4	0	0	0	; 
 	269	61	999999	0	0.0001	0	4	0	0	0	; 
 	270	61	999999	0	0.0001	0	4	0	0	0	; 
 	272	60	999999	0	0.0001	0	4	0	0	0	; 
 	272	63	999999	0	0.0001	0	4	0	0	0	; 
 	272	86	999999	0	0.0001	0	4	0	0	0	; 
 	273	63	999999	0	0.0001	0	4	0	0	0	; 
 	273	86	999999	0	0.0001	0	4	0	0	0	; 
 	274	83	999999	0	0.0001	0	4	0	0	0	; 
 	276	57	999999	0	0.0001	0	4	0	0	0	; 
