ODtype	Origin	Destination	Demand	Cost
Regular	3	8	1.0	22.454156519424956
Regular	3	9	57.1	19.573502674373273
Regular	3	10	62.4	17.204292483048853
Regular	3	11	1.0	16.891937369065918
Regular	3	12	33.4	14.988798793641404
Regular	3	13	37.2	14.690690788615708
Regular	3	14	1.0	8.47822347342583
Regular	3	15	241.6	7.0028173239974825
Regular	3	16	15.6	8.105394478920456
Regular	3	17	102.6	11.272952735344541
Regular	3	18	159.1	13.569397180387462
Regular	3	19	71.1	16.12703710892883
Regular	3	20	385.6	21.482135871932606
Regular	3	21	109.6	19.746693902411323
Regular	3	22	78.1	22.816306136922016
Regular	3	23	25.1	23.114025597164037
Regular	3	24	32.8	5.799457829783086
Regular	3	25	687.5	7.178079602286159
Regular	3	26	27.3	11.839693825402922
Regular	3	27	21.4	10.461981598803433
Regular	3	28	82.9	10.761367597967203
Regular	3	29	109.6	14.048968494754156
Regular	3	30	132.1	11.153838312232331
Regular	3	32	69.9	14.626242979605987
Regular	3	417	234.5	13.767654217911154
Regular	3	33	61.1	14.35721866779008
Regular	3	34	101.6	15.453587750030454
Regular	3	35	58.7	17.663618370572443
Regular	3	36	43.4	16.72326256383403
Regular	3	37	13.6	16.59718865572908
Regular	3	38	116.9	19.964795639534273
Regular	4	1	1222.5	12.91242020721262
Regular	4	2	2106.7	18.016610202717168
Regular	4	3	938.6	9.536773747444762
Regular	4	5	665.9	15.356842642897615
Regular	4	6	988.8	18.861488126951848
Regular	4	7	769.8	17.93249821835485
Regular	4	8	1.0	19.78774833101717
Regular	4	9	91.6	16.907094485965736
Regular	4	10	108.6	14.91129533442728
Regular	4	11	1.0	14.598609537687967
Regular	4	12	47.8	14.976896477000704
Regular	4	13	61.0	15.275506799310419
Regular	4	14	1.0	12.812078285663992
Regular	4	15	651.9	11.336672136235645
Regular	4	16	27.7	9.008760084945143
Regular	4	17	166.3	9.21392281712153
Regular	4	18	297.6	11.510367262164449
Regular	4	19	155.6	14.068007190705815
Regular	4	20	601.6	19.42310595370959
Regular	4	21	191.1	17.68766398418831
Regular	4	22	132.6	20.149897948514067
Regular	4	23	37.8	20.44761740875613
Regular	4	24	62.4	7.704398614123991
Regular	4	25	881.0	9.083020386627062
Regular	4	26	53.6	12.126008593532669
Regular	4	27	36.1	8.169184437331085
Regular	4	28	107.7	8.468801748153176
Regular	4	29	179.9	11.75564066337631
Regular	4	30	301.6	9.09480839400932
Regular	4	32	119.4	12.333739118458832
Regular	4	417	508.9	11.474713682972162
Regular	4	33	94.3	12.063890836412192
Regular	4	34	167.5	13.390232572163459
Regular	4	35	98.7	14.997210182164492
Regular	4	36	74.6	14.05685437542575
Regular	4	37	21.7	14.538158737506066
Regular	4	38	199.9	17.298387451126327
Regular	5	1	243.4	19.89508548966218
Regular	5	2	419.2	24.86111462362632
Regular	5	3	145.3	16.381278168353916
Regular	5	4	311.6	13.305501237385151
Regular	5	6	195.6	14.397010792733646
Regular	5	7	158.7	17.002463832122658
Regular	5	8	1.0	14.767485899828127
Regular	5	9	19.8	17.246075315262235
Regular	5	10	21.3	19.714889699928527
Regular	5	11	1.0	20.096571182533648
Regular	5	12	6.8	21.959561759450263
Regular	5	13	13.6	22.015161085111217
Regular	5	14	1.0	19.656582706573143
Regular	5	15	71.6	18.1811765571448
Regular	5	16	4.4	15.853264505854295
Regular	5	17	31.3	13.202379085656753
Regular	5	18	46.9	9.414912695988438
Regular	5	19	31.8	7.131203067517966
Regular	5	20	166.6	7.135704308150476
Regular	5	21	48.7	6.627732868179096
Regular	5	22	24.8	10.635385097625731
Regular	5	23	15.3	12.939662668803223
Regular	5	24	7.8	14.548903035033142
Regular	5	25	184.7	15.927524807536216
Regular	5	26	7.5	19.108673875982216
Regular	5	27	5.1	13.667146082176696
Regular	5	28	22.2	13.966763392998788
Regular	5	29	41.6	17.16904514839858
Regular	5	30	57.1	9.222235221886674
Regular	5	32	24.6	16.802859789954923
Regular	5	33	22.6	16.86555332521408
Regular	5	418	109.7	12.520713450872213
Regular	5	34	45.7	5.776378843371401
Regular	5	35	21.6	11.777143331154319
Regular	5	36	11.4	14.395645924749573
Regular	5	37	7.0	3.478227621496857
Regular	5	38	38.5	9.79043271117345
Regular	6	1	637.4	13.816127564958252
Regular	6	2	1089.9	19.96728114413135
Regular	6	3	381.8	18.737925886845062
Regular	6	4	812.1	15.38161777066008
Regular	6	5	338.2	13.722575873057588
Regular	6	7	477.9	8.867127471825897
Regular	6	8	1.0	6.632149539531372
Regular	6	9	73.6	8.236874369187449
Regular	6	10	54.3	10.705247212529981
Regular	6	11	1.0	11.311081323047297
Regular	6	12	32.4	14.571901716580511
Regular	6	13	35.7	14.870512038890295
Regular	6	14	1.0	21.34861856718526
Regular	6	15	179.1	20.537824275635945
Regular	6	16	11.8	18.209912224345445
Regular	6	17	79.1	16.89958013043229
Regular	6	18	131.4	18.069495042348194
Regular	6	19	62.2	16.888470983466018
Regular	6	20	366.0	16.12819063313954
Regular	6	21	96.8	11.447083405883232
Regular	6	22	88.2	7.298782410510391
Regular	6	23	27.3	6.998037956783474
Regular	6	24	18.5	16.08065108672208
Regular	6	25	491.4	14.673973366213257
Regular	6	26	21.1	11.721013833112513
Regular	6	27	14.2	11.400977725345188
Regular	6	28	56.2	11.102573997888042
Regular	6	29	101.6	8.159402661001705
Regular	6	30	108.6	13.47198075999222
Regular	6	32	82.6	8.534674485614442
Regular	6	33	72.6	7.855910837817263
Regular	6	418	281.4	11.510708037101685
Regular	6	34	88.6	12.448765254316905
Regular	6	35	67.7	6.448548547348634
Regular	6	36	47.3	5.38607655327144
Regular	6	37	13.9	10.629210683016634
Regular	6	38	132.7	4.1480834995774725
Regular	7	1	682.3	12.50973454984475
Regular	7	2	1191.8	18.70661417008163
Regular	7	3	431.1	17.813534455363207
Regular	7	4	883.4	14.457226339178225
Regular	7	5	379.6	16.485490635269038
Regular	7	6	646.4	8.991138529642061
Regular	7	8	1.0	10.01625651419898
Regular	7	9	63.3	7.4350453750431535
Regular	7	10	74.6	9.398854197416494
Regular	7	11	1.0	10.004688307933868
Regular	7	12	35.8	13.26550870146706
Regular	7	13	33.9	13.564119023776774
Regular	7	14	1.0	20.04222555207194
Regular	7	15	172.3	19.61343284415409
Regular	7	16	12.7	17.285520792863586
Regular	7	17	72.4	15.975188698950435
Regular	7	18	111.0	17.145103610866343
Regular	7	19	69.6	18.584272115859317
Regular	7	20	352.2	18.89110539535099
Regular	7	21	107.4	14.209998168094682
Regular	7	22	93.1	10.061697172721843
Regular	7	23	25.8	9.760952718994925
Regular	7	24	26.8	14.774258071608912
Regular	7	25	478.0	13.36758035109975
Regular	7	26	29.3	10.414620817999024
Regular	7	27	16.0	10.094584710231663
Regular	7	28	61.6	9.796180982774587
Regular	7	29	101.9	6.853009645888217
Regular	7	30	139.8	12.54758932851037
Regular	7	32	86.4	7.274007511564707
Regular	7	33	73.4	6.549517822703807
Regular	7	418	295.2	10.58631660561983
Regular	7	34	92.4	12.232935594507472
Regular	7	35	72.4	6.232632517817743
Regular	7	36	55.6	4.584247559127139
Regular	7	37	9.7	13.392125445228084
Regular	7	38	156.9	6.910998261788923
Regular	8	1	44.3	14.160598410467356
Regular	8	2	95.3	20.61870818897144
Regular	8	3	1.3	20.423247217858254
Regular	8	4	28.1	17.06693910167327
Regular	8	5	26.6	14.533111870421608
Regular	8	6	33.8	6.069866465272078
Regular	8	7	35.8	8.235121822041245
Regular	8	9	13.8	8.581345214696578
Regular	8	10	1.5	11.049718058039105
Regular	8	11	1.0	11.655552168556477
Regular	8	12	1.5	14.916372562089668
Regular	8	13	7.0	15.214982884399381
Regular	8	14	1.0	21.69308941269465
Regular	8	15	49.8	22.127177613649817
Regular	8	16	2.0	19.89523355535863
Regular	8	17	23.0	18.584901461445483
Regular	8	18	31.5	19.754816373361407
Regular	8	19	14.4	17.69900698083004
Regular	8	20	63.1	16.93872663050356
Regular	8	21	12.8	12.257619403247253
Regular	8	22	7.8	8.109318407874412
Regular	8	23	1.0	7.808573954147496
Regular	8	24	1.8	16.425121932231107
Regular	8	25	45.8	15.01844421172236
Regular	8	26	1.3	12.065484678621631
Regular	8	27	1.6	11.74544857085427
Regular	8	28	6.9	11.447044843397194
Regular	8	29	17.4	8.503873506510825
Regular	8	30	17.1	15.157302091005414
Regular	8	32	7.4	10.20134308816619
Regular	8	33	19.3	8.200381683326416
Regular	8	418	51.6	13.196029368114877
Regular	8	34	5.1	13.259301251680915
Regular	8	35	6.3	7.259084544712654
Regular	8	36	1.3	5.730547398780563
Regular	8	37	1.0	11.439746680380654
Regular	8	38	41.8	4.958619496941494
Regular	9	1	198.6	11.28171520685621
Regular	9	2	293.5	17.73982498536029
Regular	9	3	132.6	19.053103333823344
Regular	9	4	201.4	15.696795217638362
Regular	9	5	75.9	17.05032907571523
Regular	9	6	157.6	7.849436439586418
Regular	9	7	99.3	6.815677117488644
Regular	9	8	1.0	8.581971349216056
Regular	9	10	49.8	8.170834854427957
Regular	9	11	1.0	8.776668964945332
Regular	9	12	7.8	12.03748935847852
Regular	9	13	3.1	12.336099680788235
Regular	9	14	1.0	18.814206209083505
Regular	9	15	1.0	19.24829441003866
Regular	9	16	3.8	18.23205278954665
Regular	9	17	21.6	17.2150123576902
Regular	9	18	38.8	18.384927269603832
Regular	9	19	17.3	19.22175967601871
Regular	9	20	97.1	19.45594383579892
Regular	9	21	58.4	14.774836608541198
Regular	9	22	51.4	10.626535613168398
Regular	9	23	26.3	10.325791159441463
Regular	9	24	21.1	13.546238728620159
Regular	9	25	236.4	12.139561008111214
Regular	9	26	26.3	9.186601475010486
Regular	9	27	7.6	8.866565367243124
Regular	9	28	23.8	8.568161639786048
Regular	9	29	42.6	5.624990302899679
Regular	9	30	63.0	13.787316112433405
Regular	9	32	43.8	7.32245988455506
Regular	9	33	8.5	5.321498479715269
Regular	9	418	59.1	11.825885484079967
Regular	9	34	41.4	12.87064500139139
Regular	9	35	31.3	6.870548881248679
Regular	9	36	43.1	3.1507118292853953
Regular	9	37	7.1	13.956963885674533
Regular	9	38	44.1	7.475836702235427
Regular	10	1	12.3	8.808694467437295
Regular	10	2	21.1	15.266172897861875
Regular	10	3	9.5	16.869754349199233
Regular	10	4	13.1	18.927918403818488
Regular	10	5	5.8	19.672850256682217
Regular	10	6	11.1	10.471476775728929
Regular	10	7	5.8	9.437717453631947
Regular	10	8	1.0	11.204011685359324
Regular	10	9	1.0	8.323357840307635
Regular	10	11	1.0	6.303648225526416
Regular	10	12	1.8	9.564468619059596
Regular	10	13	1.0	9.863078941369311
Regular	10	14	1.0	16.34118546966457
Regular	10	15	1.0	16.77527367061973
Regular	10	16	1.0	15.759032050127717
Regular	10	17	1.0	13.604240593326894
Regular	10	18	2.5	16.586916970555844
Regular	10	19	1.8	19.144556899097214
Regular	10	20	1.0	22.077984171940606
Regular	10	21	4.6	17.39687694468449
Regular	10	22	3.0	13.248575949311624
Regular	10	23	1.0	12.948644249081262
Regular	10	24	2.0	11.073217989201229
Regular	10	25	12.5	9.666540268692305
Regular	10	26	2.3	6.713580735591569
Regular	10	27	1.8	6.3935446278242125
Regular	10	28	2.8	6.0951409003671335
Regular	10	29	2.0	3.1519695634807636
Regular	10	30	4.0	12.489336592779225
Regular	10	32	3.3	4.849439145136144
Regular	10	417	3.3	7.488112793140953
Regular	10	33	1.0	3.1506748616991485
Regular	10	34	2.0	14.873624634096247
Regular	10	35	2.5	8.873321557406715
Regular	10	36	2.3	5.473117729767797
Regular	10	37	1.3	16.57981697531449
Regular	10	38	3.8	10.097877038378725
Regular	11	1	35.8	8.505075718832712
Regular	11	2	58.8	14.96255414925727
Regular	11	3	22.8	16.566135600594684
Regular	11	4	45.8	18.624299655213935
Regular	11	5	12.0	20.12977360268445
Regular	11	6	14.8	11.089610415671343
Regular	11	7	21.1	10.055851093573814
Regular	11	8	1.0	11.822145325301165
Regular	11	9	1.0	8.941491480249477
Regular	11	10	17.8	6.31271527366108
Regular	11	12	2.0	9.260849870455019
Regular	11	13	5.5	9.559460192764742
Regular	11	14	1.0	16.037566721059992
Regular	11	15	12.0	16.471654922015176
Regular	11	16	1.0	15.455413301523139
Regular	11	17	11.0	13.300621844722317
Regular	11	18	1.0	16.283298221951267
Regular	11	19	9.0	18.840938150492633
Regular	11	20	25.3	22.696117811884655
Regular	11	21	8.5	18.0150105846263
Regular	11	22	4.0	13.866709589253418
Regular	11	23	1.0	13.566777889023099
Regular	11	24	4.8	10.76959924059667
Regular	11	25	51.5	9.362921520087715
Regular	11	26	8.8	6.409961986986991
Regular	11	27	1.8	6.089925879219634
Regular	11	28	11.8	5.791522151762556
Regular	11	29	18.0	3.157060602610067
Regular	11	30	11.8	12.32936938412957
Regular	11	32	5.5	5.16196076997241
Regular	11	417	25.1	7.800634417977218
Regular	11	33	1.0	3.4653107756459756
Regular	11	34	16.3	15.491758274038395
Regular	11	35	3.3	9.491455197348385
Regular	11	36	4.6	6.091251369709639
Regular	11	37	1.5	17.1979506152563
Regular	11	38	7.8	10.71601067832059
Regular	12	1	35.2	8.10803043415491
Regular	12	2	61.4	12.060823605400449
Regular	12	3	19.8	13.35655876038176
Regular	12	4	44.7	15.414722815001017
Regular	12	5	15.9	22.023410001240432
Regular	12	6	23.2	14.032194997887007
Regular	12	7	17.3	12.998435675789297
Regular	12	8	1.0	14.764729907516642
Regular	12	9	2.6	11.884076062464956
Regular	12	10	7.1	9.255299855876558
Regular	12	11	1.0	8.942614059137316
Regular	12	13	5.3	6.298673886807801
Regular	12	14	1.0	12.827989880847097
Regular	12	15	17.1	13.262078081802256
Regular	12	16	1.8	12.245836461310242
Regular	12	17	7.1	15.737412013583953
Regular	12	18	12.8	18.176934620507257
Regular	12	19	6.9	20.73457454904865
Regular	12	20	32.0	25.638702394097734
Regular	12	21	11.4	20.957595166841344
Regular	12	22	5.7	16.809294171468956
Regular	12	23	1.0	16.509362471238564
Regular	12	24	1.5	7.560022400383748
Regular	12	25	59.2	6.10213521413078
Regular	12	26	3.3	3.149175681030051
Regular	12	27	1.8	8.52671604808127
Regular	12	28	8.0	8.228312320624195
Regular	12	29	12.3	6.099645184825545
Regular	12	30	11.1	14.766159552991198
Regular	12	32	5.0	8.104545352187888
Regular	12	417	21.1	10.743219000192697
Regular	12	33	6.3	6.407895357861454
Regular	12	34	8.1	18.434342856253764
Regular	12	35	5.1	12.434039779562012
Regular	12	36	1.5	9.033835951925118
Regular	12	37	1.3	20.140535197471813
Regular	12	38	11.3	13.65859526053603
Regular	13	1	1.0	8.406140229385528
Regular	13	2	1.0	11.762215073295655
Regular	13	3	1.0	13.057950228276969
Regular	13	4	1.0	15.116114282896223
Regular	13	5	1.0	21.72480146913563
Regular	13	6	1.0	14.330304793117561
Regular	13	7	1.0	13.29654547101971
Regular	13	8	1.0	15.06283970274726
Regular	13	9	1.0	12.182185857695574
Regular	13	10	1.0	9.553409651107176
Regular	13	11	1.0	9.240723854367934
Regular	13	12	1.0	6.298173359728704
Regular	13	14	1.0	12.529381348742303
Regular	13	15	1.0	12.963469549697463
Regular	13	16	1.0	11.947227929205448
Regular	13	17	1.0	15.438803481479159
Regular	13	18	1.0	17.878326088402467
Regular	13	19	1.0	20.435966016943834
Regular	13	20	1.0	25.791064779947607
Regular	13	21	1.0	21.25570496207232
Regular	13	22	1.0	17.107403966699497
Regular	13	23	1.0	16.80747226646918
Regular	13	24	1.0	7.2614138682789555
Regular	13	25	1.0	5.8035266820259865
Regular	13	26	1.0	3.149068391490221
Regular	13	27	1.0	8.22810751597648
Regular	13	28	1.0	7.929703788519404
Regular	13	29	1.0	6.397754980056162
Regular	13	30	1.0	14.467551020886413
Regular	13	32	1.0	8.402655147418503
Regular	13	417	1.0	11.041328795423313
Regular	13	33	1.0	6.706005153092071
Regular	13	34	1.0	18.467118095843006
Regular	13	35	1.0	12.732149574794565
Regular	13	36	1.0	9.331945747155736
Regular	13	37	1.0	20.438644992702326
Regular	13	38	1.0	13.956705055766598
Regular	14	1	9.8	13.709835415139239
Regular	14	2	16.8	11.924324162307173
Regular	14	3	9.0	8.703824556280157
Regular	14	4	14.3	12.553947544318106
Regular	14	5	4.5	20.87462379258436
Regular	14	6	5.8	20.730774965928834
Regular	14	7	4.3	19.697015643830664
Regular	14	8	1.0	21.4633098755582
Regular	14	9	1.0	18.58265603050652
Regular	14	10	1.5	15.953879823918124
Regular	14	11	1.0	15.64119402717888
Regular	14	12	1.5	14.407573586217936
Regular	14	13	1.0	14.109465581192238
Regular	14	15	1.0	9.512516008437826
Regular	14	16	1.5	10.257998230110863
Regular	14	17	1.0	14.731703966808256
Regular	14	18	1.0	17.02814841185119
Regular	14	19	1.3	19.58578834039256
Regular	14	20	1.0	24.94088710339631
Regular	14	21	3.3	23.205445133875028
Regular	14	22	1.5	23.50787413951048
Regular	14	23	1.0	23.20794243928009
Regular	14	24	2.8	5.57218416918437
Regular	14	25	11.3	6.649081780003025
Regular	14	26	2.5	11.258468617979451
Regular	14	27	1.5	9.932553579976771
Regular	14	28	2.0	10.232170890798862
Regular	14	29	1.0	12.79822515286711
Regular	14	30	4.5	14.173931782131808
Regular	14	32	2.0	14.09710826110451
Regular	14	417	3.5	13.238082825617848
Regular	14	33	1.0	13.106475325903018
Regular	14	34	1.8	18.17521597830733
Regular	14	35	1.3	18.57016900121878
Regular	14	36	1.8	15.73241591996668
Regular	14	37	1.3	20.05593988719281
Regular	14	38	2.8	20.3571752285776
Regular	15	1	33.8	14.806488257007306
Regular	15	2	61.8	13.65074316814908
Regular	15	3	33.3	7.194556042526366
Regular	15	4	51.5	11.044679030564312
Regular	15	5	16.8	19.365355278830567
Regular	15	6	21.8	21.671472367145768
Regular	15	7	14.3	20.53347478474751
Regular	15	8	1.0	22.48431534317754
Regular	15	9	1.0	19.603661498125913
Regular	15	10	7.3	16.974864644026052
Regular	15	11	1.0	16.662199494798447
Regular	15	12	2.8	14.759060919373935
Regular	15	13	1.3	14.460952914348242
Regular	15	14	1.0	8.446211251095903
Regular	15	16	1.8	9.95416762565474
Regular	15	17	1.0	13.222435453054478
Regular	15	18	1.0	15.518879898097401
Regular	15	19	5.0	18.076519826638766
Regular	15	20	1.0	23.431618589642543
Regular	15	21	11.5	21.69617662012126
Regular	15	22	7.3	24.022116715584005
Regular	15	23	1.0	24.22894790689967
Regular	15	24	9.5	5.569719955515619
Regular	15	25	35.0	6.948341728018691
Regular	15	26	7.8	11.609955951135454
Regular	15	27	2.3	10.231813527992438
Regular	15	28	6.3	10.53143083881453
Regular	15	29	4.0	13.819230620486682
Regular	15	30	15.5	13.103321029942277
Regular	15	32	5.8	14.396368209120185
Regular	15	417	12.0	13.537342773633517
Regular	15	33	1.0	14.12748079352259
Regular	15	34	7.0	17.40307046774039
Regular	15	35	4.8	18.869428949234447
Regular	15	36	5.0	16.753421387586297
Regular	15	37	1.5	18.546671373439004
Regular	15	38	11.3	21.211216399776447
Regular	16	1	17.4	13.932410665202534
Regular	16	2	29.2	15.457782595889016
Regular	16	3	11.6	7.289081847364653
Regular	16	4	22.6	10.170465366538929
Regular	16	5	11.3	18.49114161480518
Regular	16	6	11.1	20.87770284174287
Regular	16	7	8.0	19.843943519645403
Regular	16	8	1.0	21.610237751372868
Regular	16	9	1.3	18.729583906321274
Regular	16	10	1.0	16.100807699732723
Regular	16	11	1.0	15.788121902993508
Regular	16	12	1.0	13.884983327569106
Regular	16	13	1.6	13.586875322543412
Regular	16	14	1.0	10.265334005858552
Regular	16	15	12.8	9.088980236155537
Regular	16	17	6.0	12.348221789029084
Regular	16	18	6.8	14.64466623407203
Regular	16	19	4.6	17.20230616261337
Regular	16	20	13.6	22.557404925617178
Regular	16	21	5.3	20.821962956095863
Regular	16	22	4.7	23.148039123779167
Regular	16	23	1.0	23.354870315094843
Regular	16	24	1.0	4.695642363710787
Regular	16	25	24.2	6.07426413621386
Regular	16	26	1.3	10.735878359330624
Regular	16	27	1.0	9.35773593618761
Regular	16	28	5.2	9.6573532470097
Regular	16	29	5.2	12.94515302868186
Regular	16	30	5.3	12.229107365916882
Regular	16	32	3.0	13.522290617315358
Regular	16	417	11.3	12.663265181828686
Regular	16	33	3.1	13.253403201717783
Regular	16	34	4.7	16.528856803714987
Regular	16	35	3.1	17.995351357429623
Regular	16	36	1.3	15.879343795781407
Regular	16	37	1.0	17.672457709413617
Regular	16	38	4.4	20.385618922027554
Regular	17	1	55.3	14.149185357626646
Regular	17	2	88.3	19.11521449159079
Regular	17	3	58.0	10.635378036318386
Regular	17	4	86.0	7.559601105349621
Regular	17	5	31.1	14.670547703252144
Regular	17	6	33.8	24.024275905201744
Regular	17	7	21.5	23.414510984593075
Regular	17	8	1.0	24.666471678113886
Regular	17	9	1.0	23.96013212063372
Regular	17	10	7.3	13.952282642877472
Regular	17	11	1.0	13.639596846138229
Regular	17	12	3.6	15.85629475374149
Regular	17	13	1.8	15.558186748715793
Regular	17	14	1.0	13.910682574537615
Regular	17	15	1.0	12.435276425109269
Regular	17	16	1.6	10.107364373818767
Regular	17	18	5.8	10.665107823233217
Regular	17	19	9.1	13.381712251060344
Regular	17	20	24.8	18.73681101406413
Regular	17	21	15.3	16.546471328077267
Regular	17	22	11.3	20.538121747614333
Regular	17	23	1.0	22.83864844708898
Regular	17	24	8.8	8.803002902997616
Regular	17	25	56.5	10.181624675500688
Regular	17	26	8.0	12.707189785503006
Regular	17	27	3.0	7.210171745781271
Regular	17	28	9.0	7.509789056603363
Regular	17	29	7.1	10.796627971826458
Regular	17	30	21.0	7.0892204854419685
Regular	17	32	9.8	11.37472642690902
Regular	17	33	3.5	11.104878144862367
Regular	17	418	16.8	10.06985077750576
Regular	17	34	11.1	11.388808709799582
Regular	17	35	8.0	17.388241220497378
Regular	17	36	12.0	21.109892010093894
Regular	17	37	1.5	13.69628327175173
Regular	17	38	11.6	19.689418489459225
Regular	18	1	181.1	16.037349273934165
Regular	18	2	311.6	21.003378407898307
Regular	18	3	201.8	12.523541952625905
Regular	18	4	334.7	9.447765021657139
Regular	18	5	136.8	10.285905769404955
Regular	18	6	135.4	20.386005035250196
Regular	18	7	109.2	20.67615646938589
Regular	18	8	1.0	20.756480142344678
Regular	18	9	11.8	21.222017198396728
Regular	18	10	39.6	16.551520763544886
Regular	18	11	1.0	16.238834966805644
Regular	18	12	15.3	18.10182554372225
Regular	18	13	11.1	18.157424869383206
Regular	18	14	1.0	15.798846490845133
Regular	18	15	49.3	14.323440341416786
Regular	18	16	9.6	11.995528290126284
Regular	18	17	11.5	9.344642869928743
Regular	18	19	54.4	8.997070317213156
Regular	18	20	204.1	14.352169080216932
Regular	18	21	68.7	12.616727110695647
Regular	18	22	41.4	16.624379340142283
Regular	18	23	1.3	18.92865691131977
Regular	18	24	29.3	10.691166819305133
Regular	18	25	214.4	12.069788591808203
Regular	18	26	33.3	15.250937660254214
Regular	18	27	13.3	9.809409866448686
Regular	18	28	41.8	10.109027177270777
Regular	18	29	41.6	13.395866092493875
Regular	18	30	152.3	4.595929316523429
Regular	18	32	41.2	12.246524290478742
Regular	18	33	19.1	13.704116265529784
Regular	18	418	131.4	7.894407545508967
Regular	18	34	71.4	8.645736155338303
Regular	18	35	33.8	14.650202603187898
Regular	18	36	41.8	18.371991663318067
Regular	18	37	4.8	9.467221864013407
Regular	18	38	67.6	15.779426953689999
Regular	19	1	58.1	18.354585241845914
Regular	19	2	96.8	23.32061437581006
Regular	19	3	44.8	14.84077792053766
Regular	19	4	97.2	11.765000989568891
Regular	19	5	39.7	7.769034131935034
Regular	19	6	47.3	17.567866524153658
Regular	19	7	36.9	19.25722524106529
Regular	19	8	1.0	17.938341631248132
Regular	19	9	16.1	19.2257342726457
Regular	19	10	11.1	18.86875673145664
Regular	19	11	1.0	18.556070934717397
Regular	19	12	3.8	20.419061511634
Regular	19	13	7.1	20.47466083729496
Regular	19	14	1.0	18.116082458756885
Regular	19	15	34.8	16.640676309328537
Regular	19	16	2.6	14.312764258038037
Regular	19	17	21.3	11.661878837840495
Regular	19	18	36.4	7.8744124481721816
Regular	19	20	97.6	11.83529744274703
Regular	19	21	26.4	9.798588599599105
Regular	19	22	14.7	13.806240829045725
Regular	19	23	12.0	16.110518400223235
Regular	19	24	3.8	13.008402787216886
Regular	19	25	101.2	14.387024559719958
Regular	19	26	3.5	17.568173628165958
Regular	19	27	4.5	12.126645834360438
Regular	19	28	11.3	12.42626314518253
Regular	19	29	21.2	15.713102060405628
Regular	19	30	31.8	7.681734974070418
Regular	19	32	13.2	15.33232994802573
