Node	X	Y
185	-97.806945	30.409079
186	-97.785683	30.418049
187	-97.782925	30.44012
188	-97.772391	30.427536
189	-97.776502	30.416096
190	-97.757609	30.421041
191	-97.734935	30.422727
192	-97.724833	30.421209
193	-97.687169	30.419626
194	-97.628126	30.474927
195	-97.774264	30.402543
196	-97.763188	30.393165
197	-97.764003	30.405087
198	-97.75365	30.40121
199	-97.737938	30.407812
200	-97.713136	30.416374
201	-97.723123	30.401368
202	-97.71107	30.400383
203	-97.7016	30.412333
204	-97.684758	30.406628
205	-97.676128	30.396503
206	-97.652095	30.402956
207	-97.629909	30.385822
208	-97.616178	30.398609
209	-97.603293	30.420193
210	-97.82942	30.396551
211	-97.642884	30.271191
212	-97.78675	30.395144
213	-97.800872	30.393237
214	-97.752089	30.391578
215	-97.74096	30.394219
216	-97.738158	30.38687
217	-97.728635	30.384116
218	-97.722328	30.379353
219	-97.706944	30.380339
220	-97.69242	30.395126
221	-97.678624	30.384254
222	-97.668098	30.380068
223	-97.660601	30.383394
224	-97.650303	30.373993
225	-97.636824	30.371901
226	-97.621547	30.357638
227	-97.604697	30.347504
228	-97.581717	30.360871
229	-97.77245	30.369183
230	-97.754946	30.383082
231	-97.748874	30.370937
232	-97.738426	30.372799
233	-97.732737	30.368742
234	-97.723827	30.365825
235	-97.712527	30.367008
236	-97.714456	30.374445
237	-97.703016	30.362717
238	-97.701017	30.365978
239	-97.696226	30.374479
240	-97.687912	30.368666
241	-97.676517	30.362402
242	-97.662114	30.35801
243	-97.634953	30.340503
244	-97.616902	30.335824
245	-97.740699	30.3645
246	-97.735446	30.361619
247	-97.724918	30.357612
248	-97.7182	30.355442
249	-97.710188	30.356542
250	-97.69626	30.354451
251	-97.685483	30.348438
252	-97.690935	30.338319
253	-97.664499	30.337807
254	-97.675748	30.333871
255	-97.647877	30.333513
256	-97.757804	30.361286
257	-97.743801	30.35516
258	-97.738792	30.350866
259	-97.734401	30.355362
260	-97.727219	30.351559
261	-97.729428	30.346115
262	-97.718429	30.348204
263	-97.721317	30.342425
264	-97.709102	30.340669
265	-97.696583	30.33247
266	-97.685099	30.32667
267	-97.664095	30.324017
268	-97.651571	30.32257
269	-97.639453	30.3202
270	-97.617448	30.325044
271	-97.57601	30.327527
272	-97.558384	30.34417
273	-97.76121	30.347874
274	-97.750211	30.341089
275	-97.742547	30.34102
276	-97.733307	30.337612
277	-97.725896	30.334246
278	-97.720367	30.328946
279	-97.711138	30.329197
280	-97.698623	30.324755
281	-97.854872	30.308832
282	-97.789916	30.353876
283	-97.78138	30.338864
284	-97.76676	30.333799
285	-97.759891	30.331953
286	-97.751829	30.332227
287	-97.742742	30.330139
288	-97.735351	30.330061
289	-97.730682	30.325264
290	-97.720953	30.320679
291	-97.711051	30.316483
292	-97.702866	30.318649
293	-97.693892	30.316705
294	-97.684863	30.316931
295	-97.690083	30.307248
296	-97.672491	30.316758
297	-97.680821	30.310034
298	-97.67833	30.300761
299	-97.666683	30.303255
300	-97.65656	30.311495
301	-97.655743	30.295066
302	-97.6301	30.305169
303	-97.640662	30.28759
304	-97.606829	30.296238
305	-97.821754	30.35485
306	-97.799011	30.339491
307	-97.79414	30.344399
308	-97.786917	30.334694
309	-97.804386	30.330049
310	-97.794461	30.32969
311	-97.784862	30.323452
312	-97.790383	30.322771
313	-97.779878	30.309286
314	-97.773295	30.319513
315	-97.76201	30.316399
316	-97.748686	30.322827
317	-97.741563	30.318928
318	-97.735161	30.318134
319	-97.726851	30.312636
320	-97.719694	30.309394
321	-97.713911	30.308606
322	-97.694168	30.291673
323	-97.685312	30.289535
324	-97.674631	30.289232
325	-97.753043	30.325211
326	-97.755063	30.312346
327	-97.750453	30.314377
328	-97.745119	30.311422
329	-97.73437	30.314075
330	-97.737685	30.307788
331	-97.731148	30.304357
332	-97.723839	30.299796
333	-97.712677	30.29537
334	-97.809788	30.320631
335	-97.819504	30.312617
336	-97.806541	30.309044
337	-97.80207	30.321536
338	-97.798815	30.316334
339	-97.788871	30.30976
340	-97.770739	30.306907
341	-97.760175	30.306124
342	-97.756618	30.304992
343	-97.751664	30.303114
344	-97.747239	30.302486
345	-97.742797	30.299443
346	-97.735674	30.29791
347	-97.731181	30.293084
348	-97.727363	30.292608
349	-97.719395	30.289092
350	-97.71165	30.287942
351	-97.701787	30.285307
352	-97.777043	30.297498
353	-97.765987	30.291148
354	-97.762541	30.296874
355	-97.754442	30.294723
356	-97.745937	30.291274
357	-97.759194	30.285813
358	-97.747977	30.285682
359	-97.743151	30.284903
360	-97.742966	30.290562
361	-97.738284	30.291737
362	-97.735154	30.285008
363	-97.730248	30.286926
364	-97.818543	30.302516
365	-97.81223	30.290736
366	-97.799899	30.300199
367	-97.785116	30.282386
368	-97.780701	30.283673
369	-97.778414	30.291216
370	-97.77024	30.283819
371	-97.760494	30.276309
372	-97.752313	30.271814
373	-97.749925	30.27412
374	-97.744971	30.276649
375	-97.743468	30.279904
376	-97.738873	30.27864
377	-97.740269	30.274993
378	-97.743373	30.271875
379	-97.740184	30.270625
380	-97.744601	30.268129
381	-97.741182	30.267364
382	-97.738381	30.266557
383	-97.736137	30.270537
384	-97.733763	30.27371
385	-97.734167	30.277326
386	-97.731517	30.282229
387	-97.726061	30.280795
388	-97.723909	30.281401
389	-97.719348	30.281893
390	-97.710834	30.283713
391	-97.725163	30.275893
392	-97.718792	30.277056
393	-97.713445	30.277541
394	-97.705986	30.278174
395	-97.693411	30.280929
396	-97.680221	30.283335
397	-97.678189	30.273431
398	-97.658848	30.271453
399	-97.625628	30.258811
400	-97.620276	30.275689
401	-97.586183	30.261466
402	-97.762089	30.271327
403	-97.752761	30.267524
404	-97.749402	30.266418
405	-97.74621	30.265461
406	-97.742416	30.264483
407	-97.739258	30.26393
408	-97.741275	30.259453
409	-97.729877	30.256691
410	-97.728685	30.261901
411	-97.727423	30.26616
412	-97.722003	30.267962
413	-97.724436	30.271109
414	-97.71745	30.272163
415	-97.70587	30.274171
416	-97.709691	30.26789
417	-97.717513	30.267381
418	-97.717284	30.264093
419	-97.7169	30.258199
420	-97.722292	30.25203
421	-97.707214	30.255176
422	-97.705899	30.261117
423	-97.701265	30.267416
424	-97.694831	30.275623
425	-97.693985	30.269491
426	-97.696217	30.257898
427	-97.698255	30.250378
428	-97.683975	30.258971
429	-97.675294	30.252393
430	-97.826542	30.292047
431	-97.822447	30.28751
432	-97.813683	30.279794
433	-97.80577	30.273914
434	-97.79798	30.281114
435	-97.785524	30.274313
436	-97.770276	30.269571
437	-97.760172	30.26379
438	-97.753126	30.260843
439	-97.747288	30.260153
440	-97.743315	30.256479
441	-97.723846	30.242798
442	-97.713168	30.236178
443	-97.699893	30.237023
444	-97.690977	30.231273
445	-97.650627	30.247651
446	-97.893907	30.583031
447	-97.612743	30.223538
448	-97.795414	30.267841
449	-97.781663	30.263639
450	-97.779408	30.254015
451	-97.76513	30.258468
452	-97.756802	30.254583
453	-97.750714	30.251548
454	-97.74487	30.249125
455	-97.737968	30.245798
456	-97.733277	30.241422
457	-97.72957	30.235658
458	-97.720917	30.228055
459	-97.701277	30.218025
460	-97.812312	30.268739
461	-97.80009	30.262467
462	-97.807261	30.257482
463	-97.799248	30.247294
464	-97.789672	30.258186
465	-97.791535	30.250663
466	-97.794477	30.240428
467	-97.787768	30.236384
468	-97.779795	30.23376
469	-97.774117	30.243976
470	-97.772077	30.251311
471	-97.762422	30.246241
472	-97.766963	30.240171
473	-97.771333	30.23169
474	-97.764302	30.227782
475	-97.759859	30.235703
476	-97.754573	30.243373
477	-97.744361	30.241194
478	-97.748602	30.238356
479	-97.751904	30.231751
480	-97.757112	30.223802
481	-97.746881	30.218675
482	-97.739635	30.22543
483	-97.732462	30.226569
484	-97.725743	30.219904
485	-97.824877	30.274722
486	-97.814911	30.255952
487	-97.807971	30.235591
488	-97.795844	30.227237
489	-97.784683	30.222209
490	-97.77595	30.219404
491	-97.770121	30.219174
492	-97.762511	30.213479
493	-97.749497	30.203546
494	-97.741725	30.211973
495	-97.739267	30.199342
496	-97.727805	30.199427
497	-97.702259	30.185219
498	-97.705674	30.207604
499	-97.668694	30.200401
500	-97.664314	30.224758
501	-97.603752	30.207631
502	-97.806673	30.229851
503	-97.812739	30.223724
504	-97.819622	30.213238
505	-97.808543	30.211461
506	-97.800719	30.219912
507	-97.7932	30.21642
508	-97.801517	30.207136
509	-97.794697	30.205816
510	-97.788886	30.214075
511	-97.783613	30.211162
512	-97.787716	30.204494
513	-97.781077	30.201568
514	-97.775986	30.209973
515	-97.771828	30.198303
516	-97.76229	30.192167
517	-97.752272	30.19005
518	-97.741838	30.191559
519	-97.735419	30.183884
520	-97.714023	30.179088
521	-97.676869	30.168372
522	-97.613068	30.128184
523	-97.569847	30.166566
524	-97.575259	30.204201
525	-97.820597	30.195468
526	-97.79731	30.192671
527	-97.786001	30.190192
528	-97.777584	30.188088
529	-97.772149	30.182413
530	-97.759163	30.179217
531	-97.748821	30.170457
532	-97.730989	30.16781
533	-97.709547	30.160499
534	-97.687533	30.143493
535	-97.830203	30.182246
536	-97.806741	30.180777
537	-97.78988	30.178806
538	-97.783503	30.174277
539	-97.77519	30.170566
540	-97.763446	30.171015
541	-97.745521	30.164418
542	-97.815586	30.160598
543	-97.781648	30.161894
544	-97.724486	30.134292
545	-97.702255	30.123992
546	-97.815712	30.118841
547	-97.789007	30.138629
548	-97.779669	30.1398
549	-97.793243	30.122344
550	-97.761745	30.11474
551	-97.742406	30.10091
552	-97.711796	30.10704
553	-97.644403	30.099935
554	-97.794275	30.099777
555	-97.708895	30.079091
556	-97.67384	30.061879
557	-97.57921	30.45357
558	-97.596368	30.44074
559	-97.572308	30.384952
560	-97.546382	30.371482
561	-97.498617	30.316307
562	-97.550996	30.30919
563	-97.57567	30.277114
564	-97.537069	30.264
565	-97.53474	30.239086
566	-97.877778	30.149404
567	-97.81444	30.562892
568	-97.784048	30.556527
569	-97.747161	30.560541
570	-97.707149	30.565681
571	-97.702414	30.543998
572	-97.404165	30.426107
573	-97.797771	30.494096
574	-97.776675	30.479701
575	-97.690281	30.474974
576	-97.862996	30.42248
577	-97.947983	30.130563
578	-97.857472	30.113558
579	-97.82522	30.095669
580	-97.796332	30.079619
581	-97.768528	30.054632
582	-97.739866	30.03508
583	-97.823901	30.044241
584	-97.813059	30.064542
585	-97.837672	30.067321
586	-97.956989	30.081642
587	-97.922651	29.886396
588	-97.982658	30.028229
589	-97.878479	30.002999
590	-97.785715	30.001839
591	-97.846817	29.979146
592	-97.703574	30.34613
593	-97.600807	30.488497
594	-97.56746	30.48319
595	-97.525215	30.463281
596	-97.751571	30.087585
597	-97.723985	30.058818
598	-97.543138	30.438973
599	-97.513846	30.428163
600	-97.747936	30.144669
601	-97.82476	30.132946
602	-97.817215	30.145593
603	-97.523203	30.199903
604	-97.680519	30.114833
605	-97.668147	30.131976
606	-97.583182	30.145238
607	-97.489938	30.467008
608	-97.651583	30.152791
609	-97.640056	30.165474
610	-97.674932	30.237554
611	-97.637009	30.183483
612	-97.602786	30.172582
613	-97.462556	30.442805
614	-97.570828	30.230896
615	-97.510731	30.254773
616	-97.472702	30.274879
617	-97.511156	30.297379
618	-97.527973	30.327288
619	-97.470836	30.311798
620	-97.524893	30.345114
621	-97.468369	30.332948
622	-97.554176	30.35486
623	-97.566228	30.400775
624	-97.440864	30.39936
625	-97.520502	30.367707
626	-97.455986	30.362081
627	-97.501275	30.389228
628	-97.527893	30.408462
629	-97.556499	30.419177
630	-97.486022	30.417448
631	-97.432012	30.51116
632	-97.61981	30.758933
633	-97.461624	30.787235
634	-97.570963	30.762333
635	-97.635692	30.714855
636	-97.655039	30.721902
637	-97.43449	30.721962
638	-97.453439	30.7155
639	-97.591075	30.659308
640	-97.648227	30.645536
641	-97.697896	30.688991
642	-97.717715	30.70538
643	-97.290934	30.688418
644	-97.434506	30.708185
645	-97.44851	30.707375
646	-97.492335	30.617408
647	-97.608464	30.63058
648	-97.365601	30.670268
649	-97.438935	30.614327
650	-97.534104	30.556867
651	-97.552697	30.549309
652	-97.403788	30.585801
653	-97.422708	30.593637
654	-97.4345	30.589385
655	-97.324987	30.417908
656	-97.409402	30.454708
657	-97.37656	30.519091
658	-97.339944	30.548378
659	-97.426921	30.543711
660	-97.412627	30.564158
661	-97.502359	30.544213
662	-97.603226	30.518844
663	-97.632417	30.553467
664	-97.793486	30.37016
665	-97.553431	30.52616
666	-98.064179	29.896453
667	-98.126496	29.955213
668	-98.065857	29.956289
669	-98.009999	29.950139
670	-97.990969	29.868981
671	-98.012298	29.857558
672	-98.018237	29.832913
673	-98.108467	29.979552
674	-98.058955	29.997999
675	-98.0279	30.019846
676	-97.95913	29.967048
677	-97.983606	29.952026
678	-98.082087	29.979371
679	-98.080249	30.030066
680	-97.948067	29.918913
681	-98.053382	30.043596
682	-97.952311	29.877956
683	-97.962849	29.87017
684	-97.965586	29.878492
685	-98.067552	30.177624
686	-98.035565	30.183656
687	-98.063961	30.204068
688	-98.066773	30.132727
689	-98.017092	30.142357
690	-98.013422	30.123464
691	-97.972025	30.103535
692	-97.922656	30.156158
693	-98.064494	30.083197
694	-97.956417	30.046219
695	-98.090132	30.249732
696	-98.001452	30.221504
697	-98.041958	30.232619
698	-98.041382	30.256626
699	-97.952201	30.188322
700	-97.944039	29.890125
701	-97.938971	29.889557
702	-97.939213	29.887069
703	-97.936567	29.887943
704	-97.942358	29.881756
705	-97.945474	29.88051
706	-97.943205	29.87795
707	-97.949028	29.875888
708	-97.927999	29.882519
709	-97.932862	29.881815
710	-97.932527	29.887993
711	-97.93607	29.886075
712	-97.93209	29.893192
713	-97.926399	29.888441
714	-97.938495	29.893447
715	-97.936225	29.896727
716	-97.942882	29.886506
717	-97.948487	29.887606
718	-97.945336	29.884797
719	-97.942473	29.884042
720	-97.947927	29.881787
721	-97.901427	29.884353
722	-97.90967	29.873067
723	-97.91573	29.883636
724	-97.908106	29.892753
725	-97.902071	29.864351
726	-97.923945	29.867046
727	-97.917204	29.880741
728	-97.92325	29.875409
729	-98.032242	30.207493
730	-97.918411	29.889728
731	-97.913953	29.898736
732	-98.022446	30.06917
733	-97.990787	30.079967
734	-97.91209	30.055404
735	-97.991968	29.886781
736	-97.972402	29.908987
737	-97.970463	29.889408
738	-97.978738	29.863587
739	-97.954655	29.897388
740	-97.978959	29.85407
741	-97.996419	29.842171
742	-98.214295	30.139214
743	-98.168253	30.190007
744	-98.153721	30.174555
745	-98.154464	30.1517
746	-98.172451	30.212417
747	-98.135289	30.22956
748	-98.100548	30.220277
749	-98.110565	30.158316
750	-98.141486	30.0445
751	-98.204517	30.072636
752	-98.192023	30.115504
753	-98.232533	30.019708
754	-98.167437	29.995598
755	-98.246902	30.1139
756	-98.122024	29.996347
757	-98.111827	30.02551
758	-98.102025	30.067054
759	-98.14819	30.10241
760	-98.106678	30.133525
761	-98.086092	30.271372
762	-97.917075	29.908768
763	-98.137608	30.277913
764	-98.139466	30.3165
765	-98.177276	30.291503
766	-98.18288	30.24439
767	-98.235175	30.167197
768	-98.229548	30.185976
769	-98.103685	30.191844
770	-98.091417	30.184616
771	-97.898031	29.876772
772	-97.932248	29.850646
773	-97.913015	29.850705
774	-97.925423	29.859432
775	-97.937747	29.835223
776	-97.945814	29.855514
777	-97.918297	29.832686
778	-97.932603	29.826014
779	-97.955	29.807481
780	-97.997444	29.773576
781	-97.976479	29.786936
782	-97.972475	29.845097
783	-97.963431	29.855842
784	-97.955373	29.836644
785	-97.982015	29.837248
786	-97.995132	29.825153
787	-97.970835	29.859848
788	-98.008047	29.814299
789	-97.980837	29.826534
790	-97.980242	29.813303
791	-98.002584	29.805415
792	-97.918627	29.947011
793	-97.917713	29.928589
794	-97.716276	30.501019
795	-97.928405	29.89784
796	-97.945905	29.837992
797	-97.9443	29.871145
798	-97.942805	29.868781
799	-97.941585	29.863849
800	-97.948336	29.863564
801	-97.944829	29.860725
802	-97.954871	29.846717
803	-97.752352	30.012564
804	-97.825872	30.067731
805	-97.868262	30.01983
806	-97.873747	30.038809
807	-97.849967	30.067665
808	-97.83664	30.08096
809	-97.815399	30.083844
810	-97.856741	30.142626
811	-97.877768	30.126275
812	-97.899298	30.103692
813	-97.88967	30.090338
814	-97.801203	29.959885
815	-97.816935	29.989355
816	-97.862871	29.953982
817	-97.863652	29.993338
818	-97.844911	30.005026
819	-97.826144	30.017435
820	-97.86188	30.093477
821	-97.8601	30.080607
822	-97.864712	30.070587
823	-97.889945	29.953701
824	-97.882525	29.973582
825	-97.900371	29.983051
826	-97.879181	29.985158
827	-97.887542	29.987072
828	-97.895792	30.040951
829	-97.896007	30.021565
830	-97.874248	29.994624
831	-97.879703	29.991428
832	-97.8902	29.996685
833	-97.884313	29.927373
834	-97.896467	29.898203
835	-97.901977	29.900537
836	-97.905904	29.909386
837	-97.889216	29.936266
838	-97.942748	29.900711
839	-97.949324	29.904187
840	-97.945184	29.894799
841	-97.839249	29.932993
842	-97.869469	29.909249
843	-97.890449	29.893191
844	-97.81998	29.9514
845	-97.90673	30.012707
846	-97.858429	30.276044
847	-97.874022	30.226363
848	-97.984925	30.174384
849	-97.748407	30.269483
850	-97.936611	30.629693
851	-97.878483	30.56515
852	-97.949297	30.671293
853	-97.894479	30.639453
854	-97.854201	30.561981
855	-97.94289	30.683345
856	-97.9192	30.766585
857	-97.845097	30.629598
858	-97.6662	30.639299
859	-97.674662	30.642343
860	-97.659879	30.668799
861	-97.671426	30.628872
862	-97.686088	30.668363
863	-97.824754	30.880283
864	-97.449694	30.470096
865	-97.845772	30.74618
866	-97.862864	30.689129
867	-97.820445	30.575118
868	-97.77401	30.876242
869	-97.747424	30.840902
870	-97.831057	30.78796
871	-97.776485	30.685782
872	-97.695213	30.658614
873	-97.681379	30.637172
874	-97.700115	30.629455
875	-97.68395	30.627732
876	-97.680214	30.852528
877	-97.612867	30.831092
878	-97.676133	30.625071
879	-97.686217	30.616469
880	-97.697171	30.623086
881	-97.589673	30.834316
882	-97.262914	30.656402
883	-97.410462	30.631001
884	-97.332716	30.577103
885	-97.392433	30.577643
886	-97.216877	30.539989
887	-97.386987	30.549645
888	-97.398214	30.567615
889	-97.41793	30.572072
890	-97.1884	30.460507
891	-97.453586	30.54927
892	-97.937891	29.861169
893	-97.935216	29.864771
894	-97.937213	29.867991
895	-97.934639	29.870864
896	-97.916837	29.864473
897	-97.930338	29.862569
898	-97.936981	29.857715
899	-97.931265	29.877395
900	-97.93772	29.871417
901	-97.933272	29.875356
902	-97.94043	29.870438
903	-97.937071	29.874089
904	-97.934873	29.879425
905	-97.941696	29.873855
906	-97.936327	29.882817
907	-97.953068	29.888777
908	-97.94009	29.881982
909	-97.940672	29.884244
910	-97.939316	29.875972
911	-97.938202	29.880838
912	-97.938557	29.88466
913	-97.941105	29.88739
914	-97.955129	29.866701
915	-97.953523	29.859982
916	-97.948372	29.871867
917	-97.955337	29.87049
918	-97.94926	29.892357
919	-97.937005	29.877414
920	-97.898921	29.846154
921	-97.956601	29.883181
922	-97.962115	29.890512
923	-97.431543	30.581871
924	-97.845304	30.570241
925	-97.832053	30.547881
926	-97.819854	30.516189
927	-97.810987	30.498781
928	-97.789975	30.476706
929	-97.8279	30.526117
930	-97.804664	30.532518
931	-97.790202	30.537807
932	-97.78296	30.52354
933	-97.776031	30.65866
934	-97.849323	30.658855
935	-97.678827	30.678669
936	-97.662227	30.69052
937	-97.644873	30.69345
938	-97.676452	30.70634
939	-97.745749	30.717388
940	-97.762274	30.756782
941	-97.792283	30.84433
942	-97.791475	30.83935
943	-97.797976	30.84407
944	-97.833141	30.833925
945	-97.877474	30.820892
946	-97.788775	30.809086
947	-97.733844	30.787546
948	-97.681147	30.594021
949	-97.705395	30.592574
950	-97.746309	30.610956
951	-97.751006	30.624548
952	-97.659525	30.603434
953	-97.646404	30.605496
954	-97.636136	30.633028
955	-97.634323	30.623878
956	-97.637474	30.6491
957	-97.63588	30.675787
958	-97.646313	30.67039
959	-97.615333	30.659924
960	-97.648796	30.68416
961	-97.634348	30.580698
962	-97.56823	30.688393
963	-97.407175	30.605618
964	-97.412218	30.547251
965	-97.424569	30.572237
966	-97.46063	30.650184
967	-97.416823	30.675472
968	-97.498686	30.749076
969	-97.451663	30.728051
970	-97.408646	30.75436
971	-97.411401	30.570439
972	-97.251463	30.43632
973	-97.262528	30.472299
974	-97.224474	30.48328
975	-97.232566	30.445868
976	-97.306116	30.479296
977	-97.286145	30.43847
978	-97.370321	30.443943
979	-97.339311	30.455046
980	-97.408642	30.515092
981	-97.410368	30.488553
982	-97.392374	30.479036
983	-97.35547	30.493829
984	-97.308176	30.522277
985	-97.247565	30.505589
986	-97.182869	30.504025
987	-97.259618	30.565058
988	-97.263684	30.62155
989	-97.319296	30.631593
990	-97.299336	30.660884
991	-97.309353	30.599844
992	-97.346743	30.590803
993	-97.369973	30.621102
994	-97.346524	30.65527
995	-97.4234	30.584139
996	-97.423818	30.560575
997	-97.41098	30.555834
998	-97.381876	30.581104
999	-97.468827	30.511418
1000	-97.530192	30.526407
1001	-97.502997	30.517308
1002	-97.55816	30.509986
1003	-97.481873	30.477489
1004	-97.510374	30.575191
1005	-97.465299	30.578301
1006	-97.592003	30.58379
1007	-97.6213	30.581783
1008	-97.594838	30.603935
1009	-97.559051	30.593494
1010	-97.562385	30.571888
1011	-97.586759	30.550444
1012	-97.60774	30.544585
1013	-97.615336	30.559709
1014	-97.569962	30.612544
1015	-97.521503	30.603709
1016	-97.497322	30.657724
1017	-97.518758	30.681438
1018	-97.475931	30.684143
1019	-97.485999	30.727033
1020	-97.534252	30.741662
1021	-97.522309	30.707529
1022	-97.516497	30.767866
1023	-97.569578	30.804915
1024	-97.681406	30.750264
1025	-97.642916	30.791238
1026	-97.627671	30.69837
1027	-97.597727	30.682848
1028	-97.599677	30.715183
1029	-97.560001	30.726483
1030	-97.567221	30.652202
1031	-97.527026	30.658509
1032	-97.349428	30.744464
1033	-97.294568	30.723527
1034	-97.340303	30.718481
1035	-97.41274	30.711832
1036	-97.356277	30.699874
1037	-97.804395	30.721099
1038	-97.917453	30.713284
1039	-97.937796	30.707511
1040	-97.850632	30.505476
1041	-97.831932	30.502098
1042	-97.834159	30.511753
1043	-97.852821	30.043099
1044	-97.847519	30.521169
1045	-97.837526	30.524123
1046	-97.847503	30.550258
1047	-97.857691	30.536438
1048	-97.829934	30.465145
1049	-97.717294	30.740886
1050	-97.719732	30.476281
1051	-97.655412	30.489708
1052	-97.415829	30.587174
1053	-98.02832	30.405887
1054	-97.824934	30.49147
1055	-97.820694	30.47081
1056	-97.821047	30.530568
1057	-97.783615	30.539373
1058	-97.767089	30.527955
1059	-97.763655	30.506117
1060	-97.764424	30.491587
1061	-97.794481	30.48459
1062	-97.782491	30.498519
1063	-97.78106	30.488025
1064	-97.840841	30.48333
1065	-97.825633	30.545795
1066	-97.806481	30.546888
1067	-97.804895	30.600584
1068	-97.811	30.628699
1069	-97.815848	30.508377
1070	-97.791741	30.52396
